,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2EQUGRX5,-63.6456285848,-63.4588732215,-63.6296495163,-63.7105435506,-63.6396364341,-63.6026848381,-63.6396364341,-63.6036835299,-63.6366403587,-63.5267842627,-63.6656024204,-63.4988208928,-63.5707267011,-63.5727240847,-63.6386377423,-63.6646037286,-63.6076782971,-63.7075474753,-63.6076782971,-64.1899156061,-63.6346429752,-63.67658803,-63.947233503,-63.9492308866,-63.6046822217,-63.6376390505,-63.6066796053,-63.6036835299,-63.6506220437,-63.9082845235,-63.5926979203,-63.5976913792,-120.313914111,-119.967101725,-119.758214726,-119.862158496,-119.793195803,-119.8571612,-119.862158496,-119.687253114,-120.273935738,-120.272936279,-120.303919518,-119.759214186,-119.758214726,-119.899138491,-119.899138491,-120.372882211,-119.829176338,-119.756215808,-119.79719364,-120.142007107,-120.272936279,-119.863157956,-120.246950336,-120.213968179,-119.929122271,-119.860159578,-119.82717742,-119.828176879,-119.838171472,-120.172990346,-120.235956284,-120.279932494,241.766,241.767,241.662,241.653,241.665,241.692,241.679,241.658,241.761,241.802,241.757,241.711,241.684,241.711,241.687,241.771,241.684,241.633,241.678,241.53,241.762,241.665,241.641,241.633,241.705,241.679,241.685,241.686,241.67,241.641,241.77,241.777
FLQS2DERGRX5,-63.923314545,-63.7700308348,-63.9473590485,-63.993444347,-63.923314545,-63.888249644,-63.958379446,-63.888249644,-63.993444347,-63.888249644,-63.958379446,-63.7830549409,-63.8531847429,-63.8531847429,-63.888249644,-63.958379446,-63.885244081,-63.993444347,-63.888249644,-64.5053919018,-63.923314545,-63.958379446,-64.2599375947,-64.2589357404,-63.888249644,-63.923314545,-63.8832403724,-63.923314545,-63.939344214,-64.1868022297,-63.888249644,-63.8732218292,-120.242018822,-119.909068612,-119.707098815,-119.787086854,-119.71709732,-119.82208162,-119.82208162,-119.612113019,-120.207024055,-120.312008356,-120.312008356,-119.682102553,-119.682102553,-119.82208162,-119.787086854,-120.312008356,-119.73909403,-119.682102553,-119.71709732,-120.059046184,-120.242018822,-119.787086854,-120.158031382,-120.123036615,-119.857076387,-119.787086854,-119.737094329,-119.787086854,-119.751092236,-120.084042446,-120.172029289,-120.190026597,241.714,241.706,241.6,241.598,241.61,241.644,241.618,241.603,241.681,241.741,241.715,241.656,241.63,241.657,241.637,241.715,241.629,241.577,241.624,241.463,241.714,241.611,241.573,241.566,241.651,241.624,241.63,241.624,241.611,241.586,241.714,241.723
FLQS2CKUGRX5,-63.7561494551,-63.5700702164,-63.7421434909,-63.824178424,-63.7161324145,-63.6691123918,-63.751147325,-63.7271371007,-63.7411430649,-63.6571072797,-63.7971669216,-63.6000829969,-63.6851192081,-63.680117078,-63.7191336925,-63.7451447689,-63.7131311365,-63.82517885,-63.7121307104,-64.3023820588,-63.7621520111,-63.7911643656,-64.0562772593,-64.0562772593,-63.7271371007,-63.755149029,-63.7271371007,-63.7181332665,-63.7701554193,-63.9872478643,-63.7041273023,-63.6731140959,-120.374889185,-120.06494869,-119.852989384,-119.922975948,-119.851989576,-119.950970573,-119.960968653,-119.816996295,-120.336896479,-120.446875364,-120.446875364,-119.816996295,-119.818995911,-119.958969037,-119.92197614,-120.445875556,-119.88598305,-119.814996679,-119.853989192,-120.205921625,-120.376888801,-119.923975756,-120.311901278,-120.270909148,-120.061949266,-119.922975948,-119.956969421,-119.922975948,-119.897980747,-120.234916058,-120.299903581,-120.343895135,241.77,241.778,241.672,241.655,241.681,241.718,241.69,241.67,241.768,241.821,241.769,241.718,241.686,241.716,241.694,241.788,241.689,241.633,241.683,241.534,241.768,241.668,241.646,241.638,241.719,241.681,241.698,241.695,241.67,241.656,241.774,241.795
FLQS2C9EGRX5,-63.705445566,-63.5224988499,-63.7004470219,-63.7734257665,-63.6704557569,-63.6674566304,-63.7514321723,-63.6814525541,-63.69344906,-63.5874799239,-63.6964481865,-63.5764831268,-63.646462745,-63.604474974,-63.6764540099,-63.6924493512,-63.6384650743,-63.7774246019,-63.6674566304,-64.2562851321,-63.6634577951,-63.7414350839,-64.0113564684,-64.0063579242,-63.6714554657,-63.7044458572,-63.6374653655,-63.711443819,-63.7214409073,-63.9403771414,-63.6814525541,-63.6254688595,-120.395420286,-120.050559437,-119.841643735,-119.944602191,-119.836645752,-119.936605418,-120.001579201,-119.791663902,-120.354436822,-120.385424319,-120.389422706,-119.861635668,-119.861635668,-119.949600175,-119.910615905,-120.459394472,-119.874630425,-119.837645349,-119.876629618,-120.19949934,-120.361433999,-119.943602595,-120.303457393,-120.294461023,-120.015573554,-119.942602998,-119.873630828,-119.908616712,-119.919612275,-120.224489257,-120.351438033,-120.331446099,242.455,242.455,242.347,242.341,242.358,242.378,242.36,242.345,242.451,242.497,242.457,242.398,242.371,242.405,242.37,242.472,242.377,242.318,242.367,242.212,242.464,242.352,242.323,242.323,242.392,242.366,242.377,242.356,242.355,242.334,242.455,242.472
FLQS2C6NGRX5,-63.6502948496,-63.4633057344,-63.6392954898,-63.7312901347,-63.6462950824,-63.5692995644,-63.6442951988,-63.6262962465,-63.6082972943,-63.4983036971,-63.6402954316,-63.5213023583,-63.5912982838,-63.5762991569,-63.5762991569,-63.696292172,-63.6262962465,-63.7312901347,-63.5752992151,-64.19726301,-63.6392954898,-63.648294966,-63.9502773873,-63.9542771544,-63.6262962465,-63.6612942093,-63.6262962465,-63.6612942093,-63.6622941511,-63.8852811708,-63.6022976435,-63.5652997972,-120.586444527,-120.270341128,-120.067274703,-120.194316259,-120.059272086,-120.162305789,-120.16530677,-120.019258997,-120.548432093,-120.579442236,-120.579442236,-120.089281902,-120.089281902,-120.170308406,-120.133296299,-120.719488046,-120.159304807,-120.089281902,-120.063273395,-120.421390537,-120.576441255,-120.134296627,-120.523423913,-120.486411806,-120.264339164,-120.194316259,-120.159304807,-120.194316259,-120.143299572,-120.449399699,-120.509419332,-120.54943242,242.501,242.508,242.403,242.394,242.399,242.448,242.42,242.398,242.509,242.556,242.504,242.451,242.425,242.447,242.439,242.51,242.426,242.373,242.426,242.266,242.503,242.413,242.377,242.368,242.447,242.42,242.426,242.42,242.41,242.387,242.504,242.525
FLQS2BJ4GRX5,-63.4711122657,-63.3160729087,-63.4891168362,-63.5411300399,-63.4711122657,-63.4361033787,-63.5061211528,-63.4361033787,-63.4711122657,-63.3660856045,-63.5061211528,-63.3310767174,-63.4010944916,-63.4010944916,-63.4361033787,-63.5061211528,-63.432102363,-63.5411300399,-63.4361033787,-64.066263346,-63.4711122657,-63.5061211528,-63.8021963121,-63.7971950425,-63.4361033787,-63.4711122657,-63.5061211528,-63.4711122657,-63.4741130275,-63.7291777762,-63.4361033787,-63.4180988082,-120.469398668,-120.14840027,-119.937401323,-120.014400939,-119.944401288,-120.049400764,-120.049400764,-119.839401812,-120.434398842,-120.469398668,-120.469398668,-119.909401463,-119.909401463,-120.049400764,-120.014400939,-120.539398318,-119.971401154,-119.909401463,-119.944401288,-120.294399541,-120.469398668,-120.014400939,-120.390399062,-120.380399112,-120.08440059,-120.014400939,-120.049400764,-120.014400939,-119.980401109,-120.314399441,-120.399399017,-120.426398882,242.56,242.555,242.448,242.444,242.457,242.49,242.464,242.449,242.553,242.599,242.547,242.502,242.476,242.503,242.484,242.561,242.477,242.424,242.47,242.304,242.56,242.457,242.421,242.421,242.497,242.47,242.464,242.47,242.463,242.433,242.559,242.571
FLQS224TGRWM,-320.351150431,-319.611320982,-320.486119317,-320.711067461,-320.351150431,-320.176190764,-320.876029433,-320.176190764,-320.351150431,-319.82627143,-320.526110099,-319.61631983,-320.351150431,-320.001231097,-320.171191917,-320.50111586,-320.166193069,-320.701069766,-320.176190764,-323.285473991,-320.351150431,-320.541106641,-322.050758626,-322.025764388,-320.176190764,-320.351150431,-320.166193069,-320.351150431,-320.616089356,-321.680843901,-320.176190764,-320.12120344,-120.31144072,-119.991490076,-119.783522157,-119.853511361,-119.786521694,-119.8915055,-119.961494703,-119.681537889,-120.276446119,-120.381429924,-120.31144072,-119.74752771,-119.821516296,-119.8915055,-119.851511669,-120.369431775,-119.815517222,-119.751527093,-119.786521694,-120.135467866,-120.31144072,-119.853511361,-120.237452134,-120.198458149,-119.996489305,-119.856510898,-119.814517376,-119.850511823,-119.824515834,-120.16046401,-120.241451517,-120.270447044,242.298,242.29,242.184,242.181,242.194,242.228,242.19,242.186,242.291,242.351,242.285,242.241,242.201,242.241,242.221,242.299,242.214,242.161,242.207,242.046,242.298,242.193,242.158,242.152,242.249,242.208,242.214,242.207,242.182,242.17,242.297,242.307
FLQS224LGRWM,-63.3967590362,-63.2450730494,-63.4167177187,-63.467612359,-63.394763168,-63.3508540665,-63.4316867306,-63.3608334078,-63.386779695,-63.2809986778,-63.4197115211,-63.2530565224,-63.3269036475,-63.3279015817,-63.362829276,-63.4506474789,-63.3608334078,-63.4666144249,-63.3618313419,-63.9775566965,-63.3877776291,-63.434680533,-63.7320649019,-63.7290710996,-63.3618313419,-63.3957611021,-63.3618313419,-63.3957611021,-63.4117280481,-63.6582177768,-63.3478602642,-63.3458643959,-120.570059258,-120.252140842,-120.046193693,-120.118175221,-120.043194462,-120.146168037,-120.149167268,-119.942220374,-120.529069777,-120.535068238,-120.565060541,-120.015201646,-120.012202416,-120.155165728,-120.116175734,-120.663035399,-120.084183944,-120.010202929,-120.05119241,-120.400102872,-120.564060797,-120.117175477,-120.508075165,-120.467085683,-120.186157775,-120.116175734,-120.082184457,-120.11517599,-120.096180865,-120.429095432,-120.494078756,-120.532069007,241.884,241.879,241.774,241.769,241.782,241.818,241.789,241.774,241.88,241.921,241.875,241.829,241.801,241.829,241.808,241.883,241.802,241.748,241.796,241.635,241.887,241.781,241.747,241.74,241.822,241.796,241.802,241.796,241.786,241.759,241.888,241.896
FLQS200ZGRX8,-63.6787369912,-63.5247206968,-63.6967388958,-63.7417436571,-63.6717362506,-63.6367325473,-63.7067399538,-63.6367325473,-63.6677358273,-63.5607245059,-63.7037396364,-63.601728844,-63.601728844,-63.6067293731,-63.6457334996,-63.6987391074,-63.6467336054,-63.7467441861,-63.6427331821,-64.2587983597,-63.6717362506,-63.7107403771,-64.012772331,-64.0107721194,-63.6367325473,-63.6707361448,-63.6467336054,-63.6717362506,-63.6847376261,-63.9407647129,-63.6367325473,-63.6297318066,-120.267247169,-119.952173168,-119.743124069,-119.817141453,-119.763128767,-119.868153434,-119.868153434,-119.6581041,-120.19623049,-120.229238242,-120.232238947,-119.728120545,-119.728120545,-119.850149206,-119.780132761,-120.331262205,-119.744124303,-119.671107154,-119.748125243,-120.098207467,-120.288252103,-119.816141218,-120.197230725,-120.161222267,-119.887157898,-119.814140748,-119.743124069,-119.833145212,-119.791135345,-120.122213105,-120.218235658,-120.232238947,241.76,241.755,241.649,241.647,241.663,241.697,241.67,241.655,241.75,241.796,241.743,241.682,241.682,241.704,241.676,241.765,241.668,241.617,241.671,241.511,241.766,241.659,241.622,241.616,241.7,241.673,241.668,241.677,241.663,241.634,241.766,241.771
FLNS2037GRWV,-63.8961628472,-63.7421238823,-63.9171681606,-63.9661805585,-63.8891610761,-63.8551524734,-63.9311717029,-63.8621542445,-63.888160823,-63.7771327379,-63.9191686666,-63.7451246413,-63.8261451359,-63.8281456419,-63.8601537385,-63.9201689196,-63.8631544976,-63.9611792934,-63.8591534855,-64.4753093451,-63.886160317,-63.9331722089,-64.2292471025,-64.2332481146,-63.8591534855,-63.888160823,-63.8631544976,-63.9231696787,-63.9051651244,-64.1642306563,-63.8501512083,-63.8461501962,-120.22482783,-119.907852013,-119.670870093,-119.738864905,-119.703867575,-119.766862769,-119.771862388,-119.566878026,-120.155833094,-120.18183111,-120.184830882,-119.670870093,-119.635872763,-119.780861701,-119.739864829,-120.253825618,-119.70786727,-119.630873144,-119.706867346,-120.052840951,-120.183830958,-119.741864676,-120.158832865,-120.124835459,-119.808859565,-119.772862311,-119.705867423,-119.770862464,-119.75086399,-120.053840875,-120.116836069,-120.155833094,241.681,241.676,241.564,241.559,241.581,241.606,241.579,241.564,241.671,241.717,241.665,241.628,241.591,241.619,241.599,241.678,241.591,241.54,241.593,241.433,241.677,241.572,241.545,241.536,241.613,241.595,241.591,241.581,241.584,241.548,241.677,241.686
