,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q3GRWV,-54.2396911239,-54.4379844117,-54.4130731946,-54.4031087078,-54.2406875726,-54.4031087078,-54.2396911239,-54.4031087078,-54.2287301884,-54.5774872272,-54.1809006517,-54.2636058923,-54.1051705518,-54.054351669,-53.7055946302,-53.7404703341,-53.0080805526,-53.3917132953,-53.4036706795,-53.7055946302,-53.3568375914,-54.1031776544,-53.2522104798,-53.2522104798,-53.3568375914,-53.2741323508,-53.2173347759,-53.2073702891,-53.1475833681,-53.3568375914,-53.4265889992,-53.4963404069,-131.609365138,-131.626361182,-131.535382359,-131.731336747,-131.711341401,-131.871304166,-131.893299047,-132.046263441,-131.626361182,-131.801320457,-131.997274844,-132.081255296,-132.171234351,-132.151239006,-132.291206425,-132.25621457,-132.571141265,-132.32619828,-131.927291134,-132.606133119,-132.641124974,-131.714340703,-132.711108684,-132.676116829,-132.641124974,-132.770094954,-132.816084249,-132.911062141,-132.921059814,-132.641124974,-132.501157555,-132.641124974,247.746,247.674,247.67,247.703,247.761,247.725,247.789,247.752,247.752,247.649,247.827,247.809,247.882,247.898,248.049,248.03,248.351,248.171,248.106,248.096,248.231,247.813,248.281,248.276,248.231,248.282,248.31,248.328,248.351,248.231,248.184,248.179
FLQS30Q2GRWV,-54.5737063907,-54.7137133338,-54.7367144745,-54.678711598,-54.5617057955,-54.6117082752,-54.5777065891,-54.6857119452,-54.491702324,-54.8417196818,-54.491702324,-54.6137083744,-54.4116983565,-54.3316943889,-54.0366797587,-54.0256792132,-53.3296446958,-53.7216641366,-53.7916676082,-54.0366797587,-53.6786620041,-54.491702324,-53.5816571935,-53.6306596236,-53.6786620041,-53.6166589293,-53.5466554577,-53.5466554577,-53.4766519861,-53.6866624009,-53.7566658724,-53.826669344,-131.680107945,-131.648096493,-131.615084683,-131.754134427,-131.790147311,-131.894184529,-131.965209938,-132.072248231,-131.650097208,-131.825159836,-132.070247515,-132.103259325,-132.243309427,-132.130268988,-132.315335194,-132.286324816,-132.606439335,-132.420372771,-132.070247515,-132.630447924,-132.672462955,-131.790147311,-132.735485501,-132.738486575,-132.667461166,-132.805510552,-132.910548129,-132.945560654,-132.945560654,-132.66546045,-132.595435399,-132.66546045,247.168,247.111,247.098,247.141,247.189,247.187,247.21,247.187,247.194,247.091,247.258,247.218,247.315,247.327,247.465,247.464,247.771,247.597,247.518,247.512,247.651,247.215,247.697,247.679,247.651,247.694,247.736,247.741,247.767,247.647,247.611,247.595
FLQS30PHGRWY,-54.4893116405,-54.5663050159,-54.6013020046,-54.5943026069,-54.4893116405,-54.5243086293,-54.4893116405,-54.5373075108,-54.357322997,-54.7692875509,-54.3633224808,-54.5243086293,-54.2623311703,-54.2443327189,-53.894362831,-53.9293598198,-53.1414276149,-53.5263944916,-53.5893890715,-53.894362831,-53.544392943,-54.2793297077,-53.4394019766,-53.4454014604,-53.5303941475,-53.4743989654,-53.3934059342,-53.3894062784,-53.3204122147,-53.486397933,-53.6143869206,-53.6843808982,-131.589730493,-131.504722269,-131.459717915,-131.659737266,-131.694740652,-131.799750811,-131.869757584,-131.927763196,-131.497721592,-131.729744039,-131.921762615,-132.00977113,-132.09577945,-132.079777902,-132.219791448,-132.184788061,-132.501818732,-132.277797059,-131.896760197,-132.534821925,-132.569825311,-131.694740652,-132.639832084,-132.600828311,-132.556824054,-132.709838857,-132.734841276,-132.842851725,-132.844851919,-132.565824924,-132.429811766,-132.569825311,247.281,247.239,247.219,247.253,247.297,247.3,247.324,247.315,247.316,247.199,247.379,247.332,247.443,247.447,247.598,247.58,247.921,247.744,247.663,247.646,247.781,247.375,247.831,247.823,247.785,247.828,247.862,247.88,247.906,247.802,247.734,247.729
FLQS30NWGRWV,-54.3436563207,-54.4846813795,-54.518687422,-54.4476748038,-54.3446564985,-54.3766621856,-54.3436563207,-54.4486749815,-54.2756442357,-54.622705905,-54.2806451243,-54.3856637851,-54.1696253972,-54.105614023,-53.7545516428,-53.7545516428,-53.0144201289,-53.4354949496,-53.5075077456,-53.7485505764,-53.3654825091,-54.2056317952,-53.2554629597,-53.3184741562,-53.4004887294,-53.2914693577,-53.2214569172,-53.2244574504,-53.186450697,-53.3624819759,-53.4715013476,-53.5375130772,-131.370657159,-131.334654513,-131.298651866,-131.442662453,-131.472664658,-131.579672524,-131.645677376,-131.753685316,-131.332654366,-131.506667158,-131.75468539,-131.788687889,-131.929698255,-131.857692962,-131.95670024,-131.931698402,-132.277723839,-132.099710753,-131.673679435,-132.308726118,-132.308726118,-131.471664585,-132.41473391,-132.375731043,-132.335728103,-132.484739056,-132.517741483,-132.591746923,-132.620749055,-132.346728911,-132.199718104,-132.339728397,247.329,247.271,247.253,247.301,247.345,247.349,247.372,247.349,247.348,247.246,247.412,247.378,247.48,247.492,247.638,247.634,247.962,247.779,247.687,247.694,247.836,247.396,247.893,247.864,247.827,247.89,247.921,247.931,247.95,247.843,247.78,247.777
FLQS30MRGRWY,-54.3514943617,-54.4585485163,-54.5255824262,-54.4565475041,-54.3164766475,-54.3855115697,-54.3524948678,-54.4585485163,-54.2834599456,-54.6296350625,-54.2874619701,-54.3915146064,-54.1784068032,-54.1113728933,-53.761195752,-53.79521296,-53.0608414693,-53.4470368309,-53.5140707408,-53.7581942336,-53.4090175984,-54.1774062971,-53.303964456,-53.3289771089,-53.4130196228,-53.3409831823,-53.2729487663,-53.2699472479,-53.2019128319,-53.4110186106,-53.4800535328,-53.5480879488,-131.416486316,-131.386489628,-131.343494377,-131.490478144,-131.521474721,-131.627463015,-131.696455396,-131.80244369,-131.377490622,-131.587467432,-131.801443801,-131.837439825,-131.974424697,-131.903432537,-132.040417408,-132.008420942,-132.326385826,-132.149405372,-131.730451641,-132.359382182,-132.394378317,-131.52247461,-132.464370587,-132.428374562,-132.391378648,-132.532363078,-132.567359213,-132.672347618,-132.675347287,-132.393378427,-132.255393666,-132.392378538,247.349,247.305,247.273,247.322,247.378,247.369,247.392,247.369,247.369,247.272,247.432,247.399,247.499,247.513,247.664,247.647,247.968,247.798,247.709,247.713,247.849,247.43,247.898,247.883,247.847,247.895,247.925,247.942,247.968,247.848,247.801,247.797
FLQS30MKGRWV,-54.5005869013,-54.5715980895,-54.6066036049,-54.5365925742,-54.5005869013,-54.5195898953,-54.4315760282,-54.5385928894,-54.3635653127,-54.7106199933,-54.4095725614,-54.5125887923,-54.3255593246,-54.1995394694,-53.9054931406,-53.940498656,-53.1413727488,-53.5264334174,-53.5954442905,-53.9054931406,-53.5554379873,-54.2955545972,-53.4504214413,-53.4494212837,-53.5554379873,-53.4854269566,-53.348405368,-53.3494055256,-53.3454048953,-53.4854269566,-53.625449018,-53.625449018,-131.583282799,-131.546280469,-131.503277763,-131.652287142,-131.688289408,-131.79029583,-131.862300362,-131.965306846,-131.507278014,-131.723291612,-131.962306657,-131.998308923,-132.143318051,-132.069313393,-132.213322458,-132.178320255,-132.498340399,-132.313328753,-131.893302313,-132.528342287,-132.563344491,-131.683289094,-132.633348897,-132.597346631,-132.563344491,-132.703353304,-132.73935557,-132.846362306,-132.843362117,-132.563344491,-132.423335678,-132.563344491,247.263,247.231,247.211,247.26,247.279,247.287,247.331,247.307,247.302,247.206,247.354,247.322,247.414,247.449,247.58,247.562,247.907,247.736,247.647,247.628,247.763,247.354,247.812,247.808,247.763,247.81,247.866,247.882,247.883,247.789,247.716,247.737
FLQS30MJGRWV,-54.2258617548,-54.3678666303,-54.4018677977,-54.3328654286,-54.2278618235,-54.2628630252,-54.2278618235,-54.333865463,-54.1588594544,-54.5068714028,-54.2018609308,-54.2718633342,-54.0538558493,-53.9908536862,-53.6378415661,-53.6708426992,-52.9368174976,-53.3818327765,-53.3898330512,-53.6358414975,-53.2828293774,-54.0898570853,-53.2418279697,-53.239827901,-53.2858294804,-53.2138270083,-53.1468247079,-53.1488247766,-53.1168236778,-53.284829446,-53.3558318838,-53.4228341842,-131.518838425,-131.491834557,-131.447828254,-131.598849886,-131.62185318,-131.736869655,-131.810880256,-131.914895155,-131.481833124,-131.655858051,-131.902893436,-131.945899596,-132.077918506,-132.007908478,-132.149928821,-132.11592395,-132.446971368,-132.259944579,-131.834883694,-132.475975523,-132.510980537,-131.62785404,-132.644999733,-132.545985551,-132.496978531,-132.649000306,-132.676004174,-132.790020506,-132.788020219,-132.50898025,-132.369960337,-132.509980394,247.363,247.306,247.287,247.336,247.378,247.383,247.407,247.384,247.382,247.28,247.431,247.411,247.512,247.525,247.678,247.661,247.984,247.79,247.723,247.728,247.864,247.431,247.9,247.886,247.861,247.911,247.94,247.956,247.968,247.863,247.816,247.812
FLQS30MEGRWV,-54.6449783701,-54.7854641382,-54.8203364919,-54.7495954314,-54.6459747231,-54.6808470768,-54.646971076,-54.7505917844,-54.5772263685,-54.9568368482,-54.6210658989,-54.6928033124,-54.5363758969,-54.4168135411,-54.1179076516,-54.0939951804,-53.363668457,-53.8040564676,-53.8110309383,-54.0929988274,-53.7691841138,-54.5094743668,-53.6057822275,-53.6685524643,-53.7512497604,-53.6406545813,-53.6157457572,-53.6296946987,-53.5031578721,-53.7691841138,-53.8389288213,-53.9086735289,-131.40724816,-131.376240315,-131.336230192,-131.483267395,-131.511274481,-131.62130232,-131.693320541,-131.796346609,-131.373239556,-131.544282832,-131.795346356,-131.831355466,-131.972391151,-131.864363818,-132.043409119,-132.003398996,-132.330481753,-132.148435693,-131.722327881,-132.352487321,-132.392497444,-131.51427524,-132.465515919,-132.425505796,-132.382494914,-132.533533129,-132.561540215,-132.672568307,-132.677569572,-132.392497444,-132.252462013,-132.392497444,247.234,247.176,247.157,247.206,247.249,247.253,247.277,247.254,247.254,247.139,247.302,247.281,247.361,247.389,247.528,247.531,247.852,247.661,247.593,247.584,247.711,247.301,247.783,247.753,247.716,247.78,247.794,247.805,247.853,247.711,247.664,247.659
FLQS30LFGRWY,-54.1536166148,-54.2934220017,-54.3283733484,-54.2494831658,-54.1536166148,-54.1885679615,-54.1536166148,-54.258470655,-54.0837139214,-54.4332273886,-54.0837139214,-54.1885679615,-53.9788598812,-53.9099557976,-53.5594437205,-53.5943950672,-52.860416786,-53.2448816,-53.3147842934,-53.5594437205,-53.2099302532,-54.0138112279,-53.1050762131,-53.1250484112,-53.2798329467,-53.1400275598,-53.0701248664,-53.0701248664,-53.0701248664,-53.2099302532,-53.2798329467,-53.3497356401,-131.664445229,-131.629435006,-131.594424783,-131.725463046,-131.769475897,-131.874506566,-131.944527011,-132.049557679,-131.629435006,-131.80448612,-132.049557679,-132.084567902,-132.224608793,-132.145585719,-132.294629239,-132.259619016,-132.574711021,-132.399659907,-131.979537234,-132.609721244,-132.644731467,-131.769475897,-132.714751912,-132.668738477,-132.644731467,-132.784772358,-132.819782581,-132.924813249,-132.924813249,-132.644731467,-132.504690576,-132.644731467,247.864,247.807,247.788,247.838,247.88,247.883,247.907,247.884,247.885,247.781,247.949,247.915,248.014,248.028,248.181,248.163,248.484,248.314,248.225,248.229,248.364,247.932,248.413,248.399,248.338,248.411,248.442,248.458,248.458,248.364,248.317,248.312
FLQS30KNGRWV,-54.6748340199,-54.8138946397,-54.8509107759,-54.7798798118,-54.6768348922,-54.71084972,-54.6778353283,-54.816895948,-54.6058039281,-54.9559565677,-54.6108061087,-54.7158519006,-54.5067607529,-54.4387310972,-54.1466037522,-54.1235937216,-53.3952762312,-53.7724406459,-53.8404703016,-54.091579766,-53.7784432626,-54.5357734002,-53.6914053207,-53.6974079374,-53.7774428265,-53.7264205847,-53.6403830789,-53.6413835151,-53.5723534233,-53.7964511126,-53.8664816405,-53.9365121684,-131.549994739,-131.518001063,-131.477009167,-131.622980311,-131.651974579,-131.760953036,-131.83493841,-131.967912123,-131.513002051,-131.684968057,-131.931919238,-131.97091153,-132.11088386,-132.037898288,-132.235859155,-132.150875954,-132.469812906,-132.320842355,-131.874930504,-132.497807372,-132.530800849,-131.655973788,-132.655776144,-132.566793734,-132.554796106,-132.725762309,-132.731761123,-132.812745114,-132.814744718,-132.585789979,-132.445817649,-132.585789979,247.764,247.707,247.687,247.736,247.779,247.783,247.806,247.775,247.784,247.68,247.846,247.813,247.912,247.926,248.065,248.06,248.379,248.217,248.124,248.125,248.246,247.832,248.297,248.281,248.25,248.295,248.327,248.339,248.365,248.248,248.201,248.196
FLQS30K5GRWY,-54.8295171511,-54.9694878373,-54.9894836496,-54.9194983065,-54.8295171511,-54.8645098227,-54.8295171511,-54.9214978878,-54.759531808,-55.1094585235,-54.7575322268,-54.8625102414,-54.6545537934,-54.5845684503,-54.2346417348,-54.2696344064,-53.4887979356,-53.8717177414,-53.989693034,-54.2276432005,-53.8847150194,-54.6895464649,-53.7797370047,-53.7937340733,-53.8817156475,-53.8147296763,-53.7427447519,-53.7427447519,-53.6747589901,-53.9547003625,-53.9547003625,-54.0246857056,-131.532976434,-131.567985211,-131.458957877,-131.607995242,-131.638002765,-131.743029096,-131.81304665,-131.922073984,-131.497967657,-131.673011542,-131.918072981,-131.957082761,-132.093116866,-132.023099312,-132.16313442,-132.128125643,-132.455207645,-132.270161252,-131.848055427,-132.477213162,-132.51322219,-131.638002765,-132.583239744,-132.551231719,-132.509221187,-132.653257298,-132.689266326,-132.796293158,-132.793292406,-132.51322219,-132.373187082,-132.51322219,247.057,247.01,246.986,247.035,247.073,247.076,247.1,247.083,247.077,246.975,247.143,247.11,247.208,247.223,247.374,247.356,247.696,247.525,247.417,247.424,247.557,247.125,247.607,247.597,247.558,247.604,247.637,247.653,247.677,247.531,247.51,247.505
FLQS30K3GRWY,-54.7954196417,-54.9354462686,-54.9704529253,-54.8984392315,-54.7954196417,-54.833426869,-54.7984202123,-54.9054405628,-54.7254063283,-55.0764730856,-54.7344080401,-54.8374276298,-54.6303882601,-54.6203863582,-54.2703197912,-54.2453150364,-53.5141760064,-53.9552598809,-53.9602608318,-54.2703197912,-53.8602418127,-54.6543928247,-53.8152332541,-53.8152332541,-53.9202532242,-53.8502399108,-53.7802265974,-53.710213284,-53.710213284,-53.8642425735,-53.9902665376,-54.060279851,-131.571155736,-131.606156043,-131.571155736,-131.649156421,-131.746157273,-131.788157642,-131.859158266,-131.964159188,-131.541155472,-131.714156992,-131.965159197,-131.999159496,-132.14316076,-132.06116004,-132.271161885,-132.182161103,-132.49716387,-132.376162807,-131.899158617,-132.586164652,-132.567164485,-131.682156711,-132.691165574,-132.598164757,-132.621164959,-132.761166189,-132.796166497,-132.901167419,-132.901167419,-132.567164485,-132.48116373,-132.621164959,247.099,247.053,247.034,247.073,247.126,247.119,247.143,247.119,247.121,247.017,247.183,247.149,247.248,247.239,247.401,247.397,247.716,247.534,247.46,247.449,247.598,247.169,247.633,247.619,247.584,247.631,247.662,247.704,247.704,247.597,247.537,247.532
FLQS30K1GRWY,-54.8003392676,-54.9413658753,-54.97637248,-54.9053590818,-54.8013394563,-54.8383464385,-54.802339645,-54.9073594593,-54.7323264355,-55.0813922943,-54.7353270016,-54.8403468159,-54.6263064325,-54.5612941666,-54.2142286852,-54.2412337803,-53.5140965901,-53.8991692424,-54.0311941517,-54.2152288739,-53.8631624489,-54.6613130373,-53.7581426347,-53.8201543345,-53.8641626376,-53.856161128,-53.726136596,-53.726136596,-53.716134709,-53.9261743375,-53.996187547,-54.0031888679,-131.471447385,-131.436450727,-131.396454546,-131.543440512,-131.583436693,-131.683427146,-131.754420368,-131.858410439,-131.433451013,-131.618433352,-131.85641063,-131.894407002,-132.038393255,-131.922404329,-132.103387049,-132.073389913,-132.394359268,-132.219375975,-131.863409962,-132.42135669,-132.461352871,-131.583436693,-132.532346093,-132.495349625,-132.458353158,-132.598339792,-132.637336069,-132.743325949,-132.808319744,-132.528346475,-132.388359841,-132.46335268,247.688,247.631,247.611,247.66,247.705,247.707,247.731,247.708,247.708,247.607,247.772,247.739,247.84,247.846,248.003,247.988,248.307,248.138,248.034,248.051,248.187,247.757,248.237,248.209,248.187,248.211,248.265,248.281,248.294,248.174,248.127,248.136
