,Distance_X_LOGO_Battery_Rigth1,Distance_X_LOGO_Battery_Rigth2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Rigth1,Distance_Y_LOGO_Battery_Rigth2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Rigth1,Angle_Battery_Rigth2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2EQUGRX5,-42.9372181176,-43.090008944,-43.0121155815,-43.1139761324,-42.9352208519,-42.9002687021,-42.6026761121,-42.941212649,-42.73149975,-43.1828817993,-43.1579159779,-42.9432099147,-42.6356309962,-42.921239992,-43.1968626592,-43.3027177415,-42.7794341269,-43.0940034754,-42.9012673349,-42.9731689003,-43.3686275098,-43.0940034754,-43.1269583595,-43.1858776978,-43.2258230119,-42.8253712381,-42.9312263205,-43.0750294512,-42.9511989775,-43.1579159779,-43.0240991757,-43.0510622628,-125.340913393,-125.702716858,-125.575785808,-125.528811325,-125.607768435,-125.541804267,-125.66773586,-125.58877875,-125.287942168,-125.775677225,-125.525812954,-125.332917737,-125.281945425,-125.559794495,-125.717708714,-125.2359704,-125.163010032,-125.477839014,-125.391885705,-125.652744003,-125.58178255,-125.490831956,-125.569789065,-125.810658223,-125.714710343,-125.368898192,-125.702716858,-125.483835756,-125.609767349,-125.567790151,-125.267953026,-125.513819469,251.081,251.07,251.084,251.036,251.119,251.125,251.264,251.114,251.158,251.042,251.017,251.078,251.197,251.119,251.028,250.917,251.121,251.037,251.103,251.11,250.939,251.038,251.036,251.046,251.016,251.131,251.134,251.045,251.113,251.023,251.036,251.059
FLQS2DERGRX5,-42.9585628903,-43.2691525887,-43.1218729575,-43.2210612805,-42.9325134318,-42.9024563642,-42.3544158319,-42.8122851614,-42.8563688606,-43.2100403558,-43.2040289423,-43.0817968674,-42.7621900488,-43.0447264841,-43.1058425215,-43.2881887315,-42.9876180557,-43.0667683336,-42.9655762061,-43.0948215967,-43.2801735135,-42.9585628903,-43.0537436043,-43.0878082809,-43.3743523252,-42.9575609881,-42.6259313424,-42.9104715822,-43.0096599052,-43.0978273035,-43.0437245818,-43.1559376341,-124.952643078,-125.031630842,-124.667687222,-124.683684744,-124.821663369,-124.838660736,-124.862657018,-124.590699148,-124.511711385,-125.171609157,-124.744675295,-124.728677774,-124.574701627,-124.640691404,-124.74167576,-124.584700078,-124.701681956,-125.012633785,-124.916648654,-124.934645866,-124.978639051,-124.882653921,-124.727677928,-125.173608847,-124.87465516,-124.781669564,-124.79066817,-124.752674056,-124.905650358,-124.677685673,-124.805665847,-124.928646796,250.942,250.826,250.835,250.796,250.934,250.949,251.177,250.951,250.921,250.87,250.812,250.86,250.969,250.863,250.852,250.755,250.895,250.906,250.934,250.883,250.814,250.932,250.871,250.92,250.761,250.918,251.056,250.934,250.915,250.846,250.887,250.858
FLQS2CKUGRX5,-43.3321385637,-43.9624314917,-43.3561497229,-43.5062194676,-43.1570571948,-43.3181320542,-43.29512136,-43.3381413535,-43.2551027614,-43.4351864551,-43.4722036588,-43.1900725387,-43.153055335,-43.4001701813,-43.2501004366,-43.6452840978,-43.324134844,-43.29512136,-43.3651539076,-43.4311845953,-43.6122687539,-43.0149911698,-43.3101283345,-43.3501469331,-43.5982622444,-43.4051725062,-43.2050795132,-43.4351864551,-43.1200399911,-43.3791604171,-43.3161311243,-43.4401887799,-125.770192882,-125.814188752,-125.439223953,-125.788191193,-125.702199265,-125.572211468,-125.659203302,-125.424225361,-125.546213909,-125.694200016,-125.710198514,-125.309236156,-125.207245731,-125.764193445,-125.485219635,-125.624206587,-125.52521588,-125.589209873,-125.449223014,-125.685200861,-125.671202175,-125.630206024,-125.540214472,-125.672202081,-125.826187626,-125.4142263,-125.488219353,-125.379229585,-125.505217758,-125.527215693,-125.372230242,-125.605208371,250.857,250.607,250.801,250.789,250.919,250.835,250.857,250.806,250.857,250.804,250.792,250.85,250.851,250.829,250.851,250.709,250.826,250.847,250.799,250.805,250.73,250.967,250.834,250.836,250.757,250.778,250.869,250.76,250.907,250.804,250.808,250.79
FLQS2C9EGRX5,-43.3494076255,-43.5133599997,-43.2644323096,-43.4163881686,-43.1984514761,-43.0444961979,-43.0384979403,-43.2794279536,-43.0594918419,-43.4193872974,-43.4193872974,-43.3144177896,-43.0724880666,-43.1774575745,-43.3534064639,-43.470372487,-43.2944235976,-43.3893960095,-43.2134471201,-43.2894250496,-43.5903376388,-43.4843684214,-43.4243858454,-43.2724299864,-43.657318182,-43.3254145951,-43.0754871954,-43.278428244,-43.2154465393,-43.5413518685,-43.23843986,-43.3594047215,-125.215542896,-125.274525723,-124.982610716,-124.99760635,-125.133566764,-125.143563853,-125.136565891,-125.075583646,-124.760675333,-125.250532709,-124.865644771,-124.795665146,-124.83865263,-124.880640405,-125.050590923,-124.835653503,-124.956618283,-125.040593834,-125.004604312,-125.191549882,-125.235537075,-125.206545516,-124.982610716,-125.29651932,-125.365499236,-125.038594416,-125.113572585,-124.961616828,-125.260529798,-125.157559778,-124.946621194,-125.237536493,250.773,250.715,250.775,250.715,250.823,250.888,250.889,250.782,250.828,250.75,250.695,250.728,250.833,250.796,250.748,250.67,250.759,250.732,250.799,250.794,250.678,250.717,250.709,250.816,250.669,250.758,250.871,250.766,250.834,250.687,250.781,250.772
FLQS2C6NGRX5,-43.1132327811,-43.4542029872,-43.1392305094,-43.3362132971,-43.0722363633,-42.9672455374,-42.9862438773,-43.1552291115,-43.1042335674,-43.3252142582,-43.3492121613,-43.1332310336,-42.9992427415,-43.097234179,-43.2812181026,-43.5041986186,-43.1082332179,-43.3012163552,-43.3282139961,-43.2172236944,-43.3862089285,-43.2362220343,-43.3332135592,-43.3202146951,-43.5211971333,-43.1362307715,-43.0582375866,-43.2582201121,-43.2642195879,-43.28021819,-43.218223607,-43.1102330432,-125.951410888,-126.076438098,-125.621339054,-125.887396956,-125.9634135,-126.087440492,-126.155455294,-125.686353203,-125.776372794,-125.875394344,-125.901400004,-125.639342972,-125.866392385,-125.662347979,-125.880395433,-125.914402834,-125.846388032,-125.912402398,-125.901400004,-126.026427214,-126.184461607,-126.21746879,-125.98941916,-126.186462042,-126.190462913,-125.928405881,-126.130449852,-126.029427867,-126.043430914,-125.992419813,-125.895398698,-126.003422207,250.888,250.767,250.832,250.789,250.907,250.967,250.969,250.835,250.868,250.792,250.786,250.837,250.923,250.855,250.811,250.725,250.876,250.807,250.794,250.857,250.81,250.876,250.805,250.837,250.756,250.876,250.936,250.84,250.84,250.827,250.838,250.897
FLQS2BJ4GRX5,-42.9564239494,-43.1294659403,-42.9534232212,-42.9844307456,-42.8744040462,-42.7683783176,-42.7883831721,-42.7133649679,-42.7933843857,-43.1934814746,-42.9774290466,-42.8704030753,-42.7533746768,-43.0234402118,-43.1884802609,-43.2254892417,-43.0104370564,-43.0244404545,-43.1534717657,-43.0684511343,-43.1854795328,-43.0834547751,-42.9994343864,-43.0324423963,-43.1884802609,-42.9394198231,-42.8033868129,-43.0194392409,-43.0544477362,-43.1824788046,-43.1834790473,-42.9124132696,-125.714544612,-125.878549236,-125.516539029,-125.706544387,-125.920550421,-125.847548362,-125.921550449,-125.440536886,-125.41653621,-125.760545909,-125.522539199,-125.352534405,-125.478537958,-125.812547376,-125.740545345,-125.435536745,-125.619541934,-125.786546642,-125.740545345,-125.841548193,-125.766546078,-125.950551267,-125.6325423,-126.010552958,-125.845548306,-125.69354402,-125.985552254,-125.667543287,-125.862548785,-125.695544077,-125.716544669,-125.82654777,250.967,250.919,250.941,250.955,251.029,251.062,251.064,251.028,250.992,250.877,250.932,250.952,251.017,250.953,250.876,250.818,250.932,250.95,250.89,250.939,250.881,250.948,250.938,250.977,250.891,250.971,251.067,250.935,250.948,250.872,250.875,251.001
FLQS224TGRWM,-240.943375218,-243.761458895,-242.466363241,-241.638169024,-240.643224294,-240.776624705,-239.770563274,-241.054542227,-240.148531104,-243.528008177,-241.660402426,-241.032308825,-240.948933569,-240.487590481,-241.449185109,-242.610880353,-241.149034185,-240.96005027,-241.048983877,-240.815533158,-242.45524654,-240.565407388,-241.149034185,-241.677077477,-241.966111701,-240.693249448,-240.620990892,-241.393601604,-241.032308825,-242.505271694,-241.499210263,-241.521443665,-125.716184469,-126.030172442,-125.776182171,-125.592189219,-125.796181405,-125.860178953,-125.797181366,-125.592189219,-125.423195692,-125.832180026,-125.714184546,-125.64018738,-125.62218807,-125.548190904,-125.653186882,-125.627187878,-125.677185963,-125.792181558,-125.784181864,-125.802181175,-125.896177574,-125.865178762,-125.692185388,-126.20016593,-125.90517723,-125.636187533,-125.885177996,-125.733183818,-125.862178877,-125.763182669,-125.663186499,-125.895177613,250.8,250.638,250.697,250.732,250.833,250.833,250.897,250.775,250.817,250.627,250.747,250.783,250.787,250.81,250.754,250.665,250.779,250.81,250.802,250.822,250.715,250.849,250.782,250.814,250.752,250.807,250.847,250.77,250.814,250.692,250.752,250.783
FLQS224LGRWM,-43.2215265628,-43.3762099297,-43.0628513672,-43.2604468938,-43.1147451419,-42.9570679034,-42.7694519488,-43.0897962117,-43.0858043829,-43.3063529253,-43.1716287026,-43.1167410563,-42.9231373584,-43.0249289934,-43.2594489366,-43.3811997157,-43.0289208222,-43.1596532161,-43.183604189,-43.1965776327,-43.4370853192,-43.105763527,-43.1995715043,-43.173624617,-43.470017907,-43.2424836642,-43.1746225742,-43.2025653759,-43.0628513672,-43.4121363891,-43.1476777296,-43.3073508825,-125.564438214,-125.792397254,-125.43746103,-125.628426717,-125.69441486,-125.883380906,-125.521445939,-125.476454024,-125.394468755,-125.735407494,-125.435461389,-125.358475222,-125.390469474,-125.270491032,-125.614429232,-125.52344558,-125.395468575,-125.764402284,-125.621427974,-125.811393841,-125.619428334,-125.708412345,-125.796396535,-126.112339766,-125.86538414,-125.732408033,-125.871383062,-125.857385577,-125.927373001,-125.612429591,-125.75140462,-125.822391864,250.824,250.793,250.871,250.817,250.886,250.976,251.003,250.865,250.855,250.813,250.826,250.837,250.921,250.863,250.815,250.753,250.879,250.877,250.847,250.869,250.743,250.891,250.865,250.92,250.764,250.839,250.886,250.872,250.939,250.753,250.88,250.825
FLQS200ZGRX8,-43.4562125043,-43.5412207448,-43.4362105654,-43.5412207448,-43.2301905945,-43.3812052334,-42.8271515252,-43.257193212,-43.1371815785,-43.407207754,-43.5762241379,-43.4712139585,-43.1631840991,-43.3802051364,-43.313198641,-43.7162377103,-43.3251998044,-43.3962066876,-43.3061979624,-43.4412110501,-43.6682330569,-43.3352007738,-43.4382107593,-43.4672135707,-43.6752337355,-43.4152085295,-43.276195054,-43.4902158005,-43.4162086265,-43.3282000952,-43.4372106624,-43.3932063967,-125.626743778,-125.818792305,-125.363677305,-125.643748074,-125.6347458,-125.753775877,-125.567728866,-125.539721789,-125.20163636,-125.853801151,-125.433694998,-125.433694998,-125.323667195,-125.333669723,-125.431694492,-125.328668459,-125.451699547,-125.639747063,-125.500711932,-125.742773096,-125.739772338,-125.708764503,-125.538721536,-125.971830976,-125.927819855,-125.479706624,-125.731770316,-125.519716734,-125.769779921,-125.526718503,-125.396685646,-125.678756921,250.884,250.876,250.855,250.852,250.977,250.932,251.132,250.953,250.954,250.936,250.808,250.851,250.961,250.874,250.915,250.736,250.913,250.91,250.927,250.906,250.813,250.945,250.879,250.928,250.837,250.88,250.972,250.855,250.92,250.922,250.859,250.917
FLNS2037GRWV,-43.4203869236,-42.0030152202,-43.4393919076,-43.1903265907,-43.1843250168,-43.2163334109,-43.1373126878,-43.4383916453,-43.1673205574,-43.5664252219,-43.5674254842,-43.5034086959,-43.1843250168,-43.4063832512,-43.7124635202,-43.6484467319,-43.4043827265,-43.5464199755,-43.377375644,-43.516412106,-43.6484467319,-43.0903003589,-43.6004341407,-43.6334427971,-43.7484729636,-43.4253882352,-43.1743223936,-43.4393919076,-43.5524215495,-43.4683995148,-43.5754275827,-43.4633982032,-124.90956492,-125.023528028,-124.779606989,-124.843586278,-124.973544209,-125.092505699,-124.988539355,-124.84858466,-124.719626406,-125.147487901,-124.791603106,-124.777607636,-124.734621552,-124.741619286,-124.851583689,-124.813595986,-124.805598575,-125.044521233,-124.915562978,-125.095504728,-125.023528028,-125.047520262,-124.897568803,-125.219464601,-125.367416707,-124.940554888,-125.014530941,-124.867578512,-125.120496638,-124.889571392,-124.864579482,-125.027526734,250.586,251.184,250.56,250.671,250.692,250.696,250.714,250.571,250.663,250.561,250.51,250.534,250.659,250.569,250.459,250.48,250.578,250.554,250.605,250.574,250.51,250.741,250.511,250.543,250.518,250.589,250.702,250.573,250.563,250.564,250.517,250.586
