,Distance_X_LOGO_Earphone_LD1,Distance_X_LOGO_Earphone_LD2,Distance_X_LOGO_Earphone_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_LD1,Distance_Y_LOGO_Earphone_LD2,Distance_Y_LOGO_Earphone_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_LD1,Angle_Earphone_LD2,Angle_Earphone_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30PHGRWY,-29.6799191322,-29.6439070968,-29.6579117772,-29.7989589157,-29.6929234783,-29.6929234783,-29.726934845,-29.726934845,-29.6949241469,-29.7299358479,-29.8319699481,-29.8669816491,-29.6589121116,-29.5878883752,-29.5168646388,-29.6229000762,-29.6229000762,-29.7279351793,-29.6979251498,-29.5878883752,-29.6459077655,-29.6239004105,-29.6229000762,-29.6929234783,-29.6229000762,-29.5878883752,-29.6249007448,-29.6239004105,-29.6229000762,-29.5868880409,-29.7629468803,-29.6239004105,138.885971606,138.869967346,139.166046163,139.061018204,139.031010216,138.9869985,139.100028589,139.096027524,139.033010748,139.133037376,139.09702779,139.234064269,139.05401634,139.083024062,138.837958825,139.022007819,139.06201847,139.06201847,138.983997701,138.981997169,138.710925009,139.157043766,139.056016873,139.093026725,139.06201847,139.006003559,139.018006754,138.988999032,139.06201847,138.923981725,139.091026192,139.08902566,101.995,101.982,101.963,102.027,101.987,101.991,101.995,101.996,101.988,101.993,102.037,102.039,101.972,101.942,101.934,101.961,101.957,101.999,101.994,101.95,101.996,101.95,101.958,101.982,101.957,101.948,101.962,101.964,101.957,101.955,102.01,101.956
FLQS30NWGRWV,-29.6238710893,-29.5558874494,-29.6058754199,-29.7128496768,-29.6408669992,-29.6418667586,-29.6758585786,-29.6418667586,-29.6078749387,-29.6428665181,-29.7448419779,-29.7818330761,-29.6058754199,-29.5368920206,-29.4339168013,-29.53789178,-29.5728833593,-29.6418667586,-29.5728833593,-29.5019004412,-29.5528881711,-29.5368920206,-29.5368920206,-29.6068751793,-29.5728833593,-29.5019004412,-29.5398912988,-29.53789178,-29.5728833593,-29.5019004412,-29.6778580974,-29.5718835999,138.934295861,138.80229463,139.137297755,139.092297335,139.061297046,139.029296747,139.097297381,139.063297064,139.065297083,139.0992974,139.097297381,139.23329865,138.956296066,139.089297307,138.811294714,138.994296421,139.028296738,138.990296383,139.023296691,138.990296383,138.762294257,139.131297699,139.062297055,139.127297661,139.028296738,139.058297018,139.022296682,139.027296729,139.028296738,138.957296076,139.093297344,139.02529671,102.149,102.133,102.125,102.171,102.145,102.148,102.156,102.145,102.132,102.143,102.183,102.186,102.14,102.102,102.084,102.11,102.121,102.151,102.121,102.096,102.135,102.098,102.104,102.126,102.121,102.09,102.108,102.107,102.121,102.099,102.157,102.121
FLQS30MRGRWY,-29.6670331191,-29.5958506869,-29.6499894382,-29.7552592323,-29.6840768001,-29.718164162,-29.718164162,-29.6840768001,-29.6499894382,-29.686081939,-29.7893465942,-29.8234339561,-29.6489868687,-29.5778044365,-29.4735372119,-29.5808121449,-29.6138969373,-29.718164162,-29.6148995068,-29.5196554074,-29.5958506869,-29.5798095754,-29.5798095754,-29.6479842992,-29.6138969373,-29.5898352701,-29.5808121449,-29.5818147144,-29.6138969373,-29.5778044365,-29.7532540933,-29.6128943679,138.854036097,138.727046124,139.068019201,139.068019201,138.957027965,138.885033649,139.101016596,138.988025517,138.99102528,139.024022675,139.021022912,139.132014148,138.923030649,139.016023307,138.744044782,138.95202836,138.990025359,138.913031439,138.948028675,138.775042334,138.649052283,139.056020148,138.989025438,139.054020306,138.990025359,138.775042334,138.947028754,138.955028123,138.990025359,138.850036413,138.982025991,139.061019754,101.889,101.872,101.864,101.906,101.887,101.906,101.888,101.884,101.871,101.882,101.923,101.927,101.876,101.84,101.822,101.847,101.856,101.904,101.86,101.838,101.878,101.838,101.843,101.865,101.856,101.865,101.847,101.847,101.856,101.854,101.912,101.85
FLQS30MKGRWV,-29.6233960293,-29.5093983536,-29.562397273,-29.6693950915,-29.5953966002,-29.5783969468,-29.6323958458,-29.5963965798,-29.5633972526,-29.5973965594,-29.7033943983,-29.7353937459,-29.562397273,-29.4903987409,-29.3874008409,-29.4943986594,-29.526398007,-29.5973965594,-29.5273979866,-29.4573994137,-29.5113983128,-29.4923987001,-29.4923987001,-29.5613972934,-29.526398007,-29.4543994749,-29.4923987001,-29.4933986798,-29.526398007,-29.4573994137,-29.6333958255,-29.5273979866,138.903799722,138.88579923,139.21480823,139.081804591,139.0748044,138.800796904,139.179807272,139.110805385,139.045803606,139.117805576,139.179807272,139.223808476,139.010802649,139.106805275,138.859798518,139.04080347,139.077804482,139.107805303,139.037803388,139.007802567,138.740795263,139.21080812,139.107805303,139.143806287,139.077804482,139.138806151,139.009802622,139.072804345,139.077804482,139.041803497,139.080804564,139.10880533,102.212,102.169,102.162,102.215,102.187,102.203,102.192,102.184,102.177,102.184,102.22,102.229,102.179,102.143,102.123,102.149,102.159,102.185,102.163,102.138,102.182,102.135,102.143,102.167,102.159,102.126,102.152,102.146,102.159,102.135,102.201,102.157
FLQS30MJGRWV,-29.617317031,-29.5031153012,-29.5862621747,-29.6914479784,-29.6253311875,-29.6273347266,-29.6654019699,-29.6253311875,-29.592272792,-29.6273347266,-29.7315187608,-29.7305169913,-29.5862621747,-29.5191436142,-29.4179648887,-29.5221489229,-29.5952781007,-29.6253311875,-29.5512002401,-29.4860852187,-29.5411825445,-29.5221489229,-29.5201453837,-29.5862621747,-29.5952781007,-29.4850834492,-29.5231506924,-29.5251542315,-29.5952781007,-29.4810763709,-29.6984603654,-29.5562090879,138.704085479,138.683082134,138.878113188,138.808102041,138.875112711,138.803101245,139.115150931,138.906117648,138.944123699,138.942123381,139.058141854,139.120151728,138.738090893,138.971127999,138.70208516,138.874112551,138.906117648,138.867111437,138.738090893,138.868111596,138.60907035,139.014134847,138.944123699,138.843107615,138.906117648,138.934122107,138.871112074,138.987130547,138.906117648,138.703085319,138.940123062,138.908117966,101.894,101.851,101.868,101.915,101.883,101.89,101.879,101.88,101.864,101.878,101.909,101.904,101.879,101.833,101.816,101.843,101.869,101.884,101.865,101.829,101.872,101.831,101.836,101.87,101.869,101.823,101.843,101.834,101.869,101.841,101.907,101.853
FLQS30MEGRWV,-29.4426149427,-29.4077892745,-29.4197295036,-29.5271915656,-29.4555501909,-29.4575402291,-29.4913708782,-29.45654521,-29.4227145609,-29.4555501909,-29.5600271956,-29.5948528638,-29.4207245227,-29.3500781671,-29.2475912006,-29.3849038354,-29.3868938735,-29.4555501909,-29.3868938735,-29.3500781671,-29.4097793127,-29.3500781671,-29.3510731862,-29.4217195418,-29.3868938735,-29.3152524989,-29.3520682053,-29.3520682053,-29.3868938735,-29.3152524989,-29.4893808401,-29.3849038354,138.94571206,138.845700751,139.189739655,139.149735131,139.087728119,139.015719977,139.186739315,139.122732077,139.124732304,139.219743048,139.182738863,139.287750738,139.11373106,139.142734339,138.863702786,139.045723369,139.147734905,139.146734792,139.148735018,139.038722578,138.805696227,139.216742708,139.115731286,139.183738976,139.147734905,139.136733661,139.011719524,139.081727441,139.147734905,139.045723369,139.180738637,139.147734905,101.882,101.877,101.853,101.899,101.876,101.882,101.881,101.873,101.859,101.864,101.909,101.914,101.859,101.829,101.812,101.851,101.843,101.87,101.843,101.838,101.881,101.823,101.832,101.854,101.843,101.816,101.841,101.835,101.843,101.823,101.881,101.843
FLQS30LFGRWY,-29.6285408251,-29.5150367706,-29.5697974987,-29.6733450572,-29.6026539355,-29.6056408843,-29.6384973212,-29.6036495851,-29.5688018491,-29.6036495851,-29.7081927932,-29.7420448797,-29.6046452347,-29.5001020266,-29.3935675193,-29.5001020266,-29.5349497627,-29.6026539355,-29.5349497627,-29.4662499402,-29.5160324202,-29.5001020266,-29.5001020266,-29.5678061995,-29.5349497627,-29.4981107274,-29.5010976762,-29.5010976762,-29.5349497627,-29.499106377,-29.6404886204,-29.5349497627,138.819264664,138.770253273,139.063321389,139.02331209,138.992304883,138.89028117,139.094328595,138.962297909,139.02731302,139.091327898,139.062321156,139.168345799,138.959297211,139.024312322,138.778255133,138.988303953,139.022311857,138.989304185,138.952295584,138.88628024,138.693235372,139.063321389,139.024312322,139.093328363,139.022311857,139.052318831,138.985303256,138.989304185,139.022311857,138.88628024,138.952295584,139.056319761,102.056,102.015,102.012,102.056,102.031,102.041,102.037,102.034,102.015,102.023,102.067,102.071,102.034,101.988,101.966,101.991,102.002,102.031,102.008,101.986,102.022,101.985,101.988,102.009,102.002,101.985,101.991,101.991,102.002,101.999,102.049,101.999
FLQS30KNGRWV,-29.7160912348,-29.6479465545,-29.6980529371,-29.8403550635,-29.7331274049,-29.7692040003,-29.7682018726,-29.7341295325,-29.70105932,-29.7351316602,-29.8393529359,-29.8744274036,-29.6990550647,-29.6289061292,-29.5597593212,-29.6669869799,-29.6649827246,-29.7692040003,-29.7000571924,-29.5928295337,-29.6479465545,-29.6659848522,-29.6659848522,-29.6980529371,-29.6649827246,-29.6279040015,-29.6689912352,-29.6659848522,-29.6649827246,-29.6319125121,-29.8062827234,-29.6649827246,138.964289417,138.796310825,139.163264058,139.053278076,139.031280879,138.983286996,139.123269155,139.090273361,139.038279987,139.123269155,139.096272596,139.229255648,139.057277566,139.056277693,138.844304709,139.019282408,139.061277056,139.089273488,138.982287123,139.015282918,138.72032051,139.192260363,139.122269283,139.123269155,139.061277056,139.079274762,139.020282281,139.054277948,139.061277056,139.023281898,139.021282153,139.087273743,102.034,102.022,102.01,102.076,102.035,102.054,102.041,102.031,102.022,102.028,102.072,102.074,102.02,101.992,101.983,102.01,102.006,102.045,102.027,101.981,102.028,101.995,102.001,102.014,102.006,101.99,102.011,102.007,102.006,101.996,102.065,102.004
FLQS30K5GRWY,-29.5501345744,-29.4441376787,-29.4931362437,-29.5991331394,-29.5261352773,-29.5631341937,-29.5611342523,-29.5251353066,-29.4931362437,-29.527135248,-29.6331321437,-29.6681311187,-29.492136273,-29.4601372102,-29.3201413102,-29.4591372394,-29.4581372687,-29.562134223,-29.492136273,-29.387139348,-29.485136478,-29.4581372687,-29.4581372687,-29.492136273,-29.4581372687,-29.3881393187,-29.4581372687,-29.4251382352,-29.4581372687,-29.4201383816,-29.5641341644,-29.4591372394,139.087575454,138.873522243,139.278622946,139.146590125,139.170596092,139.065569984,139.241613746,139.204604546,139.205604795,139.244614492,139.240613498,139.321633638,139.132586644,139.128585649,138.923534676,139.067570481,139.137587887,139.17259659,139.095577444,139.130586146,138.829511303,139.203604298,139.13558739,139.208605541,139.137587887,139.162594103,139.096577692,139.13558739,139.137587887,139.06857073,139.177597833,139.167595346,101.985,101.961,101.947,102.0,101.969,101.992,101.977,101.966,101.953,101.963,102.005,102.012,101.959,101.946,101.908,101.951,101.945,101.983,101.962,101.917,101.981,101.939,101.945,101.952,101.945,101.915,101.948,101.932,101.945,101.936,101.983,101.943
FLQS30K3GRWY,-29.6019114428,-29.5288746518,-29.6229220265,-29.6869542816,-29.657939666,-29.6509361381,-29.6509361381,-29.6159184986,-29.5819013631,-29.6169190026,-29.7219719212,-29.7549885527,-29.6229220265,-29.51086558,-29.441830805,-29.5478842275,-29.5468837236,-29.6489351302,-29.5809008591,-29.511866084,-29.5268736438,-29.5478842275,-29.5528867475,-29.6149179946,-29.5468837236,-29.4738469326,-29.5478842275,-29.5528867475,-29.5468837236,-29.4768484445,-29.6499356341,-29.587904387,138.877240358,138.757242742,138.850240894,139.012237675,138.885240199,138.904239821,139.115235629,139.043237059,139.04523702,139.079236344,139.077236384,139.185234238,138.850240894,139.005237815,138.791242067,138.939239126,139.009237735,138.97023851,138.939239126,138.933239245,138.749242901,139.114235649,138.920239504,139.077236384,139.009237735,139.035237218,138.937239166,138.885240199,139.009237735,138.977238371,139.009237735,138.920239504,101.926,101.908,101.937,101.948,101.948,101.943,101.926,101.918,101.904,101.915,101.957,101.961,101.937,101.879,101.87,101.9,101.893,101.937,101.913,101.886,101.907,101.885,101.903,101.915,101.893,101.863,101.9,101.906,101.893,101.869,101.934,101.917
FLQS30K1GRWY,-29.2839907484,-29.2570055009,-29.2660005834,-29.371942666,-29.2999820061,-29.3009814597,-29.3349628824,-29.335962336,-29.267000037,-29.3019809133,-29.4059240887,-29.4419044186,-29.267000037,-29.1960388308,-29.1320737998,-29.2430131504,-29.2310197071,-29.2999820061,-29.2310197071,-29.1990371916,-29.2580049545,-29.2330186143,-29.2320191607,-29.312974903,-29.2310197071,-29.1600585008,-29.2430131504,-29.2340180679,-29.2310197071,-29.162057408,-29.335962336,-29.2320191607,138.876652301,138.777659677,139.079637177,139.041640008,139.007642541,138.935647905,139.077637326,139.006642615,139.074637549,139.112634718,139.077637326,139.184629354,138.972645149,139.033640604,138.745662061,138.835655356,139.037640306,139.006642615,138.966645596,138.929648352,138.624671076,139.073637624,139.03664038,138.940647533,139.037640306,139.06563822,138.835655356,138.96564567,139.037640306,138.936647831,139.039640157,139.113634643,101.905,101.902,101.881,101.926,101.9,101.906,101.908,101.914,101.881,101.892,101.936,101.941,101.89,101.857,101.855,101.892,101.87,101.9,101.876,101.867,101.915,101.868,101.871,101.911,101.87,101.84,101.892,101.877,101.87,101.851,101.911,101.864
FLQS30JCGRWV,-29.216669179,-29.1446453429,-29.1966625579,-29.2996966567,-29.2286731517,-29.268686394,-29.2646850698,-29.2296734828,-29.1966625579,-29.2306738138,-29.3347082437,-29.3687194997,-29.2326744759,-29.1256390528,-29.022604954,-29.1266393839,-29.1596503088,-29.2306738138,-29.1596503088,-29.0906274659,-29.146646005,-29.1256390528,-29.1246387218,-29.1956622268,-29.1596503088,-29.0886268037,-29.1256390528,-29.1266393839,-29.1596503088,-29.0896271348,-29.2676860629,-29.1606506398,138.853598184,138.794614921,139.091530667,139.021550525,138.990559319,138.914580879,139.058540028,139.050542298,139.050542298,139.058540028,139.125521021,139.160511092,138.915580595,139.01455251,138.771621446,138.981561872,139.020550808,139.01455251,138.950570666,138.947571517,138.68364641,139.122521872,139.021550525,139.087531801,139.020550808,139.043544284,138.951570383,138.984561021,139.020550808,138.947571517,138.983561305,139.019551092,101.947,101.923,101.919,101.966,101.94,101.962,101.949,101.936,101.923,101.935,101.971,101.981,101.948,101.897,101.877,101.901,101.911,101.939,101.916,101.889,101.933,101.889,101.897,101.919,101.911,101.881,101.903,101.9,101.911,101.889,101.956,101.911
FLQS30J0GRWV,-29.0094515776,-28.9364529576,-28.9874519935,-29.0944499707,-29.0234513129,-29.0254512751,-29.0574506702,-29.0214513507,-28.9894519557,-29.024451294,-29.1264493657,-29.1624486852,-28.9894519557,-28.9184532979,-28.8134552829,-28.919453279,-28.9544526173,-29.0204513696,-28.9534526362,-28.8834539596,-28.940452882,-28.919453279,-28.919453279,-28.9894519557,-28.9544526173,-28.8824539785,-28.919453279,-28.919453279,-28.9544526173,-28.8834539596,-29.0594506323,-28.9554525984,138.922278013,138.864274557,139.162292315,139.117289633,139.084287667,139.053285819,139.12429005,139.088287905,139.090288024,139.095288322,139.091288084,139.260298155,139.049285581,139.154291838,138.834272769,139.020283853,139.086287786,139.055285939,139.048285521,139.017283674,138.713265558,139.158292076,139.121289872,139.151291659,139.086287786,139.151291659,139.018283734,139.016283615,139.086287786,138.984281708,139.089287965,139.154291838,101.693,101.669,101.664,101.71,101.685,101.688,101.695,101.684,101.671,101.684,101.725,101.725,101.674,101.638,101.623,101.649,101.657,101.686,101.66,101.635,101.683,101.638,101.641,101.666,101.657,101.624,101.649,101.649,101.657,101.638,101.699,101.652
FLQS30HZGRWY,-29.6368874181,-29.570894349,-29.6178894134,-29.721878492,-29.6528857379,-29.6538856329,-29.6868821675,-29.6518858429,-29.6198892033,-29.6528857379,-29.7578747116,-29.7928710361,-29.6188893084,-29.5488966593,-29.4449075806,-29.5488966593,-29.5848928788,-29.6528857379,-29.5838929838,-29.5049012798,-29.566894769,-29.5488966593,-29.5488966593,-29.6178894134,-29.5848928788,-29.5129004397,-29.5488966593,-29.5488966593,-29.5848928788,-29.5129004397,-29.6898818524,-29.5838929838,138.975998896,138.803030012,139.14896778,139.136969938,139.039987385,138.999994579,139.175962923,139.133970478,139.174963103,139.172963463,139.172963463,139.248949793,139.066982528,139.090978212,138.848021918,139.034988284,139.101976233,139.035988104,139.062983248,138.888014724,138.804029832,139.171963643,139.099976593,139.168964182,139.101976233,139.090978212,138.999994579,139.066982528,139.101976233,139.032988644,139.103975873,139.103975873,102.064,102.052,102.041,102.084,102.065,102.069,102.066,102.056,102.04,102.053,102.095,102.102,102.049,102.019,101.999,102.024,102.032,102.065,102.035,102.019,102.05,102.012,102.019,102.04,102.032,102.005,102.027,102.021,102.032,102.01,102.074,102.032
FLQS30H6GRWV,-29.5287372867,-29.4558539414,-29.5097676489,-29.6145998579,-29.5417165126,-29.5437133166,-29.5776589843,-29.5417165126,-29.5087692469,-29.5437133166,-29.6485455256,-29.6824911933,-29.5077708449,-29.4378827055,-29.3320520945,-29.4388811075,-29.4738251772,-29.5417165126,-29.4728267752,-29.4049354398,-29.4568523434,-29.4388811075,-29.4388811075,-29.5077708449,-29.4738251772,-29.4009418319,-29.4398795095,-29.4388811075,-29.4738251772,-29.4019402338,-29.5786573863,-29.4738251772,138.909063719,138.816062338,139.18506782,139.08006626,139.079066245,138.978064744,139.179067731,139.108066676,139.052065844,139.144067211,139.143067196,139.247068741,139.015065294,139.102066587,138.863063036,139.0760662,139.079066245,139.073066156,139.007065175,138.969064611,138.742061238,139.107066661,139.109066691,139.145067225,139.079066245,139.068066082,139.037065621,139.073066156,139.079066245,138.979064759,139.0760662,139.110066705,102.151,102.13,102.12,102.17,102.142,102.151,102.148,102.139,102.131,102.137,102.178,102.183,102.134,102.099,102.077,102.102,102.115,102.142,102.121,102.097,102.136,102.099,102.099,102.123,102.115,102.087,102.105,102.102,102.115,102.095,102.156,102.112
FLQS30GQGRWV,-2072.06605649,-2066.44975005,-2070.10034924,-2077.54195527,-2072.5574833,-2072.62768713,-2075.0848212,-2072.41707564,-2070.10034924,-2072.5574833,-2079.99908933,-2082.52642723,-2070.17055307,-2065.11587727,-2060.48242446,-2065.25628493,-2070.2407569,-2072.62768713,-2067.78362283,-2062.58853938,-2066.8007692,-2065.25628493,-2065.25628493,-2070.17055307,-2070.2407569,-2062.51833555,-2065.25628493,-2065.1860811,-2070.2407569,-2062.72894704,-2075.0848212,-2067.713419,138.835181331,138.800171703,139.16527211,139.095252854,139.030234974,138.98822342,139.16527211,139.179275962,139.029234698,139.167272661,139.097253404,139.233290816,139.055241851,139.081249003,138.824178305,138.98822342,139.053241301,139.094252579,139.048239925,139.0452391,138.673136767,139.15726991,139.119259456,139.156269635,139.053241301,139.078248178,138.98622287,138.982221769,139.053241301,139.019231948,139.058242676,139.114258081,101.997,101.968,101.958,102.006,101.983,101.987,101.986,101.97,101.97,101.972,102.02,102.023,101.968,101.937,101.933,101.946,101.968,101.979,101.955,101.926,101.981,101.932,101.935,101.959,101.968,101.923,101.946,101.946,101.968,101.929,101.995,101.949
FLQS30GCGRWY,-29.5324486338,-29.4654135672,-29.5504580546,-29.6234962614,-29.5524591014,-29.5874774197,-29.5874774197,-29.5504580546,-29.517440783,-29.5524591014,-29.656513533,-29.6935328981,-29.5184413064,-29.4484046698,-29.341348668,-29.5244444467,-29.4834229881,-29.5524591014,-29.4834229881,-29.4133863514,-29.4654135672,-29.4494051931,-29.4494051931,-29.5164402597,-29.4834229881,-29.4123858281,-29.4494051931,-29.4494051931,-29.4834229881,-29.4133863514,-29.5884779431,-29.4824224647,139.02995721,138.851907319,139.159993647,139.145989723,139.084972626,138.978942915,139.178998972,139.141988602,139.144989443,139.180999533,139.178998972,139.285028683,139.071968982,139.103977951,138.88891769,139.005950483,139.111980193,139.082972065,139.067967861,139.003949922,138.770884616,139.141988602,139.139988041,139.174997851,139.111980193,139.025956089,139.039960013,139.040960293,139.111980193,139.037959452,139.113980754,139.108979352,102.013,102.001,102.009,102.039,102.016,102.039,102.022,102.01,101.997,102.008,102.049,102.055,102.003,101.973,101.949,102.011,101.986,102.016,101.99,101.968,102.008,101.97,101.971,101.994,101.986,101.966,101.979,101.979,101.986,101.965,102.028,101.986
FLQS30G5GRWY,-29.3756164532,-29.299632965,-29.3516216674,-29.4555990723,-29.3846144978,-29.4316042866,-29.4196068937,-29.4316042866,-29.3496221019,-29.3846144978,-29.4885919027,-29.5265836468,-29.3516216674,-29.2786375274,-29.1746601225,-29.2816368757,-29.3146297061,-29.3846144978,-29.3616194948,-29.245644697,-29.3006327477,-29.3266270989,-29.3266270989,-29.3476225365,-29.3146297061,-29.2416455661,-29.3266270989,-29.3266270989,-29.3146297061,-29.2216499113,-29.3966118907,-29.3156294888,138.99796081,138.960955496,139.298003898,139.224993413,139.261998727,138.973957363,139.292003036,139.148982497,139.254997722,139.261998727,139.257998153,139.399018404,139.17998695,139.16898537,138.920949751,139.143981779,139.214991977,139.219992695,139.00896239,139.138981061,138.872942857,139.148982497,139.218992551,139.251997291,139.214991977,139.197989535,139.078972444,139.11397747,139.214991977,138.973957363,139.078972444,139.213991833,101.883,101.856,101.848,101.895,101.864,101.907,101.876,101.892,101.851,101.864,101.906,101.909,101.858,101.83,101.81,101.833,101.841,101.868,101.876,101.82,101.864,101.851,101.845,101.851,101.841,101.813,101.857,101.854,101.841,101.824,101.884,101.841
FLQS30E9GRWY,-29.3040537822,-29.2750517496,-29.268051259,-29.4430635247,-29.3170546934,-29.3180547635,-29.3510570764,-29.3150545532,-29.2820522402,-29.3170546934,-29.4210619828,-29.457064506,-29.268051259,-29.2120473339,-29.1120403249,-29.2150475442,-29.2470497871,-29.3160546233,-29.2470497871,-29.1630438995,-29.2310486656,-29.2120473339,-29.2110472638,-29.2810521701,-29.2470497871,-29.1770448807,-29.213047404,-29.2150475442,-29.2470497871,-29.1630438995,-29.3510570764,-29.2330488058,138.953798254,138.819797485,139.124799237,139.054798835,139.122799225,139.011798588,139.188799604,139.119799208,139.12179922,139.158799432,139.153799403,139.26280003,138.984798432,139.152799398,138.86779776,139.122799225,139.148799375,139.117799197,139.0487988,138.91479803,138.827797531,139.221799794,139.119799208,139.185799587,139.148799375,139.151799392,139.078798972,139.155799415,139.148799375,138.949798231,139.119799208,139.054798835,101.924,101.923,101.895,101.97,101.915,101.924,101.923,101.914,101.901,101.912,101.953,101.958,101.907,101.871,101.855,101.874,101.885,101.915,101.893,101.871,101.905,101.865,101.873,101.895,101.885,101.857,101.877,101.872,101.885,101.868,101.928,101.887
FLQS30DZGRWV,-29.319377382,-29.2453663321,-29.2973740969,-29.4043900744,-29.3643841015,-29.3653842508,-29.3673845494,-29.3313791738,-29.2973740969,-29.3313791738,-29.4363948527,-29.471400079,-29.3293788752,-29.2283637936,-29.1243482641,-29.2273636443,-29.260368572,-29.3313791738,-29.2933734996,-29.1913582687,-29.2463664814,-29.226363495,-29.2253633457,-29.2943736489,-29.260368572,-29.1893579701,-29.2283637936,-29.226363495,-29.260368572,-29.192358418,-29.3653842508,-29.2613687213,139.011961811,138.888952111,139.250980658,139.211977583,139.111969697,139.040964098,139.245980264,139.176974823,139.177974902,139.212977662,139.180975138,139.315985784,139.076966937,139.173974586,138.926955107,139.106969302,139.144972299,139.110969618,139.0739667,139.101968908,138.804945486,139.212977662,139.142972141,139.211977583,139.144972299,139.166974034,139.101968908,139.109969539,139.144972299,139.106969302,139.145972378,139.14397222,102.099,102.08,102.07,102.116,102.108,102.115,102.098,102.09,102.076,102.087,102.131,102.133,102.098,102.05,102.029,102.055,102.065,102.096,102.084,102.041,102.088,102.045,102.051,102.073,102.065,102.035,102.056,102.054,102.065,102.041,102.106,102.065
FLQS30D5GRWQ,-29.7877394804,-29.7207355677,-29.7707384876,-29.9117467219,-29.8047404732,-29.80674059,-29.841742634,-29.80674059,-29.7727386044,-29.8087407068,-29.9477488243,-29.9457487075,-29.7707384876,-29.7037345749,-29.598728443,-29.7017344581,-29.7367365021,-29.80674059,-29.7367365021,-29.6687325309,-29.7167353341,-29.7007343997,-29.7017344581,-29.771738546,-29.7367365021,-29.6647322973,-29.7017344581,-29.7027345165,-29.7367365021,-29.6657323557,-29.8437427508,-29.7377365605,138.945139668,138.813128134,139.148157406,139.110154086,139.118154785,139.003144736,139.082151639,139.07415094,139.077151202,139.110154086,139.039147882,139.247166056,139.038147794,139.044148319,138.831129707,139.007145086,139.07415094,139.008145173,139.004144824,138.97514229,138.772124552,139.17715994,139.077151202,139.141156794,139.07415094,139.100153212,139.035147532,139.109153998,139.07415094,138.970141853,139.076151115,139.045148406,102.145,102.13,102.121,102.18,102.138,102.148,102.155,102.142,102.128,102.14,102.2,102.182,102.131,102.104,102.08,102.106,102.114,102.147,102.12,102.096,102.132,102.091,102.1,102.122,102.114,102.084,102.104,102.098,102.114,102.095,102.156,102.117
FLQS30CMGRWQ,-29.7206618175,-29.6497151413,-29.733652054,-29.8405716927,-29.7696250165,-29.7716235144,-29.8026002322,-29.7766197592,-29.7006768383,-29.732652805,-29.8385731948,-29.8755454063,-29.7416460456,-29.6277316642,-29.5108195359,-29.6716986184,-29.6637046268,-29.731653556,-29.7006768383,-29.706672332,-29.6906843487,-29.6716986184,-29.6657031247,-29.6986783404,-29.6637046268,-29.5937571996,-29.6657031247,-29.7416460456,-29.6637046268,-29.6307294111,-29.8115934728,-29.6647038757,138.958766804,138.825734477,139.116805207,139.080796457,139.04578795,139.006778471,139.115804964,139.004777985,139.158815416,139.084797429,139.120806179,139.258839721,138.864743957,139.110803749,138.774722081,138.934760971,139.0817967,139.047788436,139.043787464,138.864743957,138.823733991,139.004777985,139.047788436,139.149813228,139.0817967,139.112804235,139.011779686,138.969769478,139.0817967,138.942762915,139.004777985,139.0817967,102.266,102.25,102.258,102.303,102.278,102.282,102.285,102.284,102.241,102.26,102.299,102.302,102.282,102.217,102.199,102.249,102.233,102.263,102.251,102.269,102.266,102.243,102.237,102.241,102.233,102.203,102.24,102.273,102.233,102.232,102.298,102.234
