,Distance_X_LOGO_MainBoard_RU1,Distance_X_LOGO_MainBoard_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RU1,Distance_Y_LOGO_MainBoard_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RU1,Angle_MainBoard_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-65.8277948437,-65.6587028975,-65.7927758016,-65.5446408745,-65.4185723229,-65.5536457711,-65.4846082309,-65.5886648132,-65.5906659013,-65.551644683,-65.7397469664,-65.5606495795,-65.5446408745,-65.6537001772,-65.8928302077,-65.4836076868,-65.8367997403,-65.6276860316,-65.5166256408,-65.6276860316,-65.5206278171,-65.5016174799,-65.519627273,-65.3775500164,-65.8548095334,-65.5466419627,-65.6577023534,-65.7937763457,-65.7487518629,-65.5726561082,-65.8378002843,-65.5716555642,131.344773466,131.160763976,131.307771557,131.171764543,131.166764286,131.022756859,131.168764389,131.023756911,131.064759025,130.928752011,131.18876542,131.138762842,131.171764543,131.064759025,131.235767844,131.096760676,131.109761346,131.178764904,131.025757014,131.136762738,130.928752011,131.201766091,131.095760624,130.993755364,131.167764337,131.059758767,130.820746441,131.273769804,131.094760572,131.202766142,131.149763409,131.233767741,116.581,116.555,116.576,116.513,116.47,116.542,116.492,116.554,116.548,116.558,116.578,116.524,116.513,116.57,116.623,116.505,116.626,116.54,116.529,116.548,116.547,116.492,116.517,116.485,116.622,116.533,116.614,116.582,116.598,116.517,116.619,116.511
FLQS300LGRWM,-65.8886520748,-65.7426018637,-65.8486383183,-65.6065550918,-65.5145234519,-65.6405667847,-65.5705427109,-65.6705771021,-65.6725777899,-65.6055547478,-65.7906183715,-65.6105564674,-65.6065550918,-65.7075898268,-65.9776826829,-65.5705427109,-65.8916531065,-65.6795801973,-65.6065550918,-65.6795801973,-65.5745440866,-65.569542367,-65.6075554357,-65.4735093515,-65.9136606726,-65.6055547478,-65.7035884512,-65.8446369427,-65.7696111493,-65.6295630017,-65.9226637678,-65.6275623139,131.328955595,131.116941137,131.255950616,131.119941342,131.108940591,130.975931521,131.117941205,130.978931726,131.011933976,130.90992702,131.13194216,131.121941478,131.119941342,131.012934045,131.182945638,131.047936431,131.094939637,131.127941887,130.975931521,131.121941478,130.90992702,131.150943456,131.047936431,130.942929271,131.155943797,131.012934045,130.767917336,131.222948366,131.084938955,131.147943251,131.062937454,131.186945911,116.442,116.429,116.441,116.38,116.35,116.418,116.368,116.427,116.422,116.417,116.443,116.381,116.38,116.434,116.499,116.38,116.484,116.404,116.406,116.405,116.406,116.362,116.393,116.365,116.481,116.399,116.476,116.446,116.444,116.384,116.501,116.376
FLQS3009GRWQ,-66.162840985,-66.0268186973,-66.1278352492,-65.8827950986,-65.7987813327,-65.9218014899,-65.8487895267,-65.9578073896,-65.9558070618,-65.8917965735,-66.0698257441,-65.9338034565,-65.8827950986,-65.9918129615,-66.2558562258,-65.8477893628,-66.2028475402,-65.9678090284,-65.8867957541,-65.9658087006,-65.8987977207,-65.8497896905,-65.8837952625,-65.7557742858,-66.187845082,-65.8817949347,-65.9898126337,-66.1568400017,-66.120834102,-65.9418047675,-66.1688419682,-65.9077991956,131.236147791,131.054183636,131.199155078,131.06218206,131.05218403,130.919210224,131.060182454,130.919210224,130.959202346,130.85222342,131.076179303,131.028188756,131.06218206,130.955203134,131.126169455,130.989196438,131.043185802,131.031188166,130.919210224,131.027188953,130.819229919,131.090176545,130.987196831,130.880217905,131.058182848,130.953203528,130.718249811,131.162162365,130.985197225,131.088176939,131.038186787,131.127169258,116.845,116.83,116.839,116.778,116.75,116.817,116.767,116.829,116.822,116.818,116.841,116.802,116.778,116.835,116.897,116.779,116.893,116.813,116.804,116.813,116.826,116.761,116.792,116.765,116.885,116.797,116.876,116.856,116.875,116.794,116.882,116.775
FLQS2F0LGRX5,-65.9458218346,-65.8058328267,-65.9118245041,-65.6688435833,-65.5368539474,-65.6988412279,-65.6328464099,-65.7348384013,-65.7348384013,-65.6678436618,-65.8548289795,-65.6748431122,-65.6688435833,-65.7738353392,-66.0388145327,-65.6338463314,-65.9498215205,-65.7778350252,-65.6698435048,-65.7808347896,-65.6378460173,-65.6298466454,-65.6698435048,-65.496857088,-65.9658202643,-65.6688435833,-65.7698356533,-65.9378224627,-65.8628283514,-65.6878420915,-65.948821599,-65.692841699,131.396847994,131.176901814,131.363856067,131.185899612,131.183900101,131.046933616,131.184899857,131.078925788,131.081925054,130.981949518,131.198896432,131.19489741,131.185899612,131.117916247,131.2488842,131.114916981,131.159905973,131.19489741,131.040935084,131.19489741,130.94695808,131.214892518,131.11291747,131.0159412,131.180900835,131.077926033,130.872976183,131.282875883,131.107918694,131.211893252,131.163904994,131.249883956,116.78,116.769,116.774,116.72,116.674,116.755,116.708,116.762,116.761,116.755,116.783,116.72,116.72,116.769,116.838,116.72,116.822,116.756,116.746,116.757,116.751,116.701,116.733,116.69,116.824,116.739,116.81,116.797,116.801,116.722,116.822,116.717
FLQS2EQUGRX5,-65.9072225486,-65.761120083,-65.8691958795,-65.6240239337,-65.4939326971,-65.6580477955,-65.5879986681,-65.6620506028,-65.6590484973,-65.6280267409,-65.7751299084,-65.6310288464,-65.6240239337,-65.7320997302,-65.9652632542,-65.5869979663,-65.9092239523,-65.7010779738,-65.5930021772,-65.6990765701,-65.5960042827,-65.5869979663,-65.6240239337,-65.4489011152,-65.9262358832,-65.6250246355,-65.7290976247,-65.8631916686,-65.8251649994,-65.6470400755,-65.9092239523,-65.6470400755,131.340963791,131.163060011,131.301984873,131.163060011,131.161061092,131.062114607,131.165058929,131.061115148,131.063114067,130.964167582,131.179051362,131.173054605,131.163060011,131.061115148,131.230023793,131.09209839,131.139072984,131.176052983,131.02213623,131.142071362,130.966166501,131.195042713,131.094097309,130.996150284,131.163060011,131.059116229,130.821244882,131.308981089,131.096096228,131.194043253,131.143070822,131.23502109,116.493,116.473,116.486,116.425,116.38,116.455,116.412,116.456,116.455,116.461,116.475,116.426,116.425,116.481,116.532,116.425,116.529,116.45,116.439,116.455,116.45,116.406,116.437,116.393,116.53,116.443,116.521,116.483,116.507,116.428,116.528,116.42
FLQS2DERGRX5,-65.9607429529,-65.8127098659,-65.9267353518,-65.6786799087,-65.5516515165,-65.7116872862,-65.6406714134,-65.7436944402,-65.7436944402,-65.6776796851,-65.8627210439,-65.6846812501,-65.6786799087,-65.782703159,-66.0507630734,-65.6406714134,-65.9617431765,-65.7516962287,-65.6796801323,-65.7877042769,-65.6486732019,-65.6486732019,-65.6786799087,-65.5106423505,-65.978746977,-65.6776796851,-65.7777020412,-65.9477400466,-65.8727232795,-65.6996846035,-65.9587425058,-65.6996846035,131.479374205,131.265406143,131.445379279,131.268405696,131.265406143,131.12842659,131.267405845,131.12842659,131.169420471,131.069435396,131.281403755,131.242409576,131.268405696,131.160421814,131.290402412,131.197416292,131.244409278,131.280403905,131.124427187,131.243409427,131.033440769,131.297401368,131.195416591,131.095431515,131.263406442,131.161421665,130.927456589,131.364391368,131.189417486,131.292402114,131.245409128,131.331396293,116.747,116.733,116.741,116.686,116.642,116.722,116.673,116.733,116.726,116.72,116.748,116.692,116.686,116.741,116.811,116.685,116.789,116.709,116.711,116.728,116.716,116.67,116.698,116.657,116.791,116.704,116.78,116.763,116.767,116.689,116.787,116.682
FLQS2CKUGRX5,-65.9487311227,-65.8048604209,-65.9127634472,-65.6649861275,-65.5361019572,-65.700953803,-65.6350130647,-65.7369214784,-65.7369214784,-65.7039511092,-65.8907832011,-65.6789735569,-65.6649861275,-65.7758864601,-66.0426467196,-65.6350130647,-65.9567239394,-65.7459133973,-65.6679834338,-65.7778846643,-65.6440049835,-65.6310166563,-65.669981638,-65.4971369755,-65.9747077771,-65.6689825359,-65.7708909496,-65.9457338164,-65.8727993634,-65.7569035203,-65.9567239394,-65.6979564967,131.354127504,131.176162558,131.3201342,131.183161179,131.178162164,131.039189537,131.182161376,131.043188749,131.07918166,130.947207654,131.157166299,131.15416689,131.183161179,131.07618225,131.204157044,131.111175358,131.120173586,131.160165708,131.038189734,131.156166496,130.945208048,131.215154877,131.111175358,131.009195445,131.18016177,131.07618225,130.841228529,131.28114188,131.109175752,131.168164133,131.159165905,131.247148576,116.838,116.819,116.832,116.769,116.725,116.807,116.759,116.819,116.813,116.824,116.853,116.779,116.769,116.827,116.897,116.771,116.882,116.802,116.796,116.813,116.804,116.752,116.784,116.741,116.878,116.79,116.866,116.85,116.855,116.804,116.875,116.77
FLQS2C9EGRX5,-66.0650365554,-65.9220819171,-66.0300476579,-65.778127596,-65.6891558281,-65.8161155418,-65.7471374296,-65.8561028533,-65.857102536,-65.8241130041,-66.0120533678,-65.7961218861,-65.778127596,-65.8920914335,-66.1620057856,-65.7471374296,-66.1030245012,-65.9000888958,-65.7811266443,-65.9000888958,-65.7951222033,-65.7791272788,-65.7851253755,-65.6441701027,-66.0940273562,-65.7841256927,-65.890092068,-66.0600381415,-65.9890606637,-65.8730974606,-66.1420121299,-65.8121168107,131.319263936,131.107350651,131.286277434,131.150333062,131.143335926,131.005392372,131.109349833,131.004392781,131.040378056,130.905433276,131.124343697,131.11634697,131.150333062,131.004392781,131.176322427,131.079362104,131.088358422,131.115347379,131.005392372,131.114347788,130.903434094,131.182319973,131.078362513,130.936420596,131.143335926,131.005392372,130.799476633,131.21030852,131.074364149,131.136338789,131.084360059,131.216306066,116.718,116.705,116.711,116.647,116.617,116.686,116.644,116.7,116.694,116.706,116.733,116.659,116.647,116.713,116.776,116.649,116.771,116.696,116.673,116.696,116.696,116.642,116.662,116.638,116.759,116.675,116.748,116.735,116.734,116.683,116.786,116.647
FLQS2C6NGRX5,-66.3479055128,-66.203771029,-66.3118718918,-66.0666430826,-65.9365216736,-66.1016757696,-66.0336122634,-66.1367084566,-66.1367084566,-66.0726486861,-66.2558195926,-66.0776533556,-66.0666430826,-66.1717411437,-66.4419933008,-66.0336122634,-66.3479055128,-66.1417131262,-66.0666430826,-66.144715928,-66.0416197347,-66.0296085277,-66.0706468182,-65.8984861848,-66.3719279267,-66.0686449504,-66.1707402098,-66.3418999093,-66.2658289317,-66.0896645626,-66.3539111163,-66.0576346773,131.431722059,131.257664157,131.400711743,131.260665155,131.25866449,131.1216189,131.261665488,131.1216189,131.155630214,131.017584292,131.2406585,131.234656503,131.260665155,131.154629881,131.329688116,131.191642194,131.200645189,131.234656503,131.118617902,131.230655172,131.02058529,131.293676137,131.192642527,131.08560692,131.260665155,131.15763088,130.90854802,131.365700096,131.188641196,131.290675138,131.2406585,131.329688116,116.778,116.759,116.771,116.711,116.666,116.747,116.699,116.759,116.754,116.756,116.78,116.719,116.711,116.766,116.829,116.711,116.819,116.741,116.736,116.743,116.744,116.692,116.724,116.683,116.817,116.73,116.809,116.788,116.793,116.714,116.814,116.696
FLQS2BJ4GRX5,-66.1739490235,-65.9998386514,-66.1399274566,-65.8607504806,-65.7616876826,-65.9007758535,-65.8267289136,-65.9297942488,-65.9317955175,-65.8977739505,-66.0478690989,-65.8987745848,-65.8607504806,-65.9668177188,-66.2289839113,-65.8257282793,-66.1369255536,-65.9688189874,-65.8637523835,-65.9678183531,-65.8667542865,-65.818723839,-65.8627517492,-65.7246642127,-66.1619414117,-65.8637523835,-65.9998386514,-66.1299211133,-66.0568748078,-65.9127834653,-66.1469318968,-65.880763167,131.202124179,131.014125434,131.167124413,131.026125354,131.020125394,130.879126335,131.024125367,130.877126348,130.914126102,130.780126996,131.04312524,130.993125574,131.026125354,130.914126102,131.093124907,130.953125841,131.005125494,130.996125554,130.880126328,130.991125588,130.781126989,131.05812514,130.954125834,130.848126542,131.06112512,130.916126088,130.675127697,131.129124666,130.952125848,131.053125174,131.006125487,131.0941249,116.666,116.639,116.66,116.588,116.554,116.628,116.576,116.638,116.632,116.644,116.65,116.607,116.588,116.645,116.705,116.589,116.688,116.631,116.615,116.632,116.633,116.568,116.601,116.571,116.687,116.608,116.698,116.664,116.669,116.601,116.691,116.583
FLQS224TGRWM,-74.7483078114,-74.5879957784,-74.7087942822,-74.4299416613,-74.282048166,-74.4728420645,-74.3960729219,-74.5112266358,-74.5134845517,-74.4378443671,-74.6444436773,-74.4762289384,-74.4299416613,-74.5496112071,-74.8555588195,-74.3949439639,-74.7912082146,-74.5191293416,-74.4333285352,-74.5202582996,-74.4039756277,-74.3825254261,-74.4355864512,-74.2380188048,-74.7799186348,-74.4355864512,-74.552998081,-74.7020205343,-74.6568622151,-74.4525208208,-74.7584684332,-74.4581656107,131.371961686,131.189990827,131.33496761,131.199989226,131.194990026,131.053012763,131.199989226,131.053012763,131.08300796,130.952028935,131.214986824,131.16599467,131.199989226,131.092006518,131.266978498,131.129000594,131.140998673,131.16799435,131.056012283,131.16499483,130.952028935,131.232983942,131.130000434,131.019018207,131.198989386,131.092006518,130.846045907,131.301972894,131.123001555,131.227984742,131.178992588,131.261979298,116.85,116.833,116.845,116.782,116.737,116.821,116.771,116.833,116.828,116.828,116.845,116.802,116.782,116.838,116.902,116.784,116.904,116.815,116.808,116.816,116.818,116.762,116.796,116.754,116.89,116.802,116.882,116.848,116.866,116.784,116.887,116.78
FLQS224LGRWM,-65.8727389974,-65.7301465196,-65.8338501398,-65.588551192,-65.4609159671,-65.6264428993,-65.5257307297,-65.6274400495,-65.6294343499,-65.5915426425,-65.7819983297,-65.5985226939,-65.588551192,-65.6952462628,-65.93755376,-65.5556452355,-65.8827104993,-65.6673260573,-65.5925397927,-65.6693203577,-65.5646195873,-65.5576395359,-65.5905454923,-65.4569273663,-65.8976677522,-65.588551192,-65.6643346067,-65.8338501398,-65.7600610254,-65.6154742472,-65.8807161989,-65.5845625912,131.273800018,131.054857058,131.195820334,131.063854714,131.057856277,130.954883104,131.060855495,130.915893262,130.990873727,130.859907847,131.075851589,131.064854454,131.063854714,130.997871904,131.125838566,130.988874248,131.036861746,131.07385211,130.91989222,131.066853933,130.824916963,131.086848724,130.988874248,130.885901075,131.056856537,130.954883104,130.749936497,131.156830492,131.026864351,131.088848203,131.036861746,131.124838826,116.718,116.707,116.718,116.656,116.612,116.688,116.634,116.695,116.683,116.693,116.721,116.659,116.656,116.705,116.767,116.657,116.763,116.681,116.682,116.683,116.689,116.641,116.669,116.641,116.765,116.675,116.737,116.725,116.722,116.661,116.762,116.644
FLQS200ZGRX8,-65.7017638866,-65.5527031661,-65.6677500309,-65.4146469283,-65.2865947658,-65.4476603765,-65.3836342952,-65.4886770848,-65.4866762698,-65.421649781,-65.6087259873,-65.4636668968,-65.4146469283,-65.5246917556,-65.7557858927,-65.3836342952,-65.7117679618,-65.4976807525,-65.4176481509,-65.5356962383,-65.3916375554,-65.3816334802,-65.4196489659,-65.2875951733,-65.7267740746,-65.4186485584,-65.523691348,-65.6957614415,-65.621731285,-65.473670972,-65.7407797799,-65.448660784,131.547777738,131.329726722,131.514770016,131.380738657,131.375737487,131.235704724,131.380738657,131.233704256,131.270712915,131.13768179,131.394741933,131.343729998,131.380738657,131.269712681,131.442753166,131.310722275,131.357733274,131.350731636,131.23470449,131.344730232,131.135681322,131.411745912,131.308721807,131.160687172,131.370736317,131.273713617,131.026655813,131.476761123,131.302720403,131.362734445,131.310722275,131.4437534,116.639,116.625,116.633,116.568,116.524,116.605,116.557,116.62,116.613,116.613,116.634,116.592,116.568,116.626,116.677,116.57,116.676,116.603,116.595,116.617,116.603,116.551,116.583,116.562,116.679,116.588,116.668,116.649,116.654,116.592,116.694,116.569
FLNS2037GRWV,-65.5198423393,-65.3718517303,-65.4838446236,-65.2348604233,-65.1418663244,-65.2718580755,-65.1998626441,-65.3458533801,-65.3068558547,-65.2388601695,-65.418848748,-65.2408600426,-65.2348604233,-65.376851413,-65.6078367555,-65.1988627076,-65.5188424028,-65.3118555374,-65.2388601695,-65.3088557278,-65.239860106,-65.1968628345,-65.2348604233,-65.0998689894,-65.5348413875,-65.2358603598,-65.3788512861,-65.5328415144,-65.3948502709,-65.292856743,-65.5488404992,-65.2568590273,131.575612958,131.355626981,131.496617994,131.361626599,131.363626471,131.218635713,131.35862679,131.220635586,131.260633036,131.125641641,131.375625706,131.33462832,131.361626599,131.249633737,131.425622519,131.289631188,131.337628128,131.337628128,131.217635777,131.33462832,131.16063941,131.391624686,131.286631379,131.190637498,131.356626917,131.252633546,131.015648652,131.422622711,131.288631252,131.388624878,131.302630359,131.429622264,116.354,116.34,116.354,116.291,116.258,116.329,116.279,116.354,116.334,116.333,116.353,116.298,116.291,116.36,116.41,116.291,116.394,116.322,116.317,116.321,116.328,116.272,116.304,116.274,116.397,116.31,116.402,116.385,116.36,116.306,116.411,116.287
