,Distance_X_LOGO_Battery_Up1,Distance_X_LOGO_Battery_Up2,Distance_X_LOGO_Battery_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Up1,Distance_Y_LOGO_Battery_Up2,Distance_Y_LOGO_Battery_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Up1,Angle_Battery_Up2,Angle_Battery_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-25.4719096226,-25.7089832395,-25.5109217368,-25.4699090013,-25.7770043616,-25.6089521775,-25.5749416164,-25.7920090209,-25.6119531094,-25.4689086907,-25.9860692812,-25.5509341615,-25.8850379086,-25.5399307447,-25.4318971978,-25.3408689314,-25.5619375784,-25.5769422377,-25.8290205139,-25.2518412862,-26.0000736298,-25.5969484501,-25.2478400437,-25.1047956251,-25.2458394225,-25.6279580793,-25.4869142819,-25.6279580793,-25.6179549731,-25.7459947324,-25.3188620978,-25.4288962659,125.569544424,125.554549255,125.482572444,125.417593379,125.547551509,125.338618822,125.404597566,125.409595955,125.201662946,125.275639113,125.618528642,125.473575343,125.475574698,125.338618822,125.20466198,125.277638469,125.471575987,125.338618822,125.493568901,125.467577275,125.477574054,125.351614636,125.544552475,125.342617534,125.123688068,125.412594989,125.218657471,125.412594989,125.202662624,125.617528964,125.14668066,125.3396185,101.646,101.751,101.671,101.659,101.782,101.727,101.706,101.801,101.74,101.671,101.867,101.689,101.836,101.696,101.661,101.614,101.694,101.713,101.809,101.559,101.885,101.72,101.55,101.505,101.587,101.729,101.684,101.729,101.743,101.762,101.617,101.648
FLQS30BJGRWV,-25.478696193,-25.5717279459,-25.6197443345,-25.5227112159,-25.6427521873,-25.6727624302,-25.4746948273,-25.6157429687,-25.6687610645,-25.576729653,-25.6657600402,-25.7057736973,-25.9998740774,-25.6157429687,-25.604739213,-25.443684243,-25.6707617473,-25.4636910716,-25.7047733559,-25.646753553,-26.1679314375,-25.8308163759,-25.18959752,-25.3896658058,-25.6057395544,-25.4116733172,-25.6007378473,-25.4116733172,-25.6757634545,-25.7467876959,-25.6527556016,-25.6577573087,125.329578296,125.287582459,125.186592468,125.12159891,125.253585828,125.105600495,125.174593657,125.051605847,124.962614667,124.979612982,125.325578693,125.18859227,125.187592369,125.002610703,124.923618532,124.990611892,125.184592666,125.045606441,125.154595639,125.261585035,125.25558563,125.247586423,125.254585729,125.05560545,124.836627154,125.176593459,124.97661328,125.176593459,124.904620415,125.268584342,124.909619919,125.062604757,101.371,101.416,101.446,101.409,101.45,101.477,101.383,101.456,101.488,101.446,101.454,101.483,101.612,101.461,101.463,101.386,101.469,101.39,101.486,101.451,101.68,101.533,101.251,101.356,101.471,101.355,101.457,101.355,101.496,101.494,101.486,101.474
FLQS30AEGRWV,-25.7782925455,-26.1792970963,-25.9732947585,-25.7742925001,-25.6142906843,-25.7822925909,-25.7092917624,-25.1952859292,-25.9102940435,-25.7072917397,-25.9272942364,-25.6712913312,-26.1282965175,-25.943294418,-25.7522922504,-25.5682901623,-25.5432898786,-25.8842937484,-26.1752970509,-25.6502910929,-26.290298356,-25.7312920121,-25.1332852256,-25.8582934534,-25.8402932491,-25.7632923753,-25.5512899693,-25.7632923753,-25.7462921823,-25.9282942478,-25.6012905368,-25.7392921029,125.706257193,125.70125591,125.569222029,125.504205345,125.625236403,125.361168641,125.487200982,125.477198415,125.284148877,125.357167614,125.694254113,125.553217922,125.558219206,125.421184041,125.336162224,125.481199442,125.551217409,125.459193795,125.627236916,125.557218949,125.501204575,125.486200725,125.566221259,125.383174288,125.159116793,125.493202522,125.301153241,125.493202522,125.28614939,125.699255397,125.339162994,125.463194822,101.708,101.884,101.806,101.725,101.644,101.741,101.698,101.473,101.804,101.708,101.775,101.675,101.875,101.806,101.73,101.636,101.619,101.777,101.889,101.665,101.951,101.708,101.438,101.772,101.785,101.721,101.645,101.721,101.732,101.775,101.663,101.713
FLQS309TGRWY,-25.6335045916,-25.9802814373,-25.9063290264,-25.5905322447,-25.8313772586,-25.7104550732,-26.0502364206,-25.1228332136,-26.1181926901,-25.4536203489,-26.1531701818,-25.7614222753,-26.036245424,-25.6594878711,-25.6035238845,-25.681473723,-25.7814094134,-25.6964640766,-26.3370518521,-25.4436267798,-26.2161296667,-25.7764126289,-25.1318274257,-25.5475598978,-25.8263804741,-25.4985914095,-25.8833438176,-25.4985914095,-26.0182569997,-25.9572962285,-25.8213836896,-25.7184499285,125.67828263,125.603291412,125.604291295,125.59929188,125.594292466,125.325323963,125.438310732,125.457308507,125.26233134,125.390316352,125.672283333,125.53029996,125.405314596,125.322324314,125.325323963,125.327323729,125.521301013,125.326323846,125.539298906,125.404314713,125.644286611,125.630288251,125.527300311,125.408314245,125.304326422,125.392316118,125.270330403,125.392316118,125.322324314,125.548297852,125.322324314,125.391316235,101.534,101.693,101.66,101.522,101.628,101.6,101.738,101.33,101.784,101.481,101.762,101.604,101.735,101.577,101.553,101.587,101.613,101.593,101.855,101.475,101.792,101.601,101.328,101.521,101.652,101.501,101.68,101.501,101.735,101.687,101.648,101.597
FLQS309QGRWV,-25.6766214561,-26.4641619325,-26.3120575457,-25.4784854785,-25.5725500335,-25.987835037,-25.9107821568,-25.5195136355,-25.9868343502,-25.6526049739,-26.13493599,-25.9287945184,-26.2189936775,-25.9798295429,-26.1549497251,-25.8337292766,-25.9307958919,-25.856745072,-26.7663693327,-26.2109881834,-25.9908370972,-25.6856276369,-25.4434614421,-25.6415974196,-25.5535369851,-25.4514669361,-25.7386640349,-25.4514669361,-25.7486709024,-26.13493599,-25.7406654084,-25.8497402647,126.113919522,126.228908507,125.977932548,126.02592795,126.084922299,125.884941456,125.950935134,125.951935038,125.752954099,125.887941168,126.15391569,126.021928334,126.020928429,125.882941647,125.816947969,125.879941934,126.012929196,125.883941551,125.806948926,125.873942509,126.008929579,125.783951129,126.087922012,125.955934655,125.679961091,126.003930058,125.882941647,126.003930058,125.871942701,126.16091502,125.754953907,125.869942892,101.495,101.827,101.783,101.416,101.452,101.651,101.611,101.44,101.662,101.504,101.69,101.613,101.739,101.647,101.73,101.584,101.614,101.593,101.997,101.749,101.641,101.528,101.395,101.493,101.479,101.406,101.542,101.406,101.547,101.69,101.555,101.592
FLQS309NGRWM,-25.621507121,-25.7864460104,-25.5985156394,-25.6185082321,-25.6884823064,-25.4045874906,-25.4995523057,-25.4095856388,-25.6984786027,-25.4495708241,-25.6474974914,-25.4685637871,-25.8544208254,-25.7734508252,-25.6255056395,-25.4965534168,-25.7674530474,-25.5525326763,-25.7894448993,-25.4315774907,-25.9104000849,-25.6185082321,-25.2886304532,-25.3066237866,-25.5785230467,-25.3156204533,-25.640500084,-25.3156204533,-25.5465348985,-25.7144726768,-25.5845208245,-25.4625660093,125.529750626,125.520752436,125.383779987,125.380780591,125.450766514,125.296797483,125.310794668,125.30879507,125.104836095,125.177821414,125.51775304,125.374781797,125.379780792,125.310794668,125.221812566,125.301796478,125.384779786,125.300796679,125.447767117,125.383779987,125.38178039,125.312794266,125.451766312,125.251806533,125.084840117,125.359784814,125.174822018,125.359784814,125.103836296,125.520752436,125.104836095,125.237809348,101.474,101.548,101.477,101.487,101.511,101.4,101.441,101.401,101.546,101.43,101.487,101.421,101.59,101.561,101.504,101.44,101.551,101.465,101.556,101.404,101.614,101.492,101.335,101.361,101.496,101.355,101.515,101.355,101.48,101.516,101.496,101.431
FLQS308YGRWQ,-25.9828904772,-26.4647957108,-26.069873372,-25.5549746266,-26.7027489174,-25.7579347146,-26.1048664907,-25.632959291,-26.0538765178,-25.8599146603,-26.0048861517,-25.8549156434,-25.9189030603,-26.0548763212,-25.7079445452,-25.6629533927,-25.8819103349,-25.6039649927,-26.2568366058,-25.7369388435,-26.6997495072,-26.3178246125,-25.4449962538,-25.722941596,-25.5859685317,-25.5999657791,-25.4389974335,-25.5999657791,-26.0148841856,-25.9368995213,-25.8639138739,-25.6399579147,125.905887825,125.812878305,125.767873698,125.763873289,125.581854657,125.591855681,125.73086991,125.505846877,125.478844113,125.553851791,125.873884549,125.73487032,125.803877383,125.378833876,125.364832442,125.365832545,125.799876974,125.661862847,125.938891204,125.815878612,125.690865816,125.67586428,125.822879329,125.575854043,125.344830395,125.684865201,125.488845137,125.684865201,125.485844829,125.875884754,125.484844727,125.662862949,101.643,101.861,101.693,101.468,101.987,101.573,101.712,101.526,101.712,101.621,101.655,101.602,101.624,101.722,101.571,101.551,101.608,101.499,101.759,101.544,101.975,101.81,101.415,101.559,101.52,101.495,101.442,101.495,101.695,101.625,101.629,101.514
FLQS3084GRWM,-25.6084534651,-25.9576232674,-25.873582398,-25.3753401014,-25.7565254729,-25.6884923882,-25.5354179477,-25.3473264783,-25.795544448,-25.5404203804,-26.25176631,-25.8005468806,-25.871581425,-25.645471467,-25.5414208669,-25.5874432477,-25.8185556384,-25.6684826574,-26.0336602444,-25.4263649149,-25.9806344578,-25.5654325439,-25.6894928748,-25.4603814572,-25.6174578439,-25.7195074709,-25.7425186614,-25.7195074709,-25.8145536922,-25.9406149962,-25.8455687749,-25.5294150284,125.756792534,125.622798083,125.558800733,125.488803631,125.615798372,125.410806861,125.474804211,125.419806488,125.213815018,125.408806944,125.691795225,125.550801064,125.543801354,125.402807192,125.397807399,125.471804335,125.546801229,125.411806819,125.615798372,125.419806488,125.541801437,125.410806861,125.647797047,125.422806364,125.260813072,125.506802886,125.403807151,125.506802886,125.214814977,125.690795267,125.339809801,125.400807275,101.282,101.447,101.416,101.204,101.36,101.348,101.275,101.197,101.412,101.283,101.569,101.385,101.416,101.33,101.285,101.298,101.393,101.339,101.48,101.232,101.464,101.294,101.327,101.247,101.33,101.353,101.372,101.353,101.421,101.433,101.423,101.279
FLQS307KGRWV,-25.6666986575,-25.6376922173,-25.7467164234,-25.5416708981,-25.8527399634,-25.8607417399,-25.646694216,-25.4436491348,-26.0407817134,-25.5826800032,-25.994771498,-25.8287346336,-25.8687435165,-25.927756619,-25.8817464035,-25.6456939939,-25.9367586176,-25.526667567,-26.182813248,-25.740715091,-25.8847470697,-25.485658462,-25.3686324792,-25.4526511335,-25.4906595723,-25.7097082067,-25.7287124261,-25.7097082067,-25.2926156016,-25.6216886641,-25.8557406296,-25.5156651242,125.982486447,125.968486059,125.842482572,125.777480774,125.868483292,125.759480275,125.75748022,125.70147867,125.618476373,125.695478504,125.936485174,125.80048141,125.80048141,125.678478034,125.626476595,125.589475571,125.734479584,125.691478393,125.803481493,125.816481853,125.732479528,125.662477591,125.897484095,125.707478836,125.487472748,125.82648213,125.693478449,125.82648213,125.554474602,125.941485312,125.622476484,125.657477453,101.419,101.408,101.467,101.383,101.511,101.524,101.431,101.347,101.616,101.408,101.567,101.507,101.524,101.561,101.545,101.445,101.56,101.384,101.661,101.467,101.537,101.369,101.297,101.35,101.387,101.452,101.473,101.452,101.294,101.404,101.534,101.383
FLQS3072GRWV,-25.9492682054,-26.065215785,-25.8133296639,-25.6084223036,-25.8583093284,-25.8533115879,-25.7243698831,-25.4554914444,-25.9742569079,-25.6593992567,-26.0422261787,-25.7883409615,-26.0232347648,-25.8912944157,-25.8283228854,-25.7643518071,-25.8683048094,-25.7723481919,-26.096201776,-25.6104213998,-26.0292320534,-25.844315655,-25.4934742722,-25.6843879591,-25.8533115879,-25.6603988048,-25.8483138474,-25.6603988048,-25.9842523889,-25.9842523889,-25.8003355387,-25.7523572299,125.491873207,125.48987297,125.405863013,125.337854953,125.420864791,125.213840254,125.280848196,125.157833617,125.067822949,125.142831839,125.548879963,125.349856375,125.351856612,125.214840373,125.071823423,125.211840017,125.349856375,125.212840136,125.425865384,125.350856494,125.405863013,125.286848907,125.418864554,125.270847011,125.051821052,125.333854478,125.137831246,125.333854478,125.067822949,125.491873207,125.069823186,125.212840136,101.653,101.704,101.601,101.517,101.619,101.636,101.573,101.466,101.702,101.557,101.688,101.595,101.698,101.653,101.638,101.597,101.63,101.601,101.723,101.517,101.695,101.625,101.46,101.556,101.651,101.54,101.64,101.54,101.707,101.668,101.626,101.592
FLQS305NGRWM,-25.8929800241,-26.0789367902,-25.9979556179,-25.7250190741,-25.9639635208,-25.8719849054,-25.8339937381,-25.6400388316,-25.9859584071,-25.9439681696,-26.7087903527,-26.0129521313,-26.1969093622,-25.8020011762,-26.1799133137,-25.7680090792,-25.9339704941,-25.7860048952,-26.1689158705,-25.6780299988,-26.6148122021,-25.757011636,-25.5490599836,-25.4920732327,-25.8609874622,-25.6150446426,-25.9169744455,-25.6150446426,-25.9989553854,-25.9029776997,-25.9149749104,-25.7060234905,125.386957793,125.38195588,125.24090193,125.229897721,125.314930244,125.044826936,125.175877059,125.157870172,124.961795178,125.035823492,125.389958941,125.244903461,125.244903461,125.109851806,124.971799004,125.10384951,125.300924888,125.104849893,125.37795435,125.312929479,125.252906522,125.171875529,125.314930244,125.101848745,124.885766098,125.165873233,125.086843006,125.165873233,124.961795178,125.440978455,124.965796708,125.174876677,101.68,101.762,101.739,101.62,101.717,101.702,101.673,101.589,101.759,101.734,102.036,101.745,101.826,101.665,101.843,101.65,101.705,101.658,101.801,101.592,102.008,101.639,101.535,101.529,101.711,101.577,101.717,101.577,101.765,101.679,101.727,101.617
FLQS305DGRWM,-25.6535183744,-26.0344072915,-25.8094728916,-25.5295545274,-25.8794524827,-25.6635154589,-25.580539658,-25.4395807675,-25.7294962162,-25.7484906766,-25.9574297413,-25.6055323691,-26.0394058337,-25.8364650196,-25.6745122517,-25.5055615248,-25.9014460685,-25.5825390749,-26.1533725963,-25.5875376171,-26.1573714301,-25.7574880526,-25.2516355801,-25.4485781435,-25.59853441,-25.5705425736,-25.7754828046,-25.5705425736,-25.6765116686,-25.9024457769,-25.8344656027,-25.5815393665,125.682727399,125.616728592,125.543729912,125.475731141,125.600728881,125.390732678,125.456731485,125.401732479,125.259735047,125.333733709,125.668727652,125.526730219,125.529730165,125.345733492,125.264734957,125.387732733,125.530730147,125.387732733,125.599728899,125.596728954,125.527730201,125.459731431,125.597728935,125.407732371,125.187736349,125.402732461,125.329733781,125.402732461,125.260735029,125.669727634,125.31873398,125.43873181,101.616,101.789,101.697,101.58,101.722,101.647,101.604,101.547,101.687,101.689,101.75,101.609,101.799,101.727,101.663,101.578,101.738,101.611,101.842,101.595,101.851,101.682,101.448,101.551,101.636,101.605,101.701,101.605,101.664,101.726,101.728,101.606
FLQS3057GRWM,-25.6576358326,-26.183628367,-26.2166278986,-25.6576358326,-25.7376346971,-25.9586315604,-25.7096350945,-25.334640417,-25.6166364145,-25.9446317591,-26.038630425,-25.8306333772,-26.1716285373,-25.9066322985,-25.8596329656,-25.4646385718,-25.8516330791,-25.8256334481,-26.2266277567,-25.577636968,-26.2816269761,-25.7116350661,-25.4426388841,-25.7476345552,-25.5556372803,-25.69163535,-25.9586315604,-25.69163535,-25.6826354777,-25.6466359887,-25.7216349242,-25.9226320714,125.652587416,125.649586303,125.465518058,125.444510269,125.576559228,125.318463535,125.385488385,125.318463535,125.232431638,125.305458713,125.597567016,125.458515461,125.510534748,125.327466873,125.241434976,125.311460939,125.507533635,125.369482451,125.578559969,125.506533264,125.459515832,125.43550693,125.52353957,125.381486902,125.159404562,125.385488385,125.250438314,125.385488385,125.233432008,125.647585562,125.232431638,125.378485789,101.525,101.755,101.786,101.543,101.567,101.687,101.571,101.413,101.544,101.681,101.696,101.618,101.763,101.663,101.65,101.47,101.622,101.624,101.78,101.502,101.815,101.568,101.442,101.588,101.524,101.563,101.693,101.563,101.573,101.52,101.591,101.666
FLQS3052GRWY,-25.444013231,-25.8436835743,-25.584897027,-25.1332695391,-25.3351030625,-25.683815437,-25.2421797077,-25.2921385006,-25.6378533475,-25.4340214724,-25.6988030749,-25.6088772476,-25.6648310957,-25.7607519781,-25.6448475785,-25.3550865796,-25.6428492268,-25.317117897,-25.6668294474,-25.3390997659,-25.7847321987,-25.6738236784,-24.8515019471,-25.5349382341,-25.6288607648,-25.2371838284,-25.451007462,-25.2371838284,-25.6498434578,-25.4110404277,-25.4520066379,-25.63485582,125.762200712,125.749201725,125.62221162,125.609212633,125.672207725,125.415227748,125.532218632,125.540218009,125.396229229,125.470223463,125.744202115,125.607212789,125.604213023,125.422227203,125.406228449,125.529218866,125.666208192,125.407228371,125.673207647,125.609212633,125.605212945,125.541217931,125.671207802,125.492221749,125.381230397,125.472223307,125.467223697,125.472223307,125.400228917,125.747201881,125.398229073,125.420227359,101.315,101.491,101.389,101.192,101.275,101.451,101.246,101.268,101.432,101.336,101.428,101.401,101.425,101.484,101.434,101.296,101.41,101.291,101.42,101.282,101.478,101.435,101.063,101.379,101.43,101.25,101.344,101.25,101.437,101.302,101.351,101.429
FLQS304WGRWM,-26.2305200922,-26.9026758849,-26.6149027626,-26.1041054707,-26.3631012807,-26.2500475541,-26.5419317209,-26.0085236836,-26.2449087483,-26.2181869584,-27.3024749726,-26.6673185813,-26.2880747167,-26.1894096462,-26.1380215886,-25.8039992146,-26.188381885,-26.0352454735,-26.7937332029,-25.9345248808,-26.4843770965,-26.8646487223,-25.9571356261,-25.9509690592,-26.2346311368,-26.0845780088,-26.2932135224,-26.0845780088,-26.1236329325,-26.6457355972,-26.2932135224,-26.1945484519,125.92180619,125.881798308,125.783778999,125.7157656,125.805783333,125.589740774,125.66875634,125.636750034,125.494722055,125.627748261,125.89480087,125.747771905,125.805783333,125.611745109,125.495722252,125.725767571,125.731768753,125.588740577,125.879797914,125.810784319,125.808783925,125.748772102,125.792780772,125.646752005,125.419707278,125.761774664,125.62474767,125.761774664,125.552733483,125.949811707,125.557734469,125.569736833,101.511,101.8,101.687,101.476,101.578,101.549,101.666,101.442,101.555,101.532,101.969,101.713,101.546,101.521,101.51,101.347,101.51,101.457,101.754,101.395,101.629,101.797,101.406,101.416,101.558,101.463,101.564,101.463,101.499,101.685,101.57,101.527
FLQS3047GRWM,-25.6686317539,-25.8417574183,-25.8697777571,-25.6055859917,-25.8527654086,-25.6296034249,-25.5355351448,-25.3904298191,-25.6866448288,-25.5355351448,-26.2640639525,-25.624599793,-26.0188859883,-26.1309673434,-25.6065867181,-25.585571464,-25.7576964021,-25.6035845389,-25.8577690405,-25.4654842979,-25.9108075389,-25.5065140797,-25.3744181969,-25.3984356302,-25.6776382913,-25.5295307865,-25.676637565,-25.5295307865,-25.6886462816,-25.939828604,-25.6256005194,-25.5995816334,125.736271666,125.726273155,125.601291771,125.592293111,125.595292664,125.38632379,125.450314259,125.458313067,125.317334066,125.449314408,125.83325722,125.583294451,125.521303685,125.398322003,125.371326024,125.387323641,125.520303834,125.387323641,125.527302791,125.51630443,125.51630443,125.446314854,125.595292664,125.459312918,125.362327364,125.454313663,125.387323641,125.454313663,125.320333619,125.729272708,125.319333768,125.375325428,101.618,101.694,101.718,101.603,101.711,101.632,101.585,101.52,101.663,101.585,101.869,101.612,101.79,101.85,101.623,101.612,101.676,101.62,101.719,101.548,101.743,101.572,101.501,101.524,101.655,101.582,101.652,101.582,101.663,101.737,101.636,101.619
FLQS303BGRWM,-25.84820349,-25.6911961798,-25.921206889,-25.3391797899,-25.3701812333,-25.6581946432,-25.4571852842,-25.3181788121,-25.6641949226,-25.4021827233,-26.4532316601,-25.6411938517,-26.0502128956,-25.8532037228,-25.3991825836,-25.4301840271,-25.7451986941,-25.2741767634,-26.1162159687,-25.2911775549,-25.8092016741,-26.2872239308,-25.3591807212,-25.2621762046,-25.7051968316,-25.5721906389,-25.4191835149,-25.3301793709,-25.3761815127,-25.3811817455,-25.542189242,-25.6051921754,126.171182543,126.189179431,126.088196893,126.022208303,126.048203808,125.94022248,126.003211588,126.008210724,125.806245648,125.822242881,126.137188421,125.983215046,125.989214009,125.869234755,125.867235101,125.873234064,125.983215046,125.872234237,126.054202771,125.993213317,125.91622663,125.923225419,126.08219793,125.953220233,125.676268123,126.009210551,125.820243227,126.005211243,125.748255675,126.124190669,125.807245475,125.86423562,101.499,101.429,101.538,101.29,101.301,101.437,101.343,101.282,101.451,101.335,101.766,101.426,101.603,101.528,101.33,101.343,101.471,101.275,101.626,101.272,101.505,101.713,101.293,101.262,101.481,101.393,101.343,101.287,101.33,101.3,101.398,101.42
FLQS3024GRWM,-25.6536596981,-25.6776575088,-25.6926561405,-25.1977012937,-25.7926470187,-25.4486783978,-25.5936651712,-25.2776939962,-25.6816571439,-25.3696856041,-25.8766393563,-25.7786482957,-25.8056458328,-25.5566685463,-25.4606773032,-25.2926926279,-25.7496509411,-25.5356704618,-25.9516325149,-25.39768305,-25.91463589,-25.5736669955,-25.049714794,-25.1337071317,-25.269694726,-25.3066913509,-25.5616680902,-25.3066913509,-25.4746760262,-25.7136542249,-25.4536779418,-25.516672195,125.586188994,125.516193905,125.445198886,125.431199868,125.452198395,125.296209339,125.371204077,125.363204639,125.164218599,125.236213548,125.525193274,125.445198886,125.437199447,125.300209058,125.060225895,125.29220962,125.440199237,125.297209269,125.633185697,125.446198816,125.444198956,125.374203867,125.443199026,125.194216495,125.084224212,125.361204779,125.177217687,125.361204779,125.106222668,125.642185066,125.165218529,125.306208637,101.677,101.693,101.706,101.49,101.749,101.613,101.67,101.531,101.727,101.583,101.78,101.744,101.756,101.659,101.639,101.544,101.731,101.651,101.803,101.576,101.804,101.661,101.424,101.483,101.553,101.544,101.673,101.544,101.641,101.698,101.626,101.641
FLQS301GGRWM,-25.7455723942,-26.0194083026,-25.8994801675,-25.6816107221,-26.1693184714,-25.7675592189,-25.6256442591,-25.6076550388,-26.0104136924,-26.0353987206,-26.0104136924,-25.7535676032,-26.0523885397,-25.7695580212,-25.6906053323,-25.7345789818,-25.823525682,-25.7395759874,-26.4481513854,-25.489725706,-26.1643214658,-25.6516286884,-25.3498095485,-25.7235855694,-25.879492145,-25.6236454569,-25.8804915461,-25.6236454569,-25.9644412407,-25.8515089135,-25.704596948,-25.4907251072,124.979479419,124.915490949,124.776515992,124.831506083,124.844503741,124.633541755,124.871498876,124.757519415,124.497566257,124.625543196,124.97448032,124.653538152,124.899493832,124.66053689,124.631542115,124.639540674,124.893494913,124.638540854,125.193440864,124.66153671,125.068463384,124.765517973,124.966481761,124.768517433,124.481569139,124.830506263,124.623543556,124.830506263,124.615544998,124.916490769,124.617544637,124.646539413,101.463,101.589,101.549,101.448,101.662,101.504,101.42,101.422,101.624,101.623,101.58,101.496,101.605,101.503,101.471,101.489,101.505,101.492,101.752,101.379,101.639,101.441,101.29,101.473,101.568,101.423,101.555,101.423,101.593,101.515,101.478,101.381
FLQS301EGRWQ,-25.3541588308,-25.9222296057,-25.9682353375,-25.414166307,-25.7822121612,-25.6611970841,-25.6341937198,-25.4311684253,-26.0762487947,-25.4111659332,-25.7932135318,-25.8682228771,-25.9302306025,-25.6461952151,-25.5521835023,-25.631193346,-25.8522208834,-25.4731736586,-25.7562089215,-25.8452200112,-26.0962512868,-25.6521959627,-25.3021523514,-25.4501707927,-25.7122034389,-25.3971641887,-25.4861752785,-25.3971641887,-25.8492205096,-25.7282054326,-25.6581967103,-25.6171916016,125.644768042,125.64576843,125.514717564,125.441689218,125.579742803,125.312639128,125.496710574,125.431685335,125.28262748,125.35865699,125.644768042,125.512716787,125.453693878,125.313639517,125.283627868,125.316640682,125.505714069,125.421681452,125.56973892,125.463697761,125.507714846,125.437687665,125.576741638,125.379665144,125.213600687,125.489707856,125.354655437,125.489707856,125.286629033,125.646768818,125.232608065,125.426683394,101.55,101.798,101.83,101.594,101.743,101.714,101.686,101.602,101.899,101.6,101.742,101.787,101.819,101.707,101.668,101.7,101.78,101.622,101.733,101.781,101.887,101.699,101.533,101.615,101.745,101.582,101.634,101.582,101.799,101.713,101.72,101.684
FLQS300VGRWQ,-25.0228751887,-25.5591511224,-25.3700538248,-25.0989143136,-25.586165022,-25.6632046617,-25.6992231946,-25.3620497064,-25.6542000285,-25.7502494495,-25.6021732588,-25.5171295007,-25.8743132849,-25.5981711996,-25.4470934646,-25.1339323317,-25.1059179172,-25.6321887029,-25.586165022,-25.470105305,-25.591167596,-25.5351387671,-25.2339838118,-25.3860620617,-25.4671037606,-25.5111264119,-25.460100157,-25.5111264119,-25.6642051765,-25.611177892,-25.4020702985,-25.5491459743,125.899863795,125.927864209,125.765861811,125.757861693,125.818862596,125.720861145,125.790862181,125.686860642,125.537858436,125.613859561,125.824862685,125.858863188,125.751861604,125.74686153,125.606859457,125.607859472,125.622859694,125.724861204,125.993865186,125.881863528,125.807862433,125.723861189,125.882863543,125.695860775,125.46585737,125.815862551,125.554858688,125.815862551,125.543858525,125.892863691,125.544858539,125.74686153,101.206,101.437,101.369,101.251,101.459,101.501,101.511,101.373,101.513,101.549,101.465,101.425,101.591,101.471,101.417,101.279,101.266,101.487,101.443,101.403,101.462,101.445,101.299,101.382,101.438,101.426,101.427,101.426,101.518,101.463,101.403,101.449
FLQS300RGRWY,-25.8300232083,-25.9300659025,-26.1551619644,-25.4668682285,-26.0201043273,-25.8380266239,-25.8230202197,-26.1501598297,-26.0201043273,-25.9910919459,-26.5243195059,-25.853033028,-26.0181034734,-26.0040974962,-25.9320667564,-25.4908784751,-26.0911346401,-25.7089715484,-26.3392405217,-25.802011254,-25.6599506282,-25.5939224501,-25.4428579819,-26.1691679416,-26.0711261013,-26.0010962154,-26.0131013387,-26.0010962154,-26.0271073159,-25.9400701719,-25.9030543751,-25.9260641947,125.56078073,125.49377978,125.425778815,125.349777737,125.424778801,125.272776645,125.343777652,125.289776886,125.140774773,125.214775823,125.506779964,125.355777822,125.412778631,125.270776617,125.192775511,125.268776589,125.414778659,125.215775837,125.4317789,125.414778659,125.406778546,125.279776745,125.424778801,125.289776886,125.069773766,125.380778177,125.210775766,125.380778177,125.140774773,125.556780673,125.196775567,125.32877744,101.442,101.492,101.597,101.302,101.538,101.472,101.459,101.607,101.564,101.544,101.751,101.471,101.538,101.545,101.52,101.32,101.57,101.42,101.677,101.443,101.382,101.364,101.285,101.615,101.592,101.534,101.554,101.534,101.567,101.491,101.507,101.505
