,Distance_X_LOGO_MainBoard_Corner1,Distance_X_LOGO_MainBoard_Corner2,Distance_X_LOGO_MainBoard_Corner3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Corner1,Distance_Y_LOGO_MainBoard_Corner2,Distance_Y_LOGO_MainBoard_Corner3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Corner1,Angle_MainBoard_Corner2,Angle_MainBoard_Corner3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q2GRWV,-50.5074567153,-50.5434777233,-50.5794987313,-50.5444783068,-50.5434777233,-50.6525413308,-50.395391357,-50.4344141157,-50.3613715162,-50.6465378295,-50.5784981477,-50.5414765561,-50.3243499246,-50.6195220735,-50.5084572988,-50.3563685984,-50.5094578824,-50.4013948584,-50.4364152828,-50.5474800575,-50.4023954419,-50.4734368744,-50.5044549646,-50.4734368744,-50.323349341,-50.5504818081,-50.2553096593,-50.6195220735,-50.5064561317,-50.548480641,-50.4344141157,-50.5634893944,130.011585379,129.940562116,129.93856146,129.90455032,129.940562116,130.046596847,130.022588984,130.082608643,130.011585379,129.976573911,130.012585707,129.972572601,130.021588656,129.941562443,129.940562116,130.019588001,130.048597503,130.117620111,130.081608316,130.04559652,130.048597503,130.150630924,129.974573256,130.080607988,129.990578499,130.153631907,130.185642392,130.116619784,130.151631252,129.910552286,130.082608643,130.145629286,111.123,111.147,111.161,111.153,111.147,111.173,111.078,111.084,111.067,111.181,111.15,111.142,111.051,111.176,111.134,111.064,111.118,111.067,111.085,111.133,111.077,111.089,111.127,111.099,111.055,111.118,111.001,111.15,111.102,111.154,111.084,111.124
FLQS30PHGRWY,-50.5504996487,-50.5484990353,-50.6185205051,-50.5825094635,-50.5835097702,-50.6505303198,-50.4394656038,-50.4784775655,-50.4064554823,-50.6495300131,-50.6175201984,-50.5825094635,-50.3744456675,-50.6195208118,-50.5474987286,-50.4054551756,-50.5134883004,-50.4494686709,-50.4754766454,-50.5855103836,-50.4114570159,-50.5174895272,-50.5504996487,-50.5164892205,-50.3754459743,-50.5484990353,-50.2594103958,-50.6155195849,-50.5474987286,-50.556501489,-50.4764769521,-50.4804781789,129.93260494,129.860595738,129.861595865,129.825591264,129.85959561,129.969609669,129.974610308,130.003614015,129.931604812,129.896600339,129.931604812,129.895600211,129.972610053,129.860595738,129.893599955,129.93260494,129.968609541,130.036618233,130.004614143,129.967609414,129.967609414,130.071622706,129.896600339,130.001613759,129.94160609,130.072622834,130.105627052,130.039618616,130.072622834,129.823591008,130.002613887,130.109627563,111.188,111.198,111.224,111.216,111.212,111.221,111.139,111.15,111.133,111.231,111.214,111.206,111.114,111.225,111.193,111.133,111.168,111.134,111.149,111.196,111.13,111.155,111.193,111.165,111.119,111.166,111.051,111.197,111.166,111.207,111.149,111.135
FLQS30NWGRWV,-50.5792184096,-50.5782186227,-50.6472039176,-50.6112115899,-50.6162105243,-50.6791970979,-50.4662424918,-50.5082335409,-50.4372486722,-50.6771975241,-50.6462041308,-50.6142109505,-50.39625741,-50.6482037045,-50.5772188358,-50.4332495247,-50.541226508,-50.4802395082,-50.5052341803,-50.6502032783,-50.4422476066,-50.5452256556,-50.5802181965,-50.5462254425,-50.4002565575,-50.5762190489,-50.3292716889,-50.6452043439,-50.5782186227,-50.5892162784,-50.507233754,-50.5122326884,129.965025242,129.893020796,129.892020734,129.859018697,129.889020549,129.999027342,129.969025489,130.034029503,129.964025181,129.927022896,129.963025119,129.927022896,129.967025366,129.891020673,129.89502092,129.961024995,130.001027466,130.066031479,130.035029565,129.999027342,129.99802728,130.104033826,129.929023019,130.035029565,129.937023513,130.103033764,130.13503574,130.071031788,130.101033641,129.820016288,130.033029442,130.105033888,111.38,111.39,111.417,111.408,111.405,111.413,111.336,111.342,111.325,111.423,111.406,111.399,111.309,111.417,111.389,111.324,111.36,111.327,111.341,111.402,111.322,111.346,111.385,111.357,111.315,111.358,111.259,111.389,111.359,111.405,111.342,111.333
FLQS30MRGRWY,-50.64296436,-50.64296436,-50.6760446812,-50.6780495491,-50.643966794,-50.7432077574,-50.4956065659,-50.5707891139,-50.4976114338,-50.7432077574,-50.6730373792,-50.6770471151,-50.4244337537,-50.7121323042,-50.6098840389,-50.4605213768,-50.5717915479,-50.5056309056,-50.5347014908,-50.644969228,-50.5036260377,-50.5747988498,-50.6088816049,-50.6078791709,-50.4284434896,-50.606876737,-50.3532609416,-50.7131347382,-50.605874303,-50.6489789639,-50.5336990569,-50.5747988498,129.84440903,129.807412902,129.77141667,129.737420228,129.804413216,129.881405157,129.841409344,129.913401808,129.84440903,129.808412797,129.842409239,129.841409344,129.837409762,129.772416565,129.806413007,129.832410286,129.880405262,129.982394586,129.948398145,129.875405785,129.880405262,130.018390819,129.806413007,129.913401808,129.808412797,130.018390819,130.049387574,129.946398354,129.97739511,129.704423682,129.911402017,130.019390714,111.117,111.123,111.141,111.147,111.124,111.15,111.062,111.08,111.062,111.161,111.13,111.131,111.035,111.155,111.11,111.05,111.085,111.045,111.061,111.114,111.059,111.066,111.11,111.094,111.041,111.078,110.977,111.129,111.084,111.141,111.066,111.066
FLQS30MKGRWV,-50.5665594692,-50.5645594866,-50.6685585806,-50.6335588855,-50.6345588768,-50.6645586155,-50.4515604711,-50.5255598264,-50.4555604362,-50.697558328,-50.6645586155,-50.6365588594,-50.3805610896,-50.6655586067,-50.5985591904,-50.4465605146,-50.5605595215,-50.4945600965,-50.5285598003,-50.6335588855,-50.4575604188,-50.527559809,-50.5985591904,-50.5625595041,-50.3855610461,-50.5965592079,-50.3475613771,-50.6615586416,-50.593559234,-50.6035591469,-50.5255598264,-50.5305597828,129.96833351,129.89832956,129.899329617,129.862327529,129.896329448,130.005335598,130.005335598,130.040337573,129.96833351,129.932331479,129.96833351,129.960333059,130.005335598,129.896329448,129.899329617,129.96833351,130.006335655,130.075339548,130.04133763,130.004335542,130.005335598,130.10834141,129.933331535,130.039337517,129.972333736,130.110341523,130.141343273,130.076339605,130.107341354,129.857327247,130.039337517,130.142343329,111.433,111.443,111.483,111.475,111.47,111.465,111.384,111.407,111.391,111.489,111.471,111.461,111.357,111.482,111.456,111.387,111.426,111.39,111.408,111.454,111.386,111.398,111.451,111.421,111.363,111.424,111.324,111.454,111.423,111.464,111.407,111.394
FLQS30MJGRWV,-50.6146578757,-50.6136562202,-50.684773766,-50.6507174765,-50.651719132,-50.7168267444,-50.5024724513,-50.5435403299,-50.4704194729,-50.7138217777,-50.6827704549,-50.6497158209,-50.4333582166,-50.6857754216,-50.6146578757,-50.4674145062,-50.578598275,-50.5134906626,-50.5435403299,-50.6527207876,-50.4774310619,-50.578598275,-50.6146578757,-50.6146578757,-50.4353615278,-50.6146578757,-50.3622406708,-50.684773766,-50.6126545646,-50.6206678092,-50.5415370188,-50.5455436411,129.855980768,129.782970096,129.782970096,129.746964833,129.780969804,129.889985738,129.860981499,129.925991001,129.855980768,129.816975066,129.855980768,129.817975213,129.858981206,129.782970096,129.784970388,129.853980475,129.890985884,129.959995972,129.925991001,129.888985592,129.888985592,129.994000942,129.818975359,129.925991001,129.829976967,129.995001088,130.027005766,129.959995972,129.991000503,129.713960009,129.924990855,130.033006643,111.125,111.136,111.163,111.155,111.151,111.159,111.081,111.088,111.07,111.169,111.151,111.144,111.055,111.163,111.136,111.069,111.106,111.071,111.088,111.135,111.068,111.091,111.131,111.115,111.06,111.105,111.003,111.137,111.104,111.149,111.087,111.073
FLQS30MEGRWV,-50.3125810232,-50.3125810232,-50.3822384732,-50.3444244289,-50.3464146418,-50.4110965596,-50.1991388903,-50.2389431475,-50.1712759103,-50.4091063467,-50.377262941,-50.3464146418,-50.1284863339,-50.377262941,-50.3105908103,-50.1603297396,-50.3095957039,-50.2419284668,-50.2429235732,-50.3503950675,-50.2061046353,-50.2767571918,-50.3135761296,-50.2767571918,-50.1314716532,-50.3095957039,-50.0638044161,-50.3782580475,-50.3095957039,-50.3155663425,-50.2399382539,-50.2389431475,130.064572986,129.994557067,129.993556839,129.95854888,129.992556612,130.099580946,130.072574806,130.136589361,130.064572986,130.029565027,130.063572759,130.028564799,130.073575033,129.992556612,129.997557749,130.067573669,130.101581401,130.171597321,130.134588906,130.099580946,130.101581401,130.204604826,130.029565027,130.135589133,130.042567983,130.204604826,130.239612785,130.170597093,130.204604826,129.925541375,130.135589133,130.2146071,111.106,111.116,111.143,111.134,111.13,111.138,111.061,111.067,111.051,111.148,111.131,111.124,111.034,111.141,111.115,111.047,111.099,111.063,111.069,111.115,111.059,111.071,111.112,111.081,111.039,111.084,110.984,111.115,111.084,111.128,111.067,111.055
FLQS30LFGRWY,-50.602784418,-50.602784418,-50.6724934531,-50.5679299005,-50.6376389356,-50.7073479707,-50.4982208654,-50.5330753829,-50.4633663478,-50.7073479707,-50.6724934531,-50.6376389356,-50.3588027952,-50.6724934531,-50.602784418,-50.3946531561,-50.5679299005,-50.4982208654,-50.5330753829,-50.6376389356,-50.4633663478,-50.4982208654,-50.5330753829,-50.5679299005,-50.4285118303,-50.602784418,-50.2890937601,-50.602784418,-50.602784418,-50.602784418,-50.5330753829,-50.5051917689,129.854499154,129.784479473,129.784479473,129.819489314,129.784479473,129.959528676,129.854499154,129.924518835,129.854499154,129.889508995,129.854499154,129.819489314,129.854499154,129.784479473,129.784479473,129.85950056,129.889508995,129.959528676,129.924518835,129.889508995,129.889508995,129.994538516,129.819489314,129.924518835,129.819489314,129.994538516,130.029548356,129.959528676,129.994538516,129.714459792,129.924518835,130.024546951,111.331,111.341,111.368,111.323,111.355,111.355,111.291,111.293,111.277,111.366,111.357,111.349,111.237,111.368,111.341,111.25,111.312,111.275,111.293,111.339,111.272,111.27,111.309,111.307,111.269,111.31,111.184,111.315,111.31,111.352,111.293,111.268
FLQS30KNGRWV,-50.7932163512,-50.7942183676,-50.9004321123,-50.8312929766,-50.8683675856,-50.934500672,-50.6809905077,-50.7180651167,-50.6509300139,-50.8944200136,-50.8643595198,-50.8282869273,-50.6088453226,-50.8653615363,-50.8312929766,-50.6439158987,-50.7561417422,-50.6900086558,-50.7260812484,-50.8302909602,-50.6509300139,-50.760149808,-50.7942183676,-50.7591477915,-50.6098473391,-50.8302909602,-50.5437142527,-50.8633575033,-50.7942183676,-50.7942183676,-50.723075199,-50.7210711661,129.992975846,129.92098915,129.889994878,129.883995986,129.92098915,130.025969748,130.001974183,130.032968455,129.991976031,129.955982683,129.991976031,129.953983052,130.000974368,129.919989334,129.891994508,129.997974922,129.997974922,130.095956814,130.061963096,129.997974922,130.027969379,130.127950901,129.954982867,130.05896365,129.96898028,130.101955705,130.166943695,130.096956629,130.131950162,129.853001715,130.061963096,130.142948129,111.29,111.301,111.347,111.321,111.33,111.339,111.246,111.256,111.236,111.334,111.317,111.309,111.219,111.328,111.32,111.232,111.275,111.235,111.254,111.304,111.23,111.257,111.296,111.267,111.224,111.288,111.169,111.302,111.27,111.312,111.253,111.24
FLQS30K5GRWY,-50.6779157574,-50.6739159219,-50.7449130019,-50.7099144413,-50.7479128786,-50.8119102465,-50.5669203223,-50.6399173201,-50.5359215972,-50.8109102877,-50.7429130842,-50.712914318,-50.4969232011,-50.7449130019,-50.712914318,-50.5299218439,-50.640917279,-50.6119184716,-50.6049187595,-50.712914318,-50.5379215149,-50.6439171556,-50.6769157985,-50.6799156751,-50.4989231188,-50.6759158396,-50.425926121,-50.7419131253,-50.6759158396,-50.6859154284,-50.6049187595,-50.6099185539,130.014545228,129.942527201,129.942527201,129.907518437,129.9405267,130.050554242,130.052554743,130.084562755,130.013544978,129.977535964,130.014545228,129.977535964,130.015545479,129.943527451,129.976535714,130.010544227,130.049553992,130.118571268,130.083562505,130.04655324,130.049553992,130.152579781,129.977535964,130.083562505,129.985537967,130.153580031,130.187588544,130.122572269,130.15057928,129.906518187,130.082562254,130.189589045,111.288,111.298,111.325,111.317,111.326,111.334,111.24,111.263,111.234,111.345,111.313,111.307,111.219,111.324,111.307,111.232,111.269,111.248,111.25,111.297,111.23,111.255,111.293,111.279,111.224,111.267,111.166,111.297,111.267,111.308,111.25,111.236
FLQS30K3GRWY,-50.7495194336,-50.7485189502,-50.8195532701,-50.7855368352,-50.7865373186,-50.8515687383,-50.6674797964,-50.6744831801,-50.5684319418,-50.8505682549,-50.8175523034,-50.7825353851,-50.5334150235,-50.7825353851,-50.7515204003,-50.5654304917,-50.6774846302,-50.6444686787,-50.6804860804,-50.7895387687,-50.608451277,-50.7125015485,-50.7465179834,-50.7135020319,-50.5974459598,-50.7515204003,-50.4953966551,-50.81655182,-50.7495194336,-50.7215058989,-50.6744831801,-50.679485597,129.967459208,129.897458961,129.896458958,129.862458837,129.895458954,130.004459339,129.963459194,130.038459459,129.966459205,129.930459078,129.969459216,129.932459085,129.970459219,129.896458958,129.898458965,129.966459205,129.969459216,130.072459579,130.038459459,130.001459329,130.003459336,130.10945971,129.934459092,130.039459463,129.928459071,130.107459703,130.142459827,130.07545959,130.1064597,129.828458717,130.038459459,130.113459724,111.22,111.23,111.257,111.249,111.245,111.253,111.189,111.181,111.151,111.264,111.246,111.238,111.137,111.243,111.231,111.15,111.192,111.164,111.183,111.23,111.161,111.185,111.224,111.195,111.168,111.2,111.097,111.229,111.199,111.23,111.181,111.171
FLQS30K1GRWY,-50.3089244135,-50.3109234171,-50.3798890425,-50.3449064789,-50.3459059807,-50.4488546678,-50.1979797119,-50.2759408536,-50.1669951556,-50.4448566605,-50.376890537,-50.3439069771,-50.1310130902,-50.3788895406,-50.3099239153,-50.1629971484,-50.2739418499,-50.2059757265,-50.2309632719,-50.349903988,-50.1679946574,-50.2769403554,-50.3079249117,-50.2759408536,-50.1320125921,-50.3109234171,-50.0610479631,-50.4158711078,-50.311922919,-50.3139219226,-50.2749413518,-50.2769403554,130.039083833,130.002087223,130.00408704,129.966090521,130.002087223,130.113077052,130.086079526,130.143074304,130.076080443,130.003087131,130.073080717,130.038083924,130.089079251,130.001087315,130.006086856,130.08407971,130.110077327,130.178071097,130.115076869,130.109077419,130.111077236,130.21306789,130.008086673,130.143074304,130.054082458,130.212067981,130.253064225,130.183070638,130.217067523,129.939092995,130.14507412,130.226066698,111.15,111.156,111.182,111.175,111.17,111.192,111.101,111.122,111.09,111.207,111.171,111.164,111.074,111.182,111.155,111.087,111.126,111.09,111.109,111.155,111.085,111.112,111.154,111.122,111.08,111.125,111.023,111.17,111.125,111.167,111.121,111.11
FLQS30JCGRWV,-50.2595969342,-50.2595969342,-50.3366223699,-50.3016108082,-50.3016108082,-50.3716339315,-50.1545622492,-50.1965761232,-50.1265529999,-50.3536279855,-50.3366223699,-50.3016108082,-50.0775368136,-50.3366223699,-50.2665992465,-50.1115480449,-50.2315876849,-50.1545622492,-50.1965761232,-50.2525946219,-50.1265529999,-50.2315876849,-50.2595969342,-50.2635982555,-50.0835387956,-50.2575962735,-49.9634991556,-50.3366223699,-50.2595969342,-50.2635982555,-50.1965761232,-50.1905741412,130.021144442,129.950183112,129.948184202,129.913203265,129.948184202,130.053127013,130.023143352,130.08810795,130.018146076,129.951182568,130.018146076,129.983165139,130.025142263,129.948184202,129.948184202,130.019145531,130.053127013,130.127086708,130.08810795,130.054126468,130.053127013,130.158069824,129.98716296,130.058124289,129.990161326,130.116092699,130.196049127,130.123088887,130.160068734,129.885218515,130.08810795,130.164066556,111.189,111.199,111.229,111.221,111.215,111.227,111.148,111.154,111.138,111.235,111.218,111.21,111.118,111.229,111.202,111.132,111.173,111.133,111.154,111.181,111.133,111.157,111.193,111.185,111.126,111.174,111.049,111.203,111.168,111.21,111.154,111.141
FLQS30J0GRWV,-50.1583809826,-50.1573809949,-50.2553797855,-50.1903805876,-50.1573809949,-50.2593797361,-50.0123827844,-50.1153815132,-49.975383241,-50.2563797731,-50.2233801804,-50.1943805383,-49.9433836359,-50.1903805876,-50.1853806493,-50.0143827597,-50.0863818711,-50.0593822043,-50.0453823771,-50.1933805506,-50.0203826856,-50.0913818094,-50.1593809702,-50.1633809208,-49.9813831669,-50.1853806493,-49.8703845368,-50.2553797855,-50.1553810196,-50.1653808962,-50.0853818835,-50.0933817847,129.986346679,129.914350364,129.956348214,129.878352206,129.947348675,130.018345041,129.986346679,130.096341049,129.956348214,129.948348624,129.983346832,129.984346781,129.983346832,129.948348624,129.886351797,129.978347088,130.020344939,130.089341407,130.026344631,130.018345041,130.021344887,130.160337773,129.948348624,130.054343198,129.955348265,130.166337466,130.193336084,130.06134284,130.123339667,129.847353793,130.054343198,130.162337671,110.996,111.007,111.038,111.025,111.002,111.031,110.94,110.964,110.931,111.04,111.022,111.011,110.914,111.014,111.022,110.942,110.964,110.943,110.947,111.005,110.939,110.945,111.003,110.988,110.933,110.98,110.855,111.023,110.975,111.02,110.959,110.945
FLQS30HZGRWY,-50.5293943518,-50.5293943518,-50.5973881543,-50.5643911619,-50.5663909796,-50.6313850555,-50.4164046505,-50.4554010961,-50.3854074759,-50.6253856024,-50.556391891,-50.5623913442,-50.3454111215,-50.599387972,-50.4903979062,-50.3784081139,-50.4923977239,-50.4254038303,-50.4574009138,-50.5683907973,-50.3854074759,-50.4943975417,-50.5293943518,-50.4943975417,-50.3464110303,-50.4923977239,-50.2384208734,-50.5973881543,-50.5293943518,-50.4903979062,-50.4544011872,-50.4574009138,129.952064734,129.880060819,129.879060765,129.843058808,129.879060765,129.985066528,129.964065386,130.023068594,129.951064679,129.883060982,129.951064679,129.914062668,129.961065223,129.877060656,129.881060874,129.959065114,129.957065006,130.055070334,130.023068594,129.986066582,129.987066637,130.089072182,129.917062831,130.020068431,129.932063646,130.092072345,130.125074139,130.058070497,130.091072291,129.814057231,130.022068539,130.101072834,111.277,111.288,111.314,111.306,111.302,111.311,111.232,111.238,111.222,111.324,111.287,111.295,111.205,111.315,111.272,111.218,111.262,111.222,111.239,111.287,111.216,111.243,111.282,111.253,111.21,111.242,111.14,111.287,111.256,111.283,111.238,111.227
FLQS30H6GRWV,-50.5132341475,-50.5152309548,-50.5831224028,-50.5491766788,-50.5511734861,-50.6160697232,-50.3994161316,-50.4423474885,-50.3744560404,-50.6140729159,-50.5821239991,-50.5491766788,-50.3315246836,-50.5841208064,-50.5162293584,-50.3664688113,-50.4772916161,-50.4113969754,-50.4443442958,-50.5511734861,-50.3754544441,-50.4782900198,-50.5132341475,-50.4802868271,-50.3335214909,-50.5112373402,-50.2666284465,-50.5801271918,-50.5122357438,-50.5182261657,-50.4433458921,-50.4433458921,130.019379787,129.948376303,129.948376303,129.913374586,129.945376156,130.054381505,130.031380376,130.09138332,130.019379787,129.980377873,130.019379787,129.982377971,130.029380278,129.947376254,129.950376401,130.025380082,130.055381554,130.125384989,130.089383222,130.053381455,130.054381505,130.158386608,129.985378119,130.089383222,129.996378658,130.161386755,130.191388227,130.125384989,130.157386559,129.881373015,130.090383271,130.166387,111.394,111.406,111.432,111.424,111.42,111.428,111.349,111.356,111.341,111.439,111.421,111.414,111.323,111.432,111.406,111.337,111.375,111.339,111.358,111.404,111.336,111.36,111.399,111.371,111.329,111.373,111.274,111.404,111.374,111.417,111.357,111.346
FLQS30GQGRWV,-729.238693075,-728.238189194,-729.238693075,-728.738441134,-728.738441134,-730.739448896,-726.737433372,-727.237685313,-726.237181432,-730.739448896,-729.238693075,-729.738945015,-725.736929491,-729.238693075,-728.238189194,-726.237181432,-727.737937253,-726.737433372,-727.237685313,-728.738441134,-726.237181432,-727.737937253,-728.238189194,-728.738441134,-725.736929491,-728.238189194,-724.73642561,-729.238693075,-728.238189194,-728.266775019,-727.237685313,-727.151927837,129.928987824,129.858964656,129.858964656,129.823953072,129.858964656,129.963999407,129.928987824,129.999010991,129.928987824,129.89397624,129.928987824,129.89397624,129.928987824,129.858964656,129.858964656,129.928987824,129.89397624,130.034022575,129.928987824,129.963999407,129.963999407,130.069034159,129.89397624,129.999010991,129.89397624,129.999010991,130.104045743,129.963999407,130.069034159,129.794943474,129.999010991,130.078037137,111.438,111.421,111.448,111.44,111.435,111.472,111.371,111.374,111.357,111.483,111.438,111.456,111.344,111.448,111.421,111.357,111.403,111.355,111.384,111.419,111.352,111.376,111.416,111.414,111.349,111.4,111.291,111.432,111.39,111.432,111.374,111.359
FLQS30GCGRWY,-50.7150214391,-50.7030155157,-50.7720495752,-50.736031805,-50.7370322987,-50.8020643838,-50.589959737,-50.628978988,-50.5749523327,-50.8200732689,-50.7680476008,-50.736031805,-50.5199251838,-50.7710490816,-50.7150214391,-50.5569434476,-50.6639962646,-50.6099696093,-50.6379834306,-50.7740505625,-50.5719508519,-50.6279784944,-50.7010145284,-50.6639962646,-50.5229266646,-50.7150214391,-50.3998659498,-50.7800535242,-50.6980130476,-50.7090184774,-50.6449868859,-50.6299794817,129.946811157,129.872774801,129.872774801,129.80274041,129.870773818,129.946811157,129.908792488,129.97982737,129.876776766,129.911793962,129.908792488,129.907791996,129.903790031,129.873775292,129.876776766,129.900788557,129.945810666,130.051862743,129.963819509,129.945810666,129.920798383,130.084878956,129.872774801,129.97982737,129.874775784,130.086879939,130.121897134,129.990832774,130.046860287,129.805741884,130.016845548,130.088880921,111.343,111.349,111.376,111.372,111.362,111.376,111.3,111.305,111.299,111.388,111.368,111.357,111.274,111.375,111.353,111.289,111.323,111.287,111.311,111.365,111.291,111.289,111.348,111.318,111.28,111.322,111.196,111.361,111.321,111.361,111.305,111.289
FLQS30G5GRWY,-50.4548217336,-50.4538219352,-50.5218082204,-50.4878150778,-50.4898146744,-50.5548015646,-50.3408447262,-50.3808366586,-50.3128503735,-50.552801968,-50.520808422,-50.4878150778,-50.2728584411,-50.5218082204,-50.4538219352,-50.3038521887,-50.4178291961,-50.3528423059,-50.3808366586,-50.491814271,-50.3148499701,-50.4188289944,-50.4558215319,-50.420828591,-50.2738582394,-50.4538219352,-50.2378655002,-50.520808422,-50.4528221369,-50.4588209268,-50.3828362552,-50.3858356501,130.068097148,129.997081807,129.996081591,129.962074245,129.995081375,130.104104926,130.073098228,130.137112056,130.068097148,130.031089153,130.067096932,130.032089369,130.073098228,129.996081591,129.998082023,130.067096932,130.104104926,130.172119618,130.137112056,130.101104278,130.102104494,130.205126749,130.031089153,130.137112056,130.04209153,130.209127613,130.242134743,130.174120051,130.206126965,129.930067331,130.137112056,130.213128477,111.155,111.165,111.192,111.183,111.179,111.188,111.111,111.117,111.101,111.198,111.181,111.173,111.085,111.192,111.165,111.097,111.136,111.101,111.117,111.164,111.097,111.121,111.161,111.132,111.09,111.134,111.046,111.165,111.134,111.177,111.117,111.107
FLQS30E9GRWY,-50.4029134469,-50.4029134469,-50.4659183388,-50.4329157763,-50.4359160093,-50.5019211341,-50.2899046725,-50.3309078561,-50.2589022654,-50.4959206682,-50.4679184941,-50.4359160093,-50.219899237,-50.4689185717,-50.3989131363,-50.2539018771,-50.3669106515,-50.2989053713,-50.3259074679,-50.4399163199,-50.2609024207,-50.3679107291,-50.4019133692,-50.3679107291,-50.22289947,-50.4019133692,-50.1128909286,-50.4669184164,-50.3999132139,-50.4079138351,-50.3289077008,-50.3349081667,130.059457586,129.987444598,129.99144532,129.950437924,129.988444779,130.095464081,130.071459751,130.129470214,130.060457767,130.021450732,130.057457226,130.023451092,130.071459751,129.985444237,129.99144532,130.06745903,130.095464081,130.162476167,130.133470936,130.129470214,130.097464441,130.200483022,130.025451453,130.129470214,130.040454159,130.198482661,130.233488975,130.165476708,130.201483202,129.957439186,130.130470394,130.242490598,111.201,111.211,111.235,111.229,111.224,111.234,111.156,111.163,111.146,111.242,111.226,111.219,111.129,111.237,111.209,111.143,111.182,111.146,111.16,111.205,111.141,111.167,111.206,111.177,111.135,111.18,111.064,111.21,111.179,111.218,111.162,111.148
FLQS30DZGRWV,-50.4122182555,-50.4112180925,-50.4792291797,-50.44322331,-50.4462237991,-50.5112343972,-50.2981996681,-50.3412066791,-50.2721954288,-50.5102342342,-50.4762286906,-50.4482241252,-50.2281882547,-50.4782290166,-50.4112180925,-50.2631939614,-50.3752122227,-50.3092014616,-50.339206353,-50.4452236361,-50.2741957549,-50.3762123858,-50.4122182555,-50.3772125488,-50.2321889069,-50.4092177664,-50.1581768414,-50.4422231469,-50.4092177664,-50.4182192338,-50.3402065161,-50.3452073313,130.045155971,129.97314924,129.975149427,129.940146155,129.971149053,130.112162234,130.047156158,130.115162515,130.045155971,130.009152605,130.045155971,130.040155503,130.045155971,129.974149333,129.975149427,130.038155316,130.08215943,130.15116588,130.116162608,130.080159243,130.079159149,130.183168872,130.008152512,130.113162328,130.014153073,130.185169059,130.218172144,130.183168872,130.182168778,129.905142883,130.113162328,130.218172144,111.377,111.388,111.414,111.405,111.402,111.406,111.334,111.34,111.324,111.42,111.402,111.392,111.307,111.413,111.387,111.321,111.358,111.322,111.339,111.385,111.319,111.343,111.383,111.354,111.313,111.355,111.254,111.368,111.356,111.401,111.34,111.326
FLQS30D5GRWQ,-50.7328681787,-50.6948660302,-50.7988719102,-50.7638699314,-50.766870101,-50.8328738325,-50.6208618464,-50.6598640514,-50.5898600937,-50.831873776,-50.7968717971,-50.7298680091,-50.5118556838,-50.7988719102,-50.7308680656,-50.584859811,-50.6948660302,-50.6278622422,-50.6618641645,-50.766870101,-50.5948603764,-50.6608641079,-50.7318681221,-50.6608641079,-50.5518579453,-50.727867896,-50.4778537615,-50.8258734367,-50.727867896,-50.701866426,-50.6228619595,-50.6638642776,129.902084872,129.828081975,129.831082092,129.797080761,129.828081975,129.936086203,129.905084989,129.971087573,129.903084911,129.865083423,129.902084872,129.865083423,129.894084559,129.832082132,129.833082171,129.898084715,129.938086281,130.006088943,129.972087612,129.936086203,129.936086203,130.038090196,129.864083384,129.971087573,129.874083776,130.042090352,130.074091605,129.992088395,130.039090235,129.762079391,129.971087573,130.04509047,111.377,111.374,111.413,111.405,111.402,111.411,111.334,111.339,111.322,111.421,111.402,111.382,111.294,111.413,111.387,111.321,111.357,111.322,111.34,111.385,111.32,111.329,111.383,111.34,111.312,111.355,111.254,111.399,111.355,111.386,111.325,111.329
