,Distance_X_LOGO_Camera_LD1,Distance_X_LOGO_Camera_LD2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_LD1,Distance_Y_LOGO_Camera_LD2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_LD1,Angle_Camera_LD2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-55.6630245658,-55.8070712104,-55.6320145243,-55.7290459446,-55.8080715343,-55.7690589014,-55.649020031,-55.7000365509,-55.6560222984,-55.6620242419,-55.6210109612,-55.7250446489,-55.6620242419,-55.7630569579,-55.6560222984,-55.63601582,-55.6560222984,-55.6560222984,-55.6260125808,-55.5960028632,-55.6540216506,-55.6250122569,-55.6210109612,-55.6270129047,-55.6900333117,-55.5589908781,-55.5259801887,-55.6210109612,-55.5579905542,-55.6470193831,-55.6220112851,-55.6470193831,141.193774304,141.203767776,141.087843496,141.130815427,141.12981608,141.157797803,141.165792581,141.126818038,141.19877104,141.161795192,141.196772345,141.231749499,141.197771693,141.16978997,141.19877104,141.20576647,141.19877104,141.19877104,141.197771693,141.156798456,141.231749499,141.230750152,141.196772345,141.328686181,141.197771693,141.235746888,141.088842843,141.196772345,141.196772345,141.193774304,141.200769734,141.193774304,111.683,111.732,111.687,111.715,111.743,111.725,111.682,111.705,111.68,111.687,111.668,111.7,111.682,111.721,111.68,111.672,111.68,111.68,111.67,111.665,111.675,111.665,111.668,111.652,111.692,111.641,111.649,111.668,111.646,111.677,111.668,111.677
FLQS30BJGRWV,-55.7249177161,-55.8329485749,-55.7329200019,-55.7979385743,-55.8679585754,-55.8439517179,-55.7349205733,-55.7569268594,-55.7689302882,-55.7679300024,-55.7329200019,-55.7999391458,-55.7699305739,-55.7999391458,-55.7689302882,-55.6598991436,-55.7689302882,-55.7689302882,-55.6939088584,-55.6639002865,-55.7279185732,-55.7349205733,-55.7329200019,-55.6949091442,-55.8019397172,-55.6268897145,-55.5928799997,-55.7329200019,-55.6308908575,-55.7259180018,-55.7309194304,-55.7259180018,141.190158057,141.221153262,141.08917368,141.156163316,141.119169039,141.185158831,141.188158367,141.115169658,141.227152334,141.189158212,141.222153108,141.295141817,141.23015187,141.191157903,141.227152334,141.225152644,141.227152334,141.227152334,141.225152644,141.187158521,141.255148004,141.256147849,141.222153108,141.356132381,141.227152334,141.301140888,141.116169503,141.222153108,141.224152798,141.217153881,141.22815218,141.217153881,111.414,111.448,111.431,111.445,111.474,111.457,111.418,111.436,111.425,111.43,111.413,111.426,111.425,111.441,111.425,111.387,111.425,111.425,111.399,111.393,111.406,111.409,111.413,111.381,111.436,111.365,111.378,111.413,111.377,111.411,111.411,111.411
FLQS30AEGRWV,-55.96902993,-56.0780553118,-55.9430238757,-56.0500487917,-56.0660525175,-56.0930588047,-55.9770317929,-56.0180413402,-55.9790322586,-56.0710536818,-55.9320213142,-56.0490485588,-55.9780320258,-56.0500487917,-55.9790322586,-55.905015027,-55.9790322586,-55.9790322586,-55.9420236428,-55.9060152598,-55.97603156,-55.9450243414,-55.9320213142,-55.9420236428,-56.0130401759,-55.8700068769,-55.8339984939,-55.9320213142,-55.869006644,-55.97603156,-55.9430238757,-55.97603156,141.181890377,141.217898766,141.110873833,141.177889445,141.108873367,141.208896668,141.214898066,141.141881056,141.248905989,141.22590063,141.219899232,141.282913912,141.249906222,141.213897833,141.248905989,141.251906688,141.248905989,141.248905989,141.249906222,141.18289061,141.281913679,141.282913912,141.219899232,141.352930223,141.218898999,141.286914844,141.148882687,141.219899232,141.218898999,141.24590529,141.249906222,141.24590529,111.742,111.775,111.743,111.77,111.786,111.782,111.74,111.764,111.736,111.771,111.723,111.756,111.735,111.765,111.736,111.709,111.736,111.736,111.723,111.719,111.73,111.719,111.723,111.708,111.752,111.692,111.699,111.723,111.701,111.735,111.723,111.735
FLQS309TGRWY,-55.8446838339,-55.9495930676,-55.8157089026,-55.9126250519,-55.9455965254,-55.9855619478,-55.8476812406,-55.8476812406,-55.8486803761,-55.8526769184,-55.8107132248,-55.9136241875,-55.846682105,-55.880652714,-55.8486803761,-55.7777417514,-55.8486803761,-55.8486803761,-55.8117123604,-55.7747443447,-55.8137106315,-55.812711496,-55.8107132248,-55.8107132248,-55.8836501207,-55.7018074489,-55.7107996689,-55.8107132248,-55.7417728712,-55.8147097671,-55.8087149537,-55.8147097671,141.239157961,141.281158603,141.134156357,141.172156937,141.133156341,141.172156937,141.229157808,141.168156876,141.272158465,141.232157854,141.265158358,141.275158511,141.241157991,141.239157961,141.272158465,141.272158465,141.272158465,141.272158465,141.275158511,141.172156937,141.296158832,141.275158511,141.265158358,141.338159473,141.27115845,141.275158511,141.136156387,141.265158358,141.209157502,141.260158282,141.241157991,141.260158282,111.591,111.622,111.595,111.624,111.641,111.65,111.594,111.602,111.588,111.595,111.575,111.61,111.591,111.603,111.588,111.563,111.588,111.588,111.574,111.576,111.572,111.574,111.575,111.565,111.6,111.536,111.558,111.575,111.559,111.578,111.578,111.578
FLQS309QGRWV,-56.0075443445,-56.1106318546,-55.9735154576,-56.0335664344,-56.109631005,-56.1126335538,-55.9935324499,-56.0415732313,-55.9965349987,-55.998536698,-55.9695120592,-56.065593622,-56.0065434949,-56.0555851259,-55.9965349987,-55.9354831723,-55.9965349987,-55.9965349987,-55.9715137584,-55.9304789243,-56.003540946,-55.9645078111,-55.9695120592,-55.9695120592,-56.0305638856,-55.9004534359,-55.8674253987,-55.9695120592,-55.8904449398,-56.0045417956,-55.9665095103,-56.0045417956,141.159092869,141.197088856,141.053104062,141.129096037,141.092099944,141.168091918,141.164092341,141.093099838,141.168091918,141.129096037,141.196088962,141.201088434,141.197088856,141.135095403,141.168091918,141.195089067,141.168091918,141.168091918,141.196088962,141.099099204,141.2250859,141.202088328,141.196088962,141.268081359,141.16609213,141.236084738,141.094099732,141.196088962,141.210087483,141.190089595,141.201088434,141.190089595,111.618,111.649,111.621,111.631,111.663,111.654,111.613,111.639,111.613,111.619,111.599,111.633,111.613,111.638,111.613,111.588,111.613,111.613,111.6,111.599,111.607,111.597,111.599,111.59,111.625,111.57,111.578,111.599,111.57,111.613,111.598,111.613
FLQS309NGRWM,-55.5879246969,-55.6948764517,-55.5589377727,-55.6628908802,-55.7068710411,-55.6948764517,-55.5939219916,-55.6289062104,-55.5989197371,-55.6019183844,-55.5569386745,-55.6618913311,-55.5989197371,-55.6598922329,-55.5989197371,-55.5239535538,-55.5989197371,-55.5989197371,-55.5599373218,-55.5279517502,-55.5879246969,-55.5599373218,-55.5569386745,-55.5609368709,-55.6299057595,-55.489968884,-55.4549846652,-55.5569386745,-55.4859706876,-55.5869251478,-55.5579382236,-55.5869251478,141.176436524,141.211420277,141.106469017,141.176436524,141.17243838,141.174437452,141.206422598,141.137454627,141.276390104,141.236408672,141.244404959,141.243405423,141.279388712,141.211420277,141.276390104,141.247403566,141.276390104,141.276390104,141.24640403,141.208421669,141.276390104,141.27738964,141.244404959,141.350355754,141.245404494,141.284386391,141.144451378,141.244404959,141.248403102,141.240406815,141.247403566,141.240406815,111.428,111.461,111.428,111.455,111.47,111.466,111.426,111.448,111.418,111.425,111.408,111.445,111.418,111.449,111.418,111.396,111.418,111.418,111.409,111.403,111.415,111.404,111.408,111.395,111.433,111.379,111.386,111.408,111.383,111.419,111.408,111.419
FLQS308YGRWQ,-55.8159821674,-55.9209576842,-55.7799905616,-55.8829665448,-55.9189581505,-55.9189581505,-55.8099835664,-55.8499742395,-55.817981701,-55.8199812347,-55.7819900953,-55.8839663116,-55.817981701,-55.8839663116,-55.817981701,-55.7509973237,-55.817981701,-55.817981701,-55.7839896289,-55.7459984895,-55.817981701,-55.7809903285,-55.7819900953,-55.7809903285,-55.8519737732,-55.7160054847,-55.6840129463,-55.7819900953,-55.7150057179,-55.8219807684,-55.777991028,-55.8219807684,141.150433293,141.189439492,141.006410403,141.121428683,141.075421371,141.106426298,141.150433293,141.040415807,141.184438697,141.144432339,141.177437584,141.219444261,141.186439015,141.151433451,141.184438697,141.186439015,141.184438697,141.184438697,141.189439492,141.082422483,141.212443148,141.175437266,141.177437584,141.276453321,141.184438697,141.230446009,141.079422007,141.177437584,141.149433134,141.21044283,141.227445532,141.21044283,111.562,111.594,111.57,111.59,111.609,111.605,111.56,111.59,111.558,111.565,111.547,111.577,111.558,111.586,111.558,111.534,111.558,111.558,111.546,111.547,111.554,111.547,111.547,111.533,111.57,111.516,111.526,111.547,111.527,111.556,111.538,111.556
FLQS3084GRWM,-55.8088538054,-55.9159168317,-55.7748337783,-55.8808962156,-55.925922722,-55.9139156536,-55.8058520383,-55.8478767776,-55.8058520383,-55.8058520383,-55.7748337783,-55.8808962156,-55.8068526273,-55.8798956266,-55.8058520383,-55.7388125732,-55.8058520383,-55.8058520383,-55.7758343673,-55.7388125732,-55.8068526273,-55.7768349564,-55.7748337783,-55.7748337783,-55.8458755995,-55.6967878339,-55.6627678068,-55.7748337783,-55.699789601,-55.8078532163,-55.7728326002,-55.8078532163,141.199360024,141.233359147,141.097362653,141.163360952,141.162360978,141.1653609,141.160361029,141.125361932,141.203359921,141.164360926,141.233359147,141.266358297,141.206359843,141.19836005,141.203359921,141.235359096,141.203359921,141.203359921,141.268358245,141.166360875,141.266358297,141.266358297,141.233359147,141.337356467,141.234359122,141.237359044,141.103362499,141.233359147,141.202359947,141.231359199,141.232359173,141.231359199,111.332,111.365,111.335,111.363,111.378,111.374,111.337,111.356,111.331,111.336,111.315,111.348,111.331,111.357,111.331,111.302,111.331,111.331,111.311,111.312,111.322,111.312,111.315,111.301,111.341,111.288,111.294,111.315,111.293,111.327,111.315,111.327
FLQS307KGRWV,-55.641111958,-55.747138849,-55.6091038399,-55.7121299699,-55.7571413859,-55.7531403712,-55.6421122117,-55.6791215982,-55.6441127191,-55.6461132264,-55.6071033326,-55.7071287015,-55.6431124654,-55.7141304773,-55.6441127191,-55.5740949608,-55.6441127191,-55.6441127191,-55.6081035862,-55.5730947071,-55.6391114506,-55.6091038399,-55.6071033326,-55.6081035862,-55.6781213445,-55.5400863354,-55.50607771,-55.6071033326,-55.5370855743,-55.6431124654,-55.6041025715,-55.6431124654,141.195565652,141.229566269,141.090563744,141.159564997,141.160565016,141.194565633,141.191565579,141.123564343,141.229566269,141.192565597,141.228566251,141.233566342,141.229566269,141.229566269,141.229566269,141.230566288,141.229566269,141.229566269,141.229566269,141.161565034,141.226566215,141.262566869,141.228566251,141.329568087,141.230566288,141.264566905,141.126564398,141.228566251,141.237566415,141.224566179,141.232566324,141.224566179,111.41,111.442,111.413,111.44,111.455,111.449,111.411,111.433,111.406,111.412,111.393,111.428,111.406,111.431,111.406,111.381,111.406,111.406,111.393,111.39,111.405,111.389,111.393,111.38,111.418,111.365,111.372,111.393,111.367,111.406,111.392,111.406
FLQS3072GRWV,-55.7962566029,-55.9012025401,-55.7692705047,-55.8352365224,-55.9081989359,-55.9141958466,-55.8022535136,-55.8422329182,-55.8042524838,-55.8042524838,-55.7652725643,-55.8332375522,-55.8032529987,-55.8722174717,-55.8042524838,-55.7312900703,-55.8042524838,-55.8042524838,-55.7682710196,-55.7262926447,-55.8022535136,-55.763273594,-55.7652725643,-55.7662720494,-55.8382349777,-55.6973075764,-55.6603266271,-55.7652725643,-55.6903111806,-55.7622741089,-55.7672715345,-55.7622741089,141.17526861,141.213274335,141.105258062,141.167267404,141.134262432,141.204272979,141.200272377,141.129261679,141.240278404,141.204272979,141.238278102,141.271283075,141.242278705,141.204272979,141.240278404,141.243278856,141.240278404,141.240278404,141.240278404,141.145264089,141.271283075,141.241278554,141.238278102,141.313289403,141.240278404,141.276283828,141.144263939,141.238278102,141.210273883,141.2342775,141.2342775,141.2342775,111.542,111.573,111.542,111.556,111.587,111.579,111.54,111.564,111.535,111.54,111.522,111.541,111.535,111.564,111.535,111.509,111.535,111.535,111.523,111.521,111.53,111.521,111.522,111.512,111.547,111.493,111.498,111.522,111.5,111.521,111.523,111.521
FLQS305NGRWM,-55.957604288,-56.061560824,-55.9266172436,-56.0255758692,-56.0635599882,-56.0975457788,-55.9566047059,-55.9915900786,-55.9556051238,-55.95860387,-55.9186205869,-56.0245762872,-55.9566047059,-56.0285746155,-55.9556051238,-55.8856343784,-55.9556051238,-55.9556051238,-55.9216193332,-55.8866339604,-55.9596034521,-55.9146222586,-55.9186205869,-55.9216193332,-55.9925896607,-55.854647334,-55.8196619612,-55.9186205869,-55.842652349,-55.9606030342,-55.9166214228,-55.9606030342,141.25524053,141.250239601,141.151221206,141.185227524,141.144219906,141.222234398,141.244238486,141.141219348,141.251239787,141.215233098,141.248239229,141.327253907,141.253240158,141.258241087,141.251239787,141.253240158,141.251239787,141.251239787,141.252239972,141.183227152,141.311250935,141.326253722,141.248239229,141.35525911,141.251239787,141.290247033,141.148220649,141.248239229,141.225234956,141.278244803,141.297248333,141.278244803,111.627,111.665,111.631,111.661,111.68,111.681,111.628,111.655,111.627,111.633,111.615,111.641,111.627,111.652,111.627,111.603,111.627,111.627,111.615,111.612,111.62,111.602,111.615,111.601,111.64,111.586,111.594,111.615,111.591,111.625,111.607,111.625
FLQS305DGRWM,-55.6674499553,-55.7704119461,-55.6764466341,-55.7434219097,-55.7884053037,-55.7864060418,-55.6744473721,-55.7104340874,-55.7124333493,-55.7114337183,-55.6754470031,-55.7394233858,-55.7124333493,-55.7784089939,-55.7124333493,-55.6404599188,-55.7124333493,-55.7124333493,-55.6774462651,-55.6034735726,-55.6704488482,-55.6724481102,-55.6754470031,-55.6374610259,-55.7094344564,-55.5654875954,-55.5305005112,-55.6754470031,-55.5994750487,-55.6684495862,-55.6754470031,-55.6684495862,141.19440158,141.193401578,141.096401302,141.158401478,141.152401461,141.188401563,141.192401575,141.117401361,141.230401683,141.195401583,141.22940168,141.227401674,141.234401694,141.196401586,141.230401683,141.234401694,141.230401683,141.230401683,141.234401694,141.192401575,141.258401762,141.228401677,141.22940168,141.361402055,141.226401671,141.265401782,141.126401387,141.22940168,141.233401691,141.22240166,141.230401683,141.22240166,111.601,111.638,111.618,111.633,111.65,111.644,111.604,111.627,111.612,111.617,111.599,111.622,111.612,111.64,111.612,111.586,111.612,111.612,111.599,111.579,111.593,111.598,111.599,111.568,111.612,111.556,111.562,111.599,111.572,111.598,111.599,111.598
FLQS3057GRWM,-55.7813432349,-55.8513373916,-55.7113490782,-55.8163403132,-55.8403383098,-55.8133405637,-55.7043496625,-55.7833430679,-55.7473460731,-55.7493459061,-55.7083493286,-55.8113407306,-55.74534624,-55.8123406472,-55.7473460731,-55.6723523337,-55.7473460731,-55.7473460731,-55.7103491617,-55.6733522502,-55.6973502468,-55.7063494956,-55.7083493286,-55.7083493286,-55.7773435688,-55.6383551719,-55.6033580935,-55.7083493286,-55.6263561736,-55.74534624,-55.7083493286,-55.74534624,141.309854998,141.372897316,141.23480462,141.301849625,141.23480462,141.299848281,141.329868432,141.2638241,141.370895972,141.332870448,141.369895301,141.375899331,141.373897988,141.336873134,141.370895972,141.374898659,141.370895972,141.370895972,141.371896644,141.306852983,141.363891271,141.372897316,141.369895301,141.44594635,141.340875821,141.409922169,141.27583216,141.369895301,141.311856342,141.364891942,141.372897316,141.364891942,111.536,111.551,111.521,111.549,111.567,111.548,111.506,111.543,111.515,111.521,111.501,111.537,111.514,111.543,111.515,111.488,111.515,111.515,111.502,111.498,111.499,111.5,111.501,111.491,111.53,111.472,111.478,111.501,111.481,111.515,111.501,111.515
FLQS3052GRWY,-55.496767655,-55.602662265,-55.4687954939,-55.5627020348,-55.5966682304,-55.5716930866,-55.4977666608,-55.5387258967,-55.4947696435,-55.4957686493,-55.4588054364,-55.5647000463,-55.5437209255,-55.557707006,-55.4947696435,-55.4727915169,-55.4947696435,-55.4947696435,-55.5077567183,-55.4707935054,-55.4857785917,-55.4628014594,-55.4588054364,-55.4647994709,-55.5287358391,-55.3938700623,-55.3619018782,-55.4588054364,-55.3848790105,-55.5027616895,-55.4628014594,-55.5027616895,141.203947222,141.235943131,141.128956809,141.171951312,141.127956937,141.1939485,141.229943898,141.161952591,141.23994262,141.201947477,141.237942875,141.273938273,141.247941597,141.208946583,141.23994262,141.249941341,141.23994262,141.23994262,141.249941341,141.180950162,141.268938913,141.271938529,141.237942875,141.369926001,141.237942875,141.280937379,141.17095144,141.237942875,141.210946327,141.259940063,141.270938657,141.259940063,111.342,111.374,111.342,111.369,111.388,111.369,111.338,111.362,111.336,111.342,111.324,111.356,111.352,111.363,111.336,111.327,111.336,111.336,111.339,111.336,111.329,111.321,111.324,111.308,111.348,111.295,111.299,111.324,111.302,111.336,111.321,111.336
FLQS304WGRWM,-57.8876800768,-58.000121397,-57.8979957942,-57.9629848142,-58.0403526951,-57.9959951101,-57.8928379355,-57.9640163859,-57.9310060901,-57.9341008053,-57.8928379355,-58.000121397,-57.9330692336,-57.9650479577,-57.9310060901,-57.8608592114,-57.9310060901,-57.9310060901,-57.8969642225,-57.8598276396,-57.8959326507,-57.8577644961,-57.8928379355,-57.8938695072,-57.9299745183,-57.8278489155,-57.7504810346,-57.8928379355,-57.7865860457,-57.8959326507,-57.8918063638,-57.8959326507,141.236373746,141.303390056,141.163355975,141.238374233,141.201365226,141.200364982,141.263380319,141.171357923,141.305390543,141.267381293,141.302389813,141.31039176,141.30739103,141.270382023,141.305390543,141.3043903,141.305390543,141.305390543,141.306390787,141.235373503,141.330396629,141.334397603,141.302389813,141.376407827,141.303390056,141.344400037,141.200364982,141.302389813,141.27238251,141.295388109,141.31039176,141.295388109,111.725,111.754,111.739,111.751,111.782,111.767,111.723,111.76,111.73,111.737,111.718,111.753,111.731,111.747,111.73,111.706,111.73,111.73,111.718,111.716,111.715,111.701,111.718,111.708,111.73,111.69,111.683,111.718,111.686,111.72,111.716,111.72
FLQS3047GRWM,-55.741932513,-55.8480180265,-55.7089058909,-55.8129897909,-55.8570252871,-55.8550236737,-55.7459357399,-55.7789623621,-55.7449349332,-55.7469365467,-55.7089058909,-55.8139905977,-55.7439341265,-55.8129897909,-55.7449349332,-55.6728768486,-55.7449349332,-55.7449349332,-55.7079050842,-55.6718760418,-55.7409317063,-55.7099066976,-55.7089058909,-55.7489381601,-55.7809639755,-55.637848613,-55.6038211841,-55.7089058909,-55.637848613,-55.7399308996,-55.7069042774,-55.7399308996,141.23965602,141.273652086,141.132668401,141.205659954,141.205659954,141.23965602,141.264653128,141.167664351,141.272652202,141.236656367,141.272652202,141.305648384,141.273652086,141.242655673,141.272652202,141.274651971,141.272652202,141.272652202,141.274651971,141.20466007,141.303648615,141.303648615,141.272652202,141.34664364,141.272652202,141.312647574,141.170664004,141.272652202,141.282651045,141.268652665,141.277651623,141.268652665,111.608,111.641,111.612,111.638,111.654,111.648,111.606,111.631,111.605,111.611,111.592,111.624,111.604,111.633,111.605,111.579,111.605,111.605,111.592,111.589,111.599,111.588,111.592,111.596,111.617,111.562,111.569,111.592,111.566,111.604,111.591,111.604
FLQS303BGRWM,-55.4949066785,-55.6019045705,-55.4629073089,-55.6079044523,-55.6099044129,-55.6079044523,-55.4939066982,-55.529905989,-55.4969066391,-55.5339059102,-55.4949066785,-55.5669052601,-55.4959066588,-55.606904472,-55.4969066391,-55.4289079788,-55.4969066391,-55.4969066391,-55.5429057329,-55.4309079394,-55.4919067376,-55.4639072892,-55.4949066785,-55.4639072892,-55.569905201,-55.392908688,-55.3599093381,-55.4949066785,-55.3879087865,-55.4909067573,-55.4579074075,-55.4909067573,141.223618181,141.256606413,141.11965527,141.227616755,141.189630307,141.223618181,141.224617825,141.151643858,141.259605343,141.189630307,141.223618181,141.293593218,141.259605343,141.229616042,141.259605343,141.294592861,141.259605343,141.259605343,141.237613189,141.225617468,141.290594287,141.289594644,141.223618181,141.363568254,141.230615685,141.298591434,141.154642788,141.223618181,141.230615685,141.252607839,141.260604986,141.252607839,111.37,111.403,111.373,111.409,111.415,111.41,111.369,111.392,111.366,111.388,111.37,111.386,111.365,111.408,111.366,111.337,111.366,111.366,111.385,111.347,111.36,111.35,111.37,111.34,111.395,111.324,111.332,111.37,111.331,111.364,111.352,111.364
FLQS3024GRWM,-55.6825670611,-55.7905526464,-55.6515711987,-55.7575570509,-55.7945521125,-55.7925523794,-55.7205619893,-55.7245614554,-55.7255613219,-55.7245614554,-55.6845667942,-55.7565571844,-55.7265611885,-55.7575570509,-55.7255613219,-55.6525710652,-55.7255613219,-55.7255613219,-55.6915658599,-55.6175757367,-55.6845667942,-55.6505713322,-55.6845667942,-55.6515711987,-55.7225617223,-55.5805806751,-55.546585213,-55.6845667942,-55.5815805416,-55.6835669277,-55.6475717326,-55.6835669277,141.325136262,141.359138219,141.220130216,141.288134131,141.250131944,141.288134131,141.323136147,141.250131944,141.362138392,141.327136377,141.328136434,141.390140004,141.336136895,141.323136147,141.362138392,141.364138507,141.362138392,141.362138392,141.396140349,141.325136262,141.393140177,141.391140062,141.328136434,141.464144265,141.359138219,141.395140292,141.255132231,141.328136434,141.324136204,141.356138046,141.357138104,141.356138046,111.64,111.673,111.643,111.671,111.689,111.683,111.653,111.665,111.649,111.654,111.64,111.657,111.653,111.666,111.649,111.623,111.649,111.649,111.633,111.617,111.631,111.619,111.64,111.609,111.649,111.594,111.601,111.64,111.604,111.636,111.623,111.636
FLQS301GGRWM,-55.9393618448,-56.0453019272,-55.9063804983,-56.0093222766,-56.0323092756,-56.046301362,-55.9323658016,-55.9773403649,-55.9403612795,-55.942360149,-55.9403612795,-56.0083228418,-55.9393618448,-56.0063239724,-55.9403612795,-55.865403674,-55.9403612795,-55.9403612795,-55.9023827594,-55.8624053698,-55.9343646711,-55.9003838899,-55.9403612795,-55.8993844552,-55.9753414954,-55.8294240233,-55.7964426769,-55.9403612795,-55.8244268496,-55.9233708889,-55.942360149,-55.9233708889,141.172224097,141.208222369,141.068229089,141.180223713,141.069229041,141.136225825,141.170224193,141.099227601,141.206222465,141.171224145,141.207222417,141.24322069,141.210222273,141.173224049,141.206222465,141.210222273,141.206222465,141.206222465,141.208222369,141.111227025,141.26821949,141.24322069,141.207222417,141.281218866,141.206222465,141.24822045,141.110227073,141.207222417,141.178223809,141.170224193,141.208222369,141.170224193,111.444,111.476,111.447,111.468,111.491,111.487,111.442,111.468,111.44,111.446,111.44,111.459,111.439,111.468,111.44,111.413,111.44,111.44,111.426,111.426,111.429,111.421,111.44,111.415,111.452,111.395,111.403,111.44,111.403,111.439,111.44,111.439
FLQS301EGRWQ,-55.6297681881,-55.7327807211,-55.5967641726,-55.6997767056,-55.7447821812,-55.7057774357,-55.5887631992,-55.6587717168,-55.626767823,-55.6327685531,-55.5907634425,-55.6997767056,-55.6327685531,-55.698776584,-55.626767823,-55.5607597922,-55.626767823,-55.626767823,-55.5957640509,-55.5647602789,-55.6257677013,-55.5947639293,-55.5907634425,-55.5967641726,-55.6607719601,-55.526755655,-55.4847505445,-55.5907634425,-55.5297560201,-55.6177667279,-55.5937638076,-55.6177667279,141.280910262,141.31391468,141.172895805,141.248905979,141.241905042,141.272909192,141.281910396,141.20790049,141.317915216,141.279910129,141.314914814,141.311914412,141.314914814,141.28291053,141.317915216,141.318915349,141.317915216,141.317915216,141.319915483,141.275909593,141.349919499,141.349919499,141.314914814,141.415928334,141.315914948,141.356920436,141.172895805,141.314914814,141.314914814,141.311914412,141.316915082,141.311914412,111.63,111.662,111.634,111.66,111.676,111.658,111.616,111.651,111.624,111.632,111.612,111.651,111.627,111.654,111.624,111.601,111.624,111.624,111.613,111.608,111.62,111.609,111.612,111.6,111.636,111.584,111.594,111.612,111.59,111.622,111.613,111.622
FLQS300VGRWQ,-55.5108492342,-55.6149051871,-55.479832556,-55.5798863568,-55.5868901228,-55.5848890468,-55.4708277139,-55.5078476202,-55.4738293279,-55.5148513862,-55.4768309419,-55.5418659125,-55.5138508482,-55.5408653745,-55.4738293279,-55.4448137257,-55.4738293279,-55.4738293279,-55.478832018,-55.4448137257,-55.4708277139,-55.4778314799,-55.4768309419,-55.4778314799,-55.5478691405,-55.4117959714,-55.3797787551,-55.4768309419,-55.3697733751,-55.4708277139,-55.4338078076,-55.4708277139,141.225055742,141.256055315,141.149056788,141.224055756,141.221055797,141.254055343,141.25205537,141.180056362,141.289054861,141.25205537,141.286054902,141.322054407,141.29205482,141.257055302,141.289054861,141.291054833,141.289054861,141.289054861,141.293054806,141.220055811,141.317054476,141.32105442,141.286054902,141.36105387,141.291054833,141.331054283,141.187056265,141.286054902,141.296054765,141.279054999,141.293054806,141.279054999,111.417,111.45,111.417,111.441,111.444,111.439,111.399,111.422,111.395,111.415,111.397,111.414,111.409,111.423,111.395,111.385,111.395,111.395,111.396,111.395,111.39,111.392,111.397,111.387,111.421,111.368,111.376,111.397,111.357,111.395,111.381,111.395
FLQS300RGRWY,-56.0845802723,-56.2356303137,-56.0965842491,-56.2016190461,-56.2406319707,-56.2726425755,-56.1295951853,-56.1716091041,-56.1335965109,-56.1365975051,-56.0965842491,-56.2016190461,-56.1315958481,-56.2016190461,-56.1335965109,-56.0605723187,-56.1335965109,-56.1335965109,-56.0955839177,-56.0595719873,-56.0915825921,-56.0965842491,-56.0965842491,-56.0945835863,-56.1686081099,-56.0275613825,-55.9935501149,-56.0965842491,-56.0245603883,-56.1345968423,-56.0955839177,-56.1345968423,141.056024352,141.097026393,140.953019222,141.022022658,140.985020816,140.989021015,141.049024003,140.980020567,141.089025995,141.050024053,141.084025746,141.124027738,141.093026194,141.054024252,141.089025995,141.092026144,141.089025995,141.089025995,141.093026194,141.022022658,141.11302719,141.119027489,141.084025746,141.190031025,141.087025895,141.130028037,140.992021164,141.084025746,141.061024601,141.079025497,141.092026144,141.079025497,111.5,111.547,111.518,111.546,111.564,111.575,111.517,111.541,111.512,111.519,111.5,111.531,111.511,111.541,111.512,111.486,111.512,111.512,111.498,111.496,111.494,111.495,111.5,111.485,111.525,111.469,111.477,111.5,111.478,111.514,111.499,111.514
