,Distance_X_LOGO_MainBoard_LU1,Distance_X_LOGO_MainBoard_LU2,Distance_X_LOGO_MainBoard_LU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LU1,Distance_Y_LOGO_MainBoard_LU2,Distance_Y_LOGO_MainBoard_LU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LU1,Angle_MainBoard_LU2,Angle_MainBoard_LU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-30.6876439379,-30.6266108356,-30.6266108356,-30.4265023036,-30.6246097503,-30.6246097503,-30.6946477366,-30.5955940132,-30.6976493645,-30.6576276581,-30.6246097503,-30.625610293,-30.5205533136,-30.6946477366,-30.7977036306,-30.7686878934,-30.6236092077,-30.6566271155,-30.7636851801,-30.731667815,-30.4034898224,-30.6596287434,-30.7336689003,-30.6596287434,-30.6045988971,-30.6266108356,-30.6476222315,-30.3704719146,-30.6516244022,-30.6596287434,-30.731667815,-30.7997047159,131.258599922,131.473617286,131.332605898,131.314604444,131.333605979,131.264600406,131.509620193,131.5456231,131.298603152,131.33460606,131.404611713,131.54462302,131.437614378,131.368608805,131.509620193,131.333605979,131.403611632,131.43961454,131.542622858,131.474617366,131.497619224,131.473617286,131.43961454,131.368608805,131.389610501,131.474617366,131.563624554,131.465616639,131.566624796,131.473617286,131.367608725,131.506619951,103.127,103.081,103.094,103.013,103.094,103.1,103.106,103.061,103.127,103.107,103.087,103.074,103.041,103.119,103.148,103.153,103.086,103.097,103.131,103.124,102.986,103.094,103.128,103.105,103.08,103.081,103.081,102.976,103.082,103.095,103.134,103.149
FLQS300LGRWM,-30.8095871724,-30.7495665474,-30.7465655161,-30.5454964223,-30.7455651724,-30.7445648286,-30.8155892349,-30.7155548598,-30.8155892349,-30.7815775474,-30.7455651724,-30.7495665474,-30.6445304536,-30.8095871724,-30.9186246412,-30.8866136412,-30.7425641411,-30.7805772036,-30.8506012662,-30.8496009224,-30.5244892035,-30.7795768599,-30.8496009224,-30.7765758286,-30.7245579536,-30.7485662036,-30.7655720474,-30.4914778597,-30.7665723911,-30.7815775474,-30.8506012662,-30.8846129537,131.24646415,131.46047306,131.289465941,131.267465025,131.290465982,131.22146311,131.46647331,131.500474726,131.254464484,131.31946719,131.389470104,131.530475975,131.422471478,131.32546744,131.465473268,131.291466024,131.389470104,131.424471561,131.499474684,131.430471811,131.453472769,131.431471853,131.395470354,131.32546744,131.37446948,131.459473019,131.522475642,131.452472727,131.549476766,131.430471811,131.326467481,131.463473185,103.012,102.967,102.982,102.901,102.981,102.988,102.993,102.949,103.014,102.993,102.972,102.96,102.927,103.005,103.036,103.04,102.971,102.983,103.005,103.011,102.874,102.982,103.014,102.991,102.965,102.966,102.967,102.861,102.965,102.983,103.022,103.022
FLQS3009GRWQ,-30.8670632123,-30.8060532047,-30.8030527125,-30.5750153069,-30.8040528765,-30.8060532047,-30.8730641967,-30.7720476266,-30.8770648529,-30.8390586186,-30.8020525484,-30.8040528765,-30.7010359784,-30.8760646888,-30.9810819151,-30.9480765011,-30.8030527125,-30.8370582905,-30.912070595,-30.9090701028,-30.5830166193,-30.8390586186,-30.9110704309,-30.8410589468,-30.7580453298,-30.8050530406,-30.7970517281,-30.5210064476,-30.7960515641,-30.8430592749,-30.912070595,-30.9470763371,131.233385722,131.448379801,131.307383684,131.258385033,131.308383656,131.238385584,131.484378809,131.518377873,131.272384648,131.308383656,131.378381728,131.518377873,131.411380819,131.34238272,131.483378837,131.308383656,131.377381756,131.413380764,131.5173779,131.448379801,131.441379993,131.448379801,131.413380764,131.34238272,131.363382141,131.449379773,131.538377322,131.47237914,131.569376468,131.447379828,131.34238272,131.479378947,103.332,103.286,103.298,103.208,103.299,103.306,103.31,103.265,103.332,103.313,103.291,103.278,103.246,103.325,103.355,103.358,103.291,103.302,103.323,103.328,103.194,103.299,103.333,103.31,103.274,103.285,103.273,103.166,103.27,103.301,103.34,103.341
FLQS2F0LGRX5,-30.799576845,-30.7405814865,-30.7395815652,-30.5105995803,-30.7375817225,-30.7365818012,-30.8095760583,-30.7055842399,-30.8095760583,-30.7735788904,-30.7405814865,-30.7425813291,-30.6345898254,-30.8065762943,-30.9125679555,-30.8795705515,-30.7405814865,-30.7745788117,-30.8445733049,-30.8435733836,-30.512599423,-30.7765786544,-30.8465731476,-30.7755787331,-30.7145835319,-30.7435812505,-30.7595799918,-30.4806019404,-30.7235828239,-30.7715790478,-30.8445733049,-30.8775707089,131.156524378,131.373515319,131.231521247,131.18352325,131.234521121,131.165524002,131.410513774,131.446512271,131.198522624,131.234521121,131.304518199,131.444512355,131.337516821,131.268519702,131.411513732,131.236521038,131.304518199,131.339516738,131.444512355,131.37251536,131.36151582,131.374515277,131.339516738,131.268519702,131.289518825,131.375515235,131.466511436,131.362515778,131.502509933,131.376515193,131.270519619,131.406513941,103.348,103.303,103.316,103.225,103.315,103.321,103.327,103.281,103.348,103.33,103.309,103.296,103.262,103.34,103.37,103.373,103.309,103.32,103.339,103.345,103.21,103.317,103.35,103.327,103.3,103.304,103.301,103.196,103.283,103.315,103.356,103.356
FLQS2EQUGRX5,-30.7416507277,-30.6836098507,-30.6796070316,-30.4544484569,-30.677605622,-30.677605622,-30.7516577755,-30.6485851835,-30.7506570707,-30.7126302892,-30.6786063268,-30.6826091459,-30.5765344396,-30.7486556611,-30.8537296627,-30.8197057003,-30.6826091459,-30.713630994,-30.7856817379,-30.7856817379,-30.4234266088,-30.7146316987,-30.7876831474,-30.7146316987,-30.6265696784,-30.6826091459,-30.704624651,-30.3954068751,-30.7036239462,-30.7106288796,-30.7826796235,-30.8187049955,131.168576065,131.383459057,131.212552119,131.194561915,131.212552119,131.142590215,131.422437832,131.423437288,131.175572256,131.213551575,131.314496609,131.455419873,131.317494976,131.278516201,131.388456336,131.246533616,131.314496609,131.351476472,131.454420417,131.384458513,131.373464499,131.385457969,131.350477016,131.248532527,131.299504772,131.384458513,131.444425859,131.374463955,131.478407356,131.386457424,131.280515112,131.418440009,103.048,103.003,103.018,102.926,103.017,103.024,103.027,102.985,103.051,103.031,103.008,102.996,102.965,103.04,103.073,103.073,103.009,103.019,103.039,103.045,102.897,103.016,103.049,103.029,102.987,103.003,103.006,102.885,103.002,103.014,103.054,103.056
FLQS2DERGRX5,-30.6197706325,-30.5527558142,-30.5817622281,-30.3577126863,-30.5807620069,-30.5837626704,-30.652777931,-30.5197485156,-30.6547783734,-30.5857631127,-30.551755593,-30.5857631127,-30.4837405535,-30.6507774887,-30.7227934128,-30.7267942975,-30.5837626704,-30.5867633339,-30.6917865566,-30.6867854508,-30.3337073783,-30.6197706325,-30.6597794792,-30.5867633339,-30.5317511696,-30.5537560353,-30.5777613434,-30.3037007432,-30.5807620069,-30.5867633339,-30.6887858931,-30.7247938552,131.265253841,131.446225239,131.30524752,131.285250681,131.30524752,131.237258266,131.48221955,131.517214019,131.272252735,131.306247362,131.407231402,131.518213861,131.409231086,131.341241831,131.481219708,131.307247204,131.377236142,131.413230454,131.516214177,131.446225239,131.470221446,131.446225239,131.412230612,131.342241673,131.390234088,131.448224923,131.537210859,131.469221604,131.56820596,131.446225239,131.343241515,131.481219708,103.239,103.194,103.22,103.129,103.219,103.227,103.232,103.174,103.253,103.221,103.198,103.201,103.169,103.245,103.261,103.28,103.213,103.212,103.245,103.25,103.101,103.222,103.242,103.218,103.191,103.194,103.196,103.089,103.194,103.208,103.26,103.262
FLQS2CKUGRX5,-30.6883603556,-30.6314116468,-30.6274152462,-30.3996204109,-30.626416146,-30.6284143464,-30.6993504573,-30.5974422416,-30.7003495575,-30.6613846515,-30.6304125467,-30.6294134465,-30.5245079303,-30.6953540567,-30.800259573,-30.768288368,-30.6254170459,-30.6613846515,-30.7333198626,-30.7333198626,-30.3736438069,-30.6643819519,-30.7353180629,-30.6623837516,-30.5774602385,-30.632410747,-30.6523927501,-30.374642907,-30.6483963494,-30.6633828518,-30.7333198626,-30.7662901677,131.267188388,131.45018168,131.308186885,131.288187618,131.307186922,131.238189451,131.486180361,131.518179188,131.273188168,131.310186812,131.382184173,131.520179115,131.413183037,131.345185529,131.486180361,131.309186849,131.379184283,131.415182963,131.519179151,131.449181717,131.473180837,131.45018168,131.415182963,131.346185492,131.392183806,131.451181644,131.541178345,131.472180874,131.571177245,131.448181754,131.344185566,131.484180434,103.332,103.291,103.303,103.21,103.303,103.31,103.315,103.27,103.336,103.317,103.297,103.283,103.25,103.327,103.357,103.361,103.295,103.306,103.326,103.333,103.182,103.305,103.337,103.314,103.274,103.291,103.291,103.182,103.286,103.304,103.343,103.343
FLQS2C9EGRX5,-30.707254948,-30.6452746176,-30.6442749349,-30.4123485375,-30.6402762039,-30.6422755694,-30.7122533617,-30.612285087,-30.7142527272,-30.6762647828,-30.6422755694,-30.6452746176,-30.5383085637,-30.7092543135,-30.8152206847,-30.782231154,-30.6392765211,-30.6762647828,-30.7482419406,-30.7472422578,-30.422345365,-30.679263831,-30.7502413061,-30.679263831,-30.5892923838,-30.6442749349,-30.6662679553,-30.3893558343,-30.6672676381,-30.6782641483,-30.7462425751,-30.782231154,131.214391865,131.427343813,131.286375623,131.239386226,131.287375397,131.217391189,131.462335918,131.498327796,131.252383293,131.287375397,131.359359154,131.498327796,131.391351935,131.323367275,131.462335918,131.286375623,131.357359605,131.392351709,131.497328022,131.426344039,131.453337948,131.427343813,131.392351709,131.323367275,131.372356221,131.428343588,131.51732351,131.422344941,131.521322607,131.427343813,131.322367501,131.461336143,103.186,103.14,103.153,103.061,103.151,103.159,103.164,103.119,103.185,103.166,103.145,103.133,103.099,103.176,103.207,103.21,103.144,103.156,103.176,103.182,103.045,103.154,103.187,103.164,103.122,103.139,103.14,103.034,103.14,103.153,103.192,103.193
FLQS2C6NGRX5,-30.9719431815,-30.9098851885,-30.9088842532,-30.7036925021,-30.9058814471,-30.9038795763,-30.9789497291,-30.8748524506,-31.0089777903,-30.940914185,-30.9058814471,-30.9068823824,-30.8027851039,-30.9709422462,-31.081045137,-31.0490152051,-30.9038795763,-30.9419151204,-31.0119805964,-31.0169852732,-30.6866766008,-30.9439169912,-31.0149834025,-30.9419151204,-30.8838608689,-30.9058814471,-30.9309048313,-30.654646669,-30.9269010898,-30.9379113789,-31.010979661,-31.046012399,131.458216545,131.677250229,131.536228542,131.487221005,131.535228388,131.467217929,131.710255305,131.745260688,131.501223159,131.537228696,131.608239616,131.746260842,131.641244692,131.571233925,131.709255151,131.535228388,131.607239463,131.641244692,131.743260381,131.674249768,131.67224946,131.677250229,131.640244538,131.573234233,131.589236694,131.676250076,131.767264072,131.673249614,131.800269148,131.674249768,131.569233618,131.709255151,103.254,103.208,103.221,103.141,103.22,103.226,103.233,103.187,103.266,103.234,103.213,103.2,103.167,103.243,103.275,103.279,103.212,103.224,103.243,103.252,103.116,103.222,103.255,103.231,103.206,103.206,103.208,103.103,103.203,103.22,103.26,103.261
FLQS2BJ4GRX5,-30.8405676409,-30.7595162156,-30.7735251039,-30.5844051116,-30.7705231993,-30.8055454201,-30.8996050988,-30.7945384364,-30.8455708153,-30.8085473247,-30.7745257388,-30.7735251039,-30.6674578066,-30.8695860524,-30.9806565241,-30.9696495404,-30.7715238342,-30.864582878,-30.9346273196,-30.9346273196,-30.6194273324,-30.8135504991,-30.8825943059,-30.8085473247,-30.7595162156,-30.7595162156,-30.7955390713,-30.5233663839,-30.7905358969,-30.8375657363,-30.906609543,-30.9456343033,131.378246856,131.612257983,131.46625104,131.402247997,131.468251135,131.399247854,131.647259647,131.682261311,131.432249423,131.468251135,131.577256318,131.679261168,131.570255985,131.502252752,131.640259314,131.472251325,131.539254511,131.577256318,131.682261311,131.612257983,131.577256318,131.647259647,131.57225608,131.505252895,131.50725299,131.612257983,131.700262167,131.635259076,131.739264021,131.606257697,131.501252704,131.641259362,103.119,103.063,103.083,103.011,103.082,103.103,103.118,103.071,103.116,103.097,103.073,103.062,103.029,103.12,103.152,103.163,103.075,103.11,103.129,103.135,103.009,103.082,103.118,103.094,103.073,103.063,103.07,102.964,103.064,103.096,103.135,103.137
FLQS224TGRWM,-35.0414011893,-34.9759959866,-35.0098262639,-34.7448224253,-35.0075709121,-35.0053155603,-35.0853805498,-34.9376550057,-35.0887635775,-35.0492949207,-35.0053155603,-35.0053155603,-34.8869095898,-35.0842528739,-35.1677008911,-35.1677008911,-35.0019325325,-35.0436565412,-35.1259768825,-35.1304875861,-34.724524259,-35.045911893,-35.0944019571,-35.045911893,-34.9523147925,-35.0041878844,-35.0008048566,-34.6906939817,-34.9906557734,-35.0098262639,-35.1282322343,-35.1282322343,131.271848706,131.460854247,131.316850025,131.295849409,131.317850055,131.251848119,131.493855215,131.526856182,131.284849087,131.319850113,131.391852224,131.52985627,131.421853104,131.354851139,131.492855185,131.317850055,131.389852166,131.423853162,131.527856212,131.458854189,131.478854775,131.459854218,131.423853162,131.355851169,131.400852488,131.460854247,131.551856915,131.477854746,131.582857824,131.457854159,131.352851081,131.492855185,103.424,103.382,103.408,103.313,103.407,103.413,103.419,103.361,103.44,103.422,103.399,103.386,103.353,103.432,103.449,103.466,103.398,103.41,103.43,103.438,103.288,103.408,103.429,103.417,103.379,103.392,103.382,103.276,103.375,103.395,103.448,103.435
FLQS224LGRWM,-30.6433873376,-30.6114785682,-30.6124757172,-30.3791428404,-30.6104814191,-30.6094842701,-30.6792847033,-30.5526467744,-30.6822761504,-30.6453816357,-30.5795697987,-30.5805669477,-30.477860596,-30.6812790014,-30.7879739493,-30.7500822856,-30.6064928229,-30.6433873376,-30.6822761504,-30.716179218,-30.3601970085,-30.6443844867,-30.7191706651,-30.6114785682,-30.5596268178,-30.5795697987,-30.5995127796,-30.3292853881,-30.6015070777,-30.6483730829,-30.7191706651,-30.7490851365,131.265302858,131.455277246,131.313296388,131.291299354,131.313296388,131.245305554,131.489272663,131.521268349,131.278301106,131.345292074,131.414282773,131.52526781,131.416282503,131.347291805,131.487272933,131.314296253,131.412283043,131.44827819,131.522268214,131.453277516,131.47527455,131.454277381,131.418282234,131.3502914,131.394285469,131.483273472,131.546264979,131.47527455,131.57526107,131.451277785,131.347291805,131.486273067,103.186,103.154,103.168,103.074,103.168,103.174,103.179,103.123,103.201,103.179,103.145,103.135,103.102,103.194,103.224,103.226,103.156,103.168,103.177,103.198,103.048,103.168,103.202,103.165,103.139,103.139,103.14,103.035,103.138,103.17,103.209,103.208
FLQS200ZGRX8,-30.6014791854,-30.5464567474,-30.5444559315,-30.3423735229,-30.5444559315,-30.5434555235,-30.611483265,-30.5104420607,-30.6154848969,-30.5774693943,-30.5454563395,-30.5464567474,-30.4414139113,-30.6134840809,-30.7145252852,-30.6845130463,-30.5454563395,-30.5804706182,-30.6494987676,-30.6484983597,-30.3483759707,-30.5794702102,-30.6514995835,-30.5784698022,-30.5184453244,-30.5464567474,-30.5654644987,-30.2883514929,-30.5654644987,-30.6094824491,-30.6815118224,-30.6835126384,131.399567401,131.61262345,131.441578453,131.424573979,131.443578979,131.372560296,131.619625292,131.653634238,131.406569243,131.473586873,131.543605293,131.684642396,131.57761424,131.476587663,131.649633186,131.474587136,131.543605293,131.580615029,131.684642396,131.61262345,131.604621345,131.61262345,131.546606082,131.508596083,131.529601609,131.613623713,131.673639501,131.604621345,131.705647922,131.583615819,131.479588452,131.615624239,103.211,103.168,103.184,103.102,103.183,103.19,103.195,103.15,103.216,103.194,103.175,103.161,103.128,103.209,103.234,103.239,103.174,103.185,103.204,103.21,103.087,103.182,103.218,103.191,103.165,103.168,103.17,103.062,103.167,103.197,103.237,103.225
FLNS2037GRWV,-30.3600593517,-30.2990632506,-30.2970633785,-30.0680780155,-30.2970633785,-30.2970633785,-30.3710586486,-30.2630655516,-30.3690587764,-30.3320611414,-30.2990632506,-30.3000631867,-30.1930700258,-30.3650590321,-30.472052193,-30.4410541744,-30.3350609496,-30.3330610775,-30.4030566033,-30.4050564754,-30.0410797412,-30.3340610135,-30.4080562837,-30.3340610135,-30.2460666382,-30.3020630589,-30.3210618445,-30.0430796134,-30.3210618445,-30.3310612053,-30.4040565393,-30.4700523208,131.185595236,131.403493243,131.262559211,131.214581668,131.232573247,131.1596074,131.440475933,131.475459558,131.22957465,131.265557807,131.334525525,131.441475465,131.36950915,131.262559211,131.438476868,131.265557807,131.303540029,131.371508215,131.475459558,131.403493243,131.389499793,131.371508215,131.335525057,131.2995419,131.321531607,131.405492308,131.498448797,131.390499325,131.534431954,131.404492775,131.265557807,131.440475933,102.907,102.861,102.874,102.783,102.877,102.884,102.887,102.839,102.907,102.888,102.867,102.858,102.82,102.902,102.929,102.933,102.886,102.878,102.897,102.905,102.756,102.879,102.912,102.885,102.847,102.862,102.861,102.756,102.857,102.874,102.917,102.928
