,Distance_X_LOGO_Camera_RU1,Distance_X_LOGO_Camera_RU2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Camera_RU1,Distance_Y_LOGO_Camera_RU2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Camera_RU1,Angle_Camera_RU2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30BWGRWY,-62.8084458129,-62.9534930296,-63.020514847,-62.84345721,-62.8514598151,-62.8864712122,-62.7794363695,-62.8124471154,-62.6784034806,-62.6784034806,-62.639390781,-62.7104139009,-62.530355287,-62.5343565896,-62.639390781,-62.5653666842,-62.5633660329,-62.5643663585,-62.5293549614,-62.6033790582,-62.5643663585,-62.6043793838,-62.6363898041,-62.5273543101,-62.5273543101,-62.6744021781,-62.5633660329,-62.5273543101,-62.6764028294,-62.5353569152,-62.6053797095,-62.5673673354,143.119893541,143.375705674,143.442656506,143.439658707,143.404684392,143.440657973,143.508608071,143.545580918,143.508608071,143.405683658,143.439658707,143.299761447,143.289768785,143.255793737,143.406682924,143.187843639,143.253795204,143.394691731,143.391693932,143.476631554,143.475632288,143.440657973,143.295764382,143.439658707,143.405683658,143.440657973,143.509607337,143.473633756,143.231811349,143.473633756,143.333736496,143.477630821,113.858,113.869,113.882,113.823,113.831,113.837,113.791,113.797,113.757,113.773,113.755,113.799,113.74,113.746,113.759,113.767,113.756,113.736,113.725,113.737,113.724,113.743,113.775,113.717,113.722,113.766,113.719,113.712,113.798,113.715,113.759,113.725
FLQS30BJGRWV,-62.8815115311,-63.0235510869,-63.0995722576,-62.9185218379,-62.9215226735,-62.961533816,-62.8555042884,-62.8895137596,-62.7344705824,-62.735470861,-62.703461947,-62.7804833963,-62.5604221126,-62.6424449547,-62.7084633398,-62.6374435619,-62.5944315837,-62.6354430048,-62.5934313052,-62.6804555401,-62.6374435619,-62.6724533116,-62.7124644541,-62.5944315837,-62.6044343693,-62.7504750394,-62.6374435619,-62.6054346479,-62.7434730895,-62.6044343693,-62.6754541473,-62.6384438405,143.15690166,143.375864801,143.477847634,143.476847802,143.40485992,143.478847465,143.545836189,143.58183013,143.508842416,143.403860088,143.472848475,143.298877761,143.320874058,143.295878266,143.408859247,143.222890552,143.285879949,143.428855881,143.425856386,143.512841743,143.509842248,143.441853693,143.33387187,143.473848307,143.441853693,143.477847634,143.543836525,143.509842248,143.228889542,143.474848139,143.336871365,143.477847634,113.589,113.604,113.615,113.554,113.566,113.569,113.523,113.529,113.488,113.504,113.483,113.534,113.457,113.488,113.494,113.497,113.474,113.466,113.453,113.469,113.455,113.477,113.506,113.446,113.454,113.498,113.45,113.445,113.532,113.449,113.493,113.46
FLQS30AEGRWV,-63.0854841531,-63.2305220513,-63.2685319833,-63.123494085,-63.123494085,-63.1895113353,-63.0514752666,-63.1224938237,-62.9484483458,-62.9484483458,-62.9144394593,-62.9814569709,-62.8014099249,-62.8434209023,-62.9124389366,-62.8404201182,-62.8364190727,-62.8744290047,-62.8004096635,-62.875429266,-62.8714282206,-62.875429266,-62.9124389366,-62.8064112317,-62.8084117544,-62.9464478231,-62.8704279592,-62.8054109703,-62.9474480845,-62.8064112317,-62.875429266,-62.8414203796,143.180525528,143.392573698,143.461589376,143.497597556,143.426581423,143.46358983,143.533605736,143.60762255,143.534605963,143.429582105,143.501598465,143.324558247,143.352564609,143.319557111,143.428581878,143.248540979,143.317556657,143.459588922,143.454587786,143.498597783,143.536606417,143.462589603,143.358565973,143.498597783,143.46358983,143.46358983,143.57161437,143.533605736,143.253542115,143.497597556,143.357565746,143.49959801,113.894,113.911,113.914,113.86,113.871,113.887,113.831,113.844,113.796,113.812,113.79,113.838,113.774,113.793,113.8,113.802,113.791,113.783,113.758,113.777,113.77,113.782,113.81,113.754,113.76,113.806,113.765,113.749,113.837,113.754,113.798,113.765
FLQS309TGRWY,-62.9667254746,-63.1495620702,-63.2194995657,-63.0366629702,-63.0396602914,-63.0806236817,-62.9347540481,-62.9996960082,-62.8528272675,-62.8528272675,-62.7868862003,-62.9067790498,-62.6739871003,-62.7229433472,-62.8268504835,-62.7169487047,-62.7089558481,-62.7509183454,-62.707956741,-62.7918817357,-62.7559138808,-62.7918817357,-62.7978763782,-62.6799817428,-62.7259406684,-62.8288486976,-62.7569129879,-62.7229433472,-62.8628183383,-62.6919710277,-62.7918817357,-62.7259406684,143.171836081,143.430848448,143.494851504,143.495851552,143.423848114,143.495851552,143.525852984,143.565854894,143.525852984,143.420847971,143.490851313,143.355844867,143.339844103,143.309842671,143.426848257,143.23883928,143.304842432,143.44784926,143.444849117,143.494851504,143.526853032,143.461849928,143.34984458,143.488851218,143.459849833,143.457849737,143.561854703,143.52785308,143.248839758,143.489851265,143.355844867,143.491851361,113.76,113.783,113.797,113.735,113.747,113.75,113.697,113.713,113.669,113.685,113.653,113.713,113.637,113.658,113.676,113.666,113.654,113.647,113.633,113.654,113.637,113.659,113.677,113.617,113.637,113.672,113.632,113.626,113.714,113.621,113.674,113.632
FLQS309QGRWV,-63.1189018026,-63.2600245533,-63.3270828817,-63.1549331432,-63.1549331432,-63.1899636132,-63.0818695914,-63.1148983203,-62.9827834047,-62.9817825341,-62.946752064,-63.0118086513,-62.8336536893,-62.8736885122,-62.9437494523,-62.8726876416,-62.8686841594,-62.9057163706,-62.8346545599,-62.9057163706,-62.8726876416,-62.9087189823,-62.9427485817,-62.8396589127,-62.836656301,-62.9767781812,-62.8736885122,-62.836656301,-62.9777790518,-62.836656301,-62.9077181117,-62.8716867711,143.128540278,143.342517166,143.412509606,143.445506042,143.376513494,143.411509714,143.482502046,143.51949805,143.483501938,143.377513386,143.448505718,143.272524726,143.302521486,143.268525158,143.376513494,143.198532718,143.268525158,143.408510038,143.40451047,143.447505826,143.482502046,143.410509822,143.306521054,143.447505826,143.412509606,143.412509606,143.517498266,143.482502046,143.202532286,143.446505934,143.305521162,143.447505826,113.772,113.787,113.799,113.737,113.747,113.754,113.707,113.713,113.674,113.689,113.667,113.715,113.651,113.669,113.677,113.679,113.667,113.659,113.636,113.654,113.637,113.66,113.687,113.631,113.636,113.682,113.632,113.625,113.714,113.631,113.675,113.642
FLQS309NGRWM,-62.6730785347,-62.8210102693,-62.8889789041,-62.7170582395,-62.7110610071,-62.7530416345,-62.6460909885,-62.6790757671,-62.5501352687,-62.5401398813,-62.5111532576,-62.5681269662,-62.363221523,-62.3982053792,-62.5061555639,-62.4281915416,-62.3982053792,-62.4611763202,-62.3972058404,-62.4691726302,-62.4301906191,-62.470172169,-62.5001583314,-62.4012039954,-62.4002044566,-62.5401398813,-62.4291910803,-62.3992049179,-62.5321435713,-62.4002044566,-62.466174014,-62.4341887741,143.165266013,143.416133305,143.484097352,143.519078847,143.41213542,143.48209841,143.552061399,143.590041308,143.554060342,143.414134362,143.489094709,143.308190406,143.33417666,143.302193579,143.448116386,143.235229003,143.299195165,143.446117443,143.439121144,143.520078318,143.52107779,143.48209841,143.341172959,143.486096295,143.485096823,143.48209841,143.556059285,143.555059813,143.240226359,143.518079376,143.341172959,143.519078847,113.577,113.59,113.603,113.54,113.554,113.558,113.512,113.517,113.479,113.496,113.476,113.521,113.449,113.465,113.48,113.485,113.465,113.465,113.445,113.457,113.444,113.463,113.494,113.439,113.439,113.486,113.438,113.429,113.519,113.434,113.482,113.445
FLQS308YGRWQ,-62.934025799,-63.0799910688,-63.1499744173,-62.9700172354,-62.9710169975,-63.0130070066,-62.8960348384,-62.9310265126,-62.7960586262,-62.7960586262,-62.7640662383,-62.8280510141,-62.6500933564,-62.6890840792,-62.7580676656,-62.6880843171,-62.6850850307,-62.7220762292,-62.6830855064,-62.7210764671,-62.6890840792,-62.7220762292,-62.7580676656,-62.655092167,-62.6520928807,-62.7910598156,-62.6900838413,-62.6520928807,-62.7950588641,-62.6510931185,-62.7230759913,-62.6870845549,143.113731122,143.367775023,143.43378643,143.430785911,143.360773813,143.43378643,143.466792133,143.502798356,143.467792306,143.362774158,143.43378643,143.256755838,143.284760677,143.251754973,143.362774158,143.180742702,143.248754455,143.390778998,143.389778825,143.431786084,143.466792133,143.396780035,143.290761714,143.431786084,143.396780035,143.397780208,143.501798183,143.466792133,143.185743566,143.430785911,143.291761887,143.432786257,113.725,113.736,113.75,113.69,113.701,113.704,113.66,113.667,113.627,113.642,113.621,113.669,113.605,113.623,113.629,113.633,113.622,113.613,113.6,113.607,113.591,113.612,113.64,113.585,113.589,113.635,113.586,113.579,113.668,113.583,113.628,113.595
FLQS3084GRWM,-62.9638952399,-63.1079819595,-63.1730211037,-62.9979157154,-62.9989163176,-63.0369392019,-62.9268729578,-62.9588922288,-62.8208091226,-62.8208091226,-62.7877892494,-62.8568308025,-62.6457037343,-62.6867284252,-62.7867886471,-62.717747094,-62.6797242097,-62.7167464918,-62.6787236075,-62.7507669673,-62.7147452874,-62.7527681717,-62.7877892494,-62.6797242097,-62.6817254141,-62.7897904538,-62.7157458896,-62.6797242097,-62.822810327,-62.6817254141,-62.7517675695,-62.7147452874,143.16985818,143.426852541,143.453851948,143.487851202,143.41685276,143.450852014,143.521850456,143.558849644,143.522850434,143.417852738,143.485851246,143.312855042,143.336854516,143.30385524,143.417852738,143.237856688,143.300855306,143.44285219,143.440852233,143.486851224,143.522850434,143.451851992,143.346854296,143.487851202,143.451851992,143.449852036,143.557849666,143.522850434,143.242856578,143.484851268,143.346854296,143.48885118,113.504,113.514,113.532,113.468,113.479,113.487,113.439,113.445,113.404,113.419,113.399,113.447,113.372,113.391,113.408,113.411,113.389,113.381,113.368,113.386,113.369,113.392,113.419,113.362,113.368,113.404,113.364,113.357,113.446,113.363,113.407,113.373
FLQS307KGRWV,-62.7341660504,-62.8772029098,-62.9472209528,-62.7711755875,-62.7721758452,-62.8151869288,-62.6971565134,-62.7541712056,-62.6011317686,-62.6011317686,-62.5661227471,-62.6271384703,-62.451093105,-62.4891028998,-62.5591209428,-62.4891028998,-62.4861021265,-62.5231116635,-62.4530936205,-62.521111148,-62.4891028998,-62.5231116635,-62.5581206851,-62.4600954248,-62.4540938783,-62.5921294488,-62.4901031575,-62.4520933627,-62.5951302221,-62.4530936205,-62.5221114058,-62.488102642,143.161267635,143.373270993,143.444272118,143.477272641,143.407271532,143.479272672,143.514273227,143.521273338,143.515273243,143.409271564,143.48227272,143.303269885,143.33327036,143.299269821,143.408271548,143.230268728,143.299269821,143.439272039,143.435271975,143.479272672,143.516273259,143.442272086,143.338270439,143.479272672,143.444272118,143.443272102,143.551273813,143.514273227,143.23226876,143.477272641,143.338270439,143.479272672,113.565,113.581,113.595,113.53,113.541,113.545,113.5,113.519,113.468,113.483,113.461,113.508,113.444,113.462,113.47,113.472,113.461,113.453,113.43,113.447,113.43,113.453,113.479,113.426,113.429,113.476,113.425,113.418,113.507,113.424,113.468,113.436
FLQS3072GRWV,-62.8641054758,-63.0370149985,-63.0779935558,-62.9330693895,-62.9340688665,-62.9690505618,-62.8591080907,-62.8940897861,-62.7551624817,-62.7551624817,-62.6871980451,-62.7931426081,-62.57525662,-62.6192336084,-62.7231792174,-62.6502173957,-62.6102383153,-62.684199614,-62.6102383153,-62.6851990911,-62.6512168727,-62.6851990911,-62.7211802634,-62.6132367464,-62.6162351774,-62.7551624817,-62.6512168727,-62.6152357004,-62.7571614358,-62.5852513901,-62.6861985681,-62.6512168727,143.166697118,143.386732001,143.451742308,143.488748175,143.417736917,143.453742625,143.524753883,143.560759591,143.523753724,143.418737075,143.487748016,143.314720585,143.339724549,143.307719475,143.418737075,143.24170901,143.305719158,143.450742149,143.445741357,143.488748175,143.524753883,143.454742784,143.349726135,143.488748175,143.454742784,143.454742784,143.559759433,143.523753724,143.244709486,143.485747699,143.348725976,143.489748333,113.684,113.709,113.714,113.659,113.67,113.677,113.63,113.636,113.595,113.61,113.577,113.638,113.561,113.581,113.599,113.601,113.578,113.582,113.558,113.576,113.56,113.582,113.609,113.552,113.558,113.605,113.555,113.548,113.636,113.543,113.597,113.565
FLQS305NGRWM,-63.0981113456,-63.2410481692,-63.3120168018,-63.1300972082,-63.1310967664,-63.1750773275,-63.0581290174,-63.0921139964,-62.9571736385,-62.9591727549,-62.9251877759,-62.9891595011,-62.7822509524,-62.853219585,-62.9191904267,-62.8542191432,-62.8172354896,-62.8872045641,-62.848221794,-62.8832063312,-62.8512204686,-62.8842058894,-62.9191904267,-62.8162359314,-62.8152363732,-62.9231886595,-62.8512204686,-62.8122376986,-62.9551745221,-62.8152363732,-62.8832063312,-62.848221794,143.176687004,143.43272221,143.497731148,143.494730736,143.423720972,143.496731011,143.530735687,143.5657405,143.530735687,143.425721247,143.497731148,143.31970667,143.344710108,143.31570612,143.425721247,143.244696356,143.309705295,143.454725235,143.453725098,143.495730873,143.531735824,143.458725785,143.352711208,143.496731011,143.461726198,143.457725648,143.566740637,143.530735687,143.248696906,143.492730461,143.353711345,143.496731011,113.8,113.81,113.824,113.764,113.775,113.779,113.734,113.741,113.701,113.717,113.695,113.743,113.669,113.697,113.703,113.708,113.686,113.689,113.676,113.681,113.665,113.687,113.714,113.658,113.663,113.7,113.66,113.652,113.741,113.659,113.702,113.669
FLQS305DGRWM,-62.7652036412,-62.9481342862,-62.9871195056,-62.8111862077,-62.837176354,-62.8811596785,-62.7712013673,-62.8051884816,-62.6382517728,-62.6692400242,-62.5972673114,-62.6952301705,-62.4813112742,-62.5242949776,-62.6342532888,-62.5202964936,-62.5162980095,-62.555283229,-62.5152983885,-62.5962676904,-62.5242949776,-62.5642798181,-62.5942684484,-62.4863093792,-62.4963055893,-62.6342532888,-62.554283608,-62.5272938407,-62.6682404032,-62.5272938407,-62.5642798181,-62.561280955,143.163142025,143.417144051,143.481144561,143.516144841,143.413144019,143.482144569,143.552145128,143.590145431,143.550145112,143.449144306,143.486144601,143.309143189,143.334143389,143.302143134,143.44714429,143.231142567,143.29914311,143.44214425,143.440144234,143.519144865,143.518144857,143.480144553,143.340143437,143.482144569,143.480144553,143.480144553,143.555145152,143.554145144,143.275142918,143.517144849,143.374143708,143.519144865,113.758,113.782,113.786,113.722,113.746,113.75,113.703,113.709,113.659,113.684,113.654,113.713,113.638,113.657,113.672,113.666,113.655,113.647,113.634,113.649,113.625,113.644,113.675,113.618,113.621,113.668,113.63,113.621,113.709,113.626,113.66,113.638
FLQS3057GRWM,-62.8361938348,-62.973181177,-63.0411748943,-62.8681908783,-62.8681908783,-62.9071872749,-62.7971974382,-62.828194574,-62.7012063079,-62.7012063079,-62.6682093569,-62.7272039057,-62.5462206288,-62.5902165635,-62.6582102808,-62.5912164711,-62.548220444,-62.622213607,-62.5902165635,-62.6192138841,-62.5872168407,-62.622213607,-62.6582102808,-62.5602193353,-62.5502202593,-62.6912072318,-62.5872168407,-62.5502202593,-62.693207047,-62.5522200745,-62.6232135146,-62.5862169331,143.320766846,143.535927129,143.603977824,143.639003916,143.568951731,143.601976333,143.672028518,143.710056847,143.673029264,143.567950985,143.638003171,143.462872707,143.455867489,143.460871216,143.568951731,143.389818285,143.418839905,143.599974842,143.596972605,143.640004662,143.674030009,143.601976333,143.495897309,143.639003916,143.604978569,143.602977078,143.709056102,143.674030009,143.394822013,143.637002425,143.494896563,143.640004662,113.671,113.686,113.698,113.635,113.646,113.653,113.606,113.612,113.574,113.589,113.568,113.614,113.554,113.568,113.575,113.579,113.56,113.558,113.548,113.552,113.536,113.558,113.586,113.532,113.534,113.581,113.531,113.523,113.612,113.53,113.574,113.541
FLQS3052GRWY,-62.5973278654,-62.7371856063,-62.8410799281,-62.6332912845,-62.6352892522,-62.6692547036,-62.5613644464,-62.59333193,-62.46146606,-62.4604670762,-62.4235046732,-62.4914355759,-62.3146154321,-62.3535758028,-62.4225056893,-62.3525768189,-62.3345951094,-62.3825463348,-62.3325971416,-62.3855432864,-62.3535758028,-62.3875412541,-62.4235046732,-62.3196103514,-62.3176123837,-62.4574701246,-62.3535758028,-62.315614416,-62.4594680923,-62.3176123837,-62.3875412541,-62.3525768189,143.200938073,143.414908096,143.484898291,143.516893809,143.446903614,143.481898711,143.550889046,143.587883863,143.550889046,143.445903754,143.516893809,143.342918182,143.37091426,143.338918742,143.446903614,143.267928688,143.298924345,143.477899272,143.439904594,143.517893668,143.551888906,143.481898711,143.376913419,143.517893668,143.481898711,143.480898851,143.586884003,143.551888906,143.271928127,143.515893949,143.375913559,143.517893668,113.499,113.514,113.539,113.465,113.475,113.482,113.435,113.441,113.402,113.417,113.394,113.443,113.379,113.397,113.404,113.407,113.396,113.386,113.375,113.381,113.365,113.387,113.415,113.359,113.364,113.411,113.36,113.353,113.442,113.359,113.403,113.37
FLQS304WGRWM,-65.4452580138,-65.5907790726,-65.6630235699,-65.4813802625,-65.483444391,-65.5205987038,-65.4070716367,-65.4400976926,-65.307993469,-65.3059293405,-65.2698070919,-65.3358592037,-65.1542158963,-65.1934343376,-65.2646467707,-65.1924022734,-65.1459593823,-65.2254283293,-65.1552479605,-65.2274924578,-65.1934343376,-65.2264603935,-65.2646467707,-65.1604082817,-65.1562800247,-65.299736955,-65.1924022734,-65.1552479605,-65.3018010835,-65.1552479605,-65.2274924578,-65.1924022734,143.241491335,143.454545611,143.522562939,143.558572112,143.48755402,143.521562684,143.592580776,143.629590205,143.592580776,143.48755402,143.559572367,143.383527519,143.412534909,143.3795265,143.48755402,143.309508663,143.340516562,143.519562175,143.5145609,143.558572112,143.594581286,143.522562939,143.417536183,143.559572367,143.522562939,143.522562939,143.62858995,143.593581031,143.313509682,143.556571603,143.416535928,143.557571858,113.935,113.951,113.964,113.9,113.912,113.918,113.871,113.877,113.839,113.854,113.832,113.879,113.816,113.833,113.841,113.843,113.824,113.823,113.801,113.818,113.802,113.823,113.851,113.796,113.801,113.847,113.797,113.79,113.878,113.795,113.839,113.807
FLQS3047GRWM,-62.8423046762,-62.9834198831,-63.0574803463,-62.8763324566,-62.8773332736,-62.953395371,-62.811279347,-62.8443063103,-62.7071943716,-62.7081951887,-62.6741674083,-62.7352172496,-62.5600742623,-62.5971044939,-62.6641592376,-62.5951028597,-62.5961036768,-62.6301314572,-62.5931012256,-62.6281298231,-62.5971044939,-62.6301314572,-62.6661608718,-62.5640775306,-62.5600742623,-62.698187018,-62.6261281889,-62.5580726281,-62.7021902863,-62.5600742623,-62.6291306401,-62.5951028597,143.206595726,143.420572709,143.525561416,143.525561416,143.454569052,143.527561201,143.592554209,143.630550122,143.561557544,143.455568945,143.528561093,143.349580345,143.377577334,143.346580668,143.456568837,143.276588197,143.343580991,143.485565718,143.483565933,143.525561416,143.561557544,143.49056518,143.384576581,143.525561416,143.491565073,143.49056518,143.599553457,143.560557651,143.279587874,143.524561523,143.384576581,143.526561308,113.763,113.778,113.788,113.727,113.738,113.753,113.695,113.701,113.665,113.681,113.659,113.706,113.643,113.66,113.666,113.67,113.66,113.651,113.638,113.644,113.628,113.65,113.677,113.623,113.626,113.672,113.633,113.616,113.705,113.622,113.665,113.633
FLQS303BGRWM,-62.5962329397,-62.7352290159,-62.8022271246,-62.6302319799,-62.6632310484,-62.7002300039,-62.5902331091,-62.5902331091,-62.4962357626,-62.4972357344,-62.4322375692,-62.4892359602,-62.3092410414,-62.3522398275,-62.420237908,-62.3522398275,-62.3442400534,-62.3832389524,-62.3522398275,-62.3822389807,-62.3822389807,-62.4152380491,-62.4212378797,-62.3232406462,-62.3452400251,-62.4532369764,-62.3812390089,-62.3102410131,-62.4882359884,-62.3452400251,-62.3842389242,-62.3792390654,143.229445308,143.444358948,143.514330831,143.546317977,143.47934489,143.512331634,143.582303517,143.618289057,143.584302714,143.47934489,143.548317174,143.37138827,143.364391082,143.369389074,143.476346095,143.298417593,143.329405141,143.507333643,143.506334044,143.548317174,143.585302312,143.512331634,143.404375015,143.548317174,143.514330831,143.510332438,143.620288253,143.584302714,143.305414781,143.547317576,143.404375015,143.550316371,113.523,113.538,113.55,113.488,113.509,113.516,113.469,113.464,113.437,113.453,113.421,113.466,113.407,113.42,113.428,113.431,113.423,113.411,113.4,113.404,113.399,113.421,113.438,113.384,113.397,113.434,113.394,113.375,113.475,113.392,113.426,113.403
FLQS3024GRWM,-62.8402698582,-62.9792505502,-63.0432416602,-62.8732652743,-62.8732652743,-62.9072605515,-62.8022751366,-62.8362704138,-62.7012891662,-62.7012891662,-62.6692936112,-62.7302851379,-62.5573091688,-62.5943040292,-62.6632944447,-62.5943040292,-62.5913044459,-62.6282993064,-62.5573091688,-62.6272994453,-62.5943040292,-62.6272994453,-62.6632944447,-62.560308752,-62.5563093077,-62.6972897218,-62.5943040292,-62.5553094466,-62.6972897218,-62.5573091688,-62.6272994453,-62.5913044459,143.296738387,143.553761235,143.582763813,143.614766658,143.543760346,143.578763458,143.650769859,143.686773059,143.651769948,143.546760613,143.615766747,143.440751189,143.467753589,143.436750833,143.546760613,143.365744521,143.433750567,143.574763102,143.570762746,143.614766658,143.651769948,143.580763635,143.474754212,143.615766747,143.580763635,143.580763635,143.686773059,143.650769859,143.370744966,143.613766569,143.473754123,143.617766925,113.815,113.824,113.841,113.779,113.79,113.796,113.75,113.756,113.716,113.732,113.711,113.757,113.695,113.712,113.719,113.722,113.711,113.703,113.68,113.697,113.68,113.702,113.73,113.674,113.678,113.725,113.675,113.668,113.756,113.674,113.717,113.684
FLQS301GGRWM,-63.0775978058,-63.2255147877,-63.2954755223,-63.1215731247,-63.1225725638,-63.1585523702,-63.049613512,-63.0815955621,-62.9536673616,-62.9526679225,-62.9196864333,-62.9796527773,-62.7977548672,-62.8017526235,-62.9116909208,-62.8337346736,-62.8017526235,-62.8667161628,-62.7997537453,-62.8717133581,-62.8417301861,-62.8737122362,-62.9046948473,-62.8117470141,-62.8037515016,-62.94467241,-62.8427296252,-62.8007531844,-62.9466712881,-62.8037515016,-62.8757111144,-62.839731308,143.10977102,143.361767095,143.429766036,143.463765507,143.393766597,143.427766067,143.495765008,143.533764416,143.498764961,143.394766581,143.463765507,143.289768217,143.280768357,143.245768902,143.392766612,143.178769945,143.242768949,143.388766675,143.383766753,143.465765475,143.499764946,143.427766067,143.285768279,143.465765475,143.428766052,143.427766067,143.534764401,143.462765522,143.220769291,143.462765522,143.320767734,143.464765491,113.616,113.628,113.642,113.578,113.589,113.596,113.55,113.555,113.517,113.532,113.511,113.557,113.497,113.503,113.518,113.524,113.504,113.504,113.482,113.495,113.479,113.501,113.532,113.475,113.477,113.525,113.475,113.471,113.556,113.472,113.517,113.484
FLQS301EGRWQ,-62.7466104527,-62.8876275565,-62.9576360477,-62.7826148197,-62.7846150623,-62.8186191866,-62.7126063284,-62.7466104527,-62.6065934703,-62.605593349,-62.5715892246,-62.6425978372,-62.4505745469,-62.503580976,-62.6065934703,-62.5245835234,-62.4845786712,-62.5335846151,-62.4835785499,-62.5675887394,-62.5315843725,-62.536584979,-62.6035931063,-62.4665764878,-62.4685767304,-62.6075935916,-62.5005806121,-62.4975802482,-62.6405975946,-62.4675766091,-62.536584979,-62.5015807334,143.27824097,143.491256196,143.559261056,143.594263558,143.523258483,143.558260985,143.627265917,143.66326849,143.627265917,143.523258483,143.592263415,143.420251121,143.411250477,143.415250763,143.526258698,143.309243186,143.376247975,143.554260699,143.517258054,143.596263701,143.631266203,143.559261056,143.457253765,143.593263487,143.558260985,143.558260985,143.66326849,143.631266203,143.353246331,143.593263487,143.453253479,143.594263558,113.787,113.803,113.817,113.753,113.764,113.77,113.725,113.731,113.689,113.704,113.682,113.732,113.668,113.686,113.704,113.708,113.685,113.676,113.664,113.681,113.663,113.676,113.713,113.647,113.653,113.7,113.649,113.652,113.741,113.647,113.691,113.659
FLQS300VGRWQ,-62.6098532477,-62.7529306098,-62.8229684794,-62.6488743464,-62.6438716415,-62.6858943632,-62.5768353949,-62.6108537887,-62.4707780495,-62.4807834594,-62.4407618197,-62.5077980663,-62.2966839165,-62.3647207041,-62.4377601967,-62.3637201631,-62.3317028513,-62.3967380159,-62.3297017693,-62.4007401799,-62.3677223271,-62.4017407209,-62.4317569507,-62.3277006873,-62.3307023103,-62.4717785905,-62.3677223271,-62.3317028513,-62.4747802135,-62.3327033923,-62.4037418029,-62.3667217861,143.239024248,143.493018971,143.560017579,143.594016873,143.487019096,143.557017641,143.627016187,143.664015418,143.594016873,143.523018348,143.560017579,143.41702055,143.407020757,143.379021339,143.525018306,143.308022814,143.372021485,143.518018452,143.512018576,143.594016873,143.629016146,143.558017621,143.415020591,143.5590176,143.5590176,143.558017621,143.663015439,143.628016166,143.350021942,143.591016935,143.451019843,143.595016852,113.568,113.579,113.593,113.529,113.543,113.547,113.5,113.506,113.469,113.483,113.464,113.508,113.438,113.465,113.468,113.475,113.455,113.456,113.434,113.446,113.43,113.452,113.482,113.426,113.427,113.475,113.425,113.418,113.506,113.423,113.468,113.434
FLQS300RGRWY,-63.2451751221,-63.3872204344,-63.4592434096,-63.2821869288,-63.284187567,-63.3191987355,-63.2101639536,-63.2451751221,-63.0951272571,-63.0961275762,-63.0631170458,-63.1431425739,-62.9540822639,-63.0030978998,-63.0721199177,-62.9960956661,-62.9880931133,-63.0291061964,-62.9500809875,-63.0361084301,-62.9980963043,-63.0371087492,-63.0741205559,-62.955082583,-62.9680867313,-63.1061307672,-62.9980963043,-62.9660860931,-63.1091317245,-62.9680867313,-63.0371087492,-63.0010972616,143.031372377,143.24838508,143.315389002,143.349390992,143.279386895,143.315389002,143.383392983,143.41939509,143.381392866,143.277386778,143.346390817,143.174380748,143.20038227,143.170380514,143.280386953,143.098376299,143.165380221,143.307388534,143.300388124,143.348390934,143.382392924,143.316389061,143.208382738,143.347390875,143.314388943,143.315389002,143.417394973,143.383392983,143.10437665,143.348390934,143.209382797,143.351391109,113.67,113.686,113.7,113.636,113.647,113.653,113.607,113.613,113.569,113.584,113.563,113.615,113.548,113.569,113.576,113.577,113.565,113.558,113.532,113.554,113.536,113.559,113.587,113.527,113.536,113.582,113.531,113.525,113.614,113.531,113.575,113.542
