,Distance_X_LOGO_Button_LD1,Distance_X_LOGO_Button_LD2,Distance_X_LOGO_Button_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Button_LD1,Distance_Y_LOGO_Button_LD2,Distance_Y_LOGO_Button_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Button_LD1,Angle_Button_LD2,Angle_Button_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30E9GRWY,-29.6847791745,-29.6847791745,-29.6497723592,-29.6827787851,-29.6857793692,-29.686779564,-29.6537731381,-29.6857793692,-29.6537731381,-29.6527729434,-29.6527729434,-29.6827787851,-29.7607939734,-29.686779564,-29.686779564,-29.7567931945,-29.7177856004,-29.6857793692,-29.6877797587,-29.6897801481,-29.6517727487,-29.7207861845,-29.7207861845,-29.7207861845,-29.6877797587,-29.6877797587,-29.6877797587,-29.6877797587,-29.6847791745,-29.7217863792,-29.7237867687,-29.7197859898,-142.794199523,-142.794199523,-142.798199556,-142.790199489,-142.801199581,-142.75819922,-142.719198893,-142.801199581,-142.719198893,-142.759199229,-142.687198624,-142.790199489,-142.649198305,-142.75819922,-142.75819922,-142.826199791,-142.824199775,-142.753199178,-142.679198557,-142.753199178,-142.798199556,-142.682198582,-142.804199607,-142.682198582,-142.726198951,-142.726198951,-142.693198674,-142.726198951,-142.618198044,-142.764199271,-142.695198691,-142.832199842,258.31,258.31,258.323,258.31,258.31,258.306,258.316,258.31,258.316,258.319,258.313,258.31,258.269,258.306,258.306,258.285,258.299,258.306,258.299,258.304,258.322,258.287,258.297,258.287,258.303,258.303,258.3,258.303,258.295,258.293,258.287,258.299
FLQS30DZGRWV,-29.7421590271,-29.7421590271,-29.6671308771,-29.7391579011,-29.7421590271,-29.7441597778,-29.7031443891,-29.7421590271,-29.7031443891,-29.6691316278,-29.7091466411,-29.7391579011,-29.8211886784,-29.7441597778,-29.7441597778,-29.8131856758,-29.7751714131,-29.7411586518,-29.7021440138,-29.7461605284,-29.6701320031,-29.7821740404,-29.7781725391,-29.7821740404,-29.7441597778,-29.7441597778,-29.7411586518,-29.7441597778,-29.7091466411,-29.7801732898,-29.7841747911,-29.7791729144,-142.747288095,-142.747288095,-142.748288174,-142.778290547,-142.749288253,-142.714285485,-142.706284853,-142.749288253,-142.706284853,-142.714285485,-142.642279791,-142.778290547,-142.640279633,-142.714285485,-142.714285485,-142.782290863,-142.781290784,-142.747288095,-142.671282085,-142.70928509,-142.748288174,-142.675282401,-142.756288807,-142.675282401,-142.683283034,-142.683283034,-142.650280424,-142.683283034,-142.571274176,-142.718285802,-142.649280345,-142.784291021,258.211,258.211,258.239,258.214,258.211,258.207,258.222,258.211,258.222,258.236,258.215,258.214,258.172,258.207,258.207,258.186,258.201,258.211,258.22,258.206,258.238,258.189,258.198,258.189,258.205,258.205,258.203,258.205,258.209,258.194,258.187,258.199
FLQS30D5GRWQ,-29.3958147584,-29.3958147584,-29.3638138714,-29.3978148138,-29.400814897,-29.3988148415,-29.3678139823,-29.400814897,-29.3678139823,-29.3628138437,-29.3638138714,-29.3978148138,-29.4728168926,-29.3988148415,-29.3988148415,-29.4668167263,-29.4288156731,-29.3968147861,-29.3668139546,-29.4018149247,-29.3338130399,-29.4348158394,-29.4328157839,-29.4348158394,-29.3988148415,-29.3988148415,-29.4018149247,-29.3988148415,-29.3678139823,-29.4348158394,-29.4348158394,-29.4328157839,-142.819373426,-142.819373426,-142.820373513,-142.855376546,-142.825373946,-142.790370914,-142.784370394,-142.825373946,-142.784370394,-142.787370654,-142.757368054,-142.855376546,-142.714364329,-142.790370914,-142.790370914,-142.854376459,-142.852376286,-142.8213736,-142.746367101,-142.790370914,-142.822373686,-142.749367361,-142.832374553,-142.749367361,-142.762368488,-142.762368488,-142.727365455,-142.762368488,-142.684361729,-142.796371434,-142.727365455,-142.858376805,258.453,258.453,258.465,258.455,258.451,258.449,258.461,258.451,258.461,258.463,258.46,258.455,258.415,258.449,258.449,258.428,258.443,258.453,258.458,258.448,258.477,258.432,258.44,258.432,258.447,258.447,258.443,258.447,258.453,258.436,258.431,258.442
FLQS30CMGRWQ,-29.3191208787,-29.3191208787,-29.2881313207,-29.3231195314,-29.3241191945,-29.3221198682,-29.2921299733,-29.3241191945,-29.2921299733,-29.2891309839,-29.2881313207,-29.3231195314,-29.3940956159,-29.3221198682,-29.3221198682,-29.3890973001,-29.3521097631,-29.321120205,-29.2931296365,-29.3231195314,-29.2581414258,-29.3541090894,-29.3571080789,-29.3541090894,-29.3221198682,-29.3221198682,-29.3281178472,-29.3221198682,-29.2891309839,-29.3571080789,-29.3551087525,-29.3541090894,-142.854737391,-142.854737391,-142.858738364,-142.892746634,-142.858738364,-142.823729851,-142.825730338,-142.858738364,-142.825730338,-142.821729365,-142.788721338,-142.892746634,-142.784720365,-142.823729851,-142.823729851,-142.890746147,-142.92875539,-142.890746147,-142.788721338,-142.859738607,-142.86073885,-142.788721338,-142.89774785,-142.788721338,-142.824730094,-142.824730094,-142.791722068,-142.824730094,-142.686696529,-142.861739094,-142.795723041,-142.893746877,258.507,258.507,258.52,258.509,258.506,258.504,258.515,258.506,258.515,258.516,258.514,258.509,258.473,258.504,258.504,258.483,258.5,258.509,258.512,258.506,258.531,258.489,258.496,258.489,258.504,258.504,258.499,258.504,258.506,258.493,258.489,258.497
FLQS30BWGRWY,-29.7091493397,-29.7091493397,-29.6741420937,-29.7071489256,-29.7111497537,-29.7101495467,-29.7091493397,-29.7111497537,-29.7091493397,-29.6761425078,-29.6741420937,-29.7071489256,-29.7851650738,-29.7101495467,-29.7101495467,-29.7801640386,-29.7431563786,-29.7101495467,-29.7101495467,-29.7121499608,-29.6761425078,-29.7881656949,-29.7791638316,-29.7881656949,-29.7091493397,-29.7091493397,-29.7441565856,-29.7091493397,-29.7081491327,-29.7451567927,-29.7781636246,-29.7811642457,-142.724355279,-142.724355279,-142.727354194,-142.757343343,-142.730353109,-142.689367939,-142.686369025,-142.730353109,-142.686369025,-142.689367939,-142.659378791,-142.757343343,-142.61339543,-142.689367939,-142.689367939,-142.716358173,-142.715358535,-142.684369748,-142.651381685,-142.688368301,-142.728353832,-142.650382047,-142.736350939,-142.650382047,-142.661378068,-142.661378068,-142.628390004,-142.661378068,-142.553417133,-142.698364684,-142.630389281,-142.763341172,258.104,258.104,258.117,258.107,258.104,258.1,258.1,258.104,258.1,258.113,258.112,258.107,258.066,258.1,258.1,258.076,258.09,258.1,258.097,258.1,258.116,258.067,258.078,258.067,258.099,258.099,258.083,258.099,258.09,258.088,258.069,258.079
FLQS30BJGRWV,-29.4948604008,-29.4948604008,-29.4588324768,-29.4928588494,-29.4938596251,-29.4958611764,-29.4638363552,-29.4938596251,-29.4638363552,-29.4608340282,-29.4588324768,-29.4928588494,-29.5649146973,-29.4958611764,-29.4958611764,-29.562913146,-29.5278859977,-29.4948604008,-29.4638363552,-29.4978627278,-29.4278084312,-29.5278859977,-29.5268852221,-29.5278859977,-29.4948604008,-29.4948604008,-29.4958611764,-29.4948604008,-29.4578317012,-29.5278859977,-29.5278859977,-29.5298875491,-142.808894396,-142.808894396,-142.810894185,-142.843890695,-142.84989006,-142.779897463,-142.774897992,-142.84989006,-142.774897992,-142.778897569,-142.746900954,-142.843890695,-142.701905713,-142.779897463,-142.779897463,-142.874887416,-142.87588731,-142.846890377,-142.7389018,-142.810894185,-142.811894079,-142.737901905,-142.855889425,-142.737901905,-142.784896935,-142.784896935,-142.746900954,-142.784896935,-142.635912693,-142.780897358,-142.744901165,-142.8428908,258.385,258.385,258.399,258.388,258.388,258.382,258.394,258.388,258.394,258.395,258.393,258.388,258.349,258.382,258.382,258.363,258.377,258.388,258.391,258.384,258.411,258.366,258.376,258.366,258.383,258.383,258.379,258.383,258.385,258.37,258.367,258.374
FLQS30AEGRWV,-29.2737176551,-29.2737176551,-29.2357828143,-29.2667296581,-29.2717210845,-29.2737176551,-29.2337862437,-29.2717210845,-29.2337862437,-29.2367810996,-29.2357828143,-29.2667296581,-29.347590766,-29.2737176551,-29.2737176551,-29.3455941955,-29.3416010543,-29.2687262286,-29.2327879584,-29.2737176551,-29.1998445441,-29.3096559253,-29.3066610694,-29.3096559253,-29.2707227992,-29.2707227992,-29.3495873366,-29.2707227992,-29.241772526,-29.3066610694,-29.3505856219,-29.3445959102,-142.91226739,-142.91226739,-142.911267136,-142.94627602,-142.916268405,-142.880259267,-142.87325749,-142.916268405,-142.87325749,-142.876258252,-142.809241245,-142.94627602,-142.805240229,-142.880259267,-142.880259267,-142.943275259,-142.943275259,-142.91226739,-142.837248352,-142.876258252,-142.914267898,-142.841249367,-142.920269421,-142.841249367,-142.851251906,-142.851251906,-142.81324226,-142.851251906,-142.734222207,-142.884260282,-142.81324226,-142.950277036,258.478,258.478,258.493,258.483,258.479,258.476,258.491,258.479,258.491,258.49,258.485,258.483,258.441,258.476,258.476,258.453,258.455,258.48,258.488,258.475,258.507,258.459,258.466,258.459,258.474,258.474,258.441,258.474,258.477,258.463,258.441,258.454
FLQS309TGRWY,-29.5740258896,-29.5740258896,-29.5359846945,-29.567018301,-29.6070616642,-29.6090638324,-29.5660172169,-29.6070616642,-29.5660172169,-29.5750269736,-29.5379868627,-29.567018301,-29.6851462224,-29.6090638324,-29.6090638324,-29.679139718,-29.6070616642,-29.6070616642,-29.567018301,-29.5740258896,-29.5319803582,-29.6461039433,-29.642099607,-29.6461039433,-29.6090638324,-29.6090638324,-29.6030573279,-29.6090638324,-29.5730248055,-29.6441017752,-29.6481061115,-29.6100649164,-142.7945444,-142.7945444,-142.7945444,-142.824541363,-142.795544299,-142.758548044,-142.754548449,-142.795544299,-142.754548449,-142.759547943,-142.727551182,-142.824541363,-142.687555231,-142.758548044,-142.758548044,-142.82754106,-142.825541262,-142.791544704,-142.714552498,-142.75354855,-142.7945444,-142.722551688,-142.800543793,-142.722551688,-142.728551081,-142.728551081,-142.695554421,-142.728551081,-142.576566467,-142.762547639,-142.693554624,-142.830540756,258.378,258.378,258.392,258.383,258.365,258.361,258.378,258.365,258.378,258.374,258.386,258.383,258.326,258.361,258.361,258.34,258.367,258.365,258.374,258.374,258.394,258.344,258.352,258.344,258.359,258.359,258.359,258.359,258.361,258.348,258.341,258.367
FLQS309QGRWV,-29.2319881632,-29.2319881632,-29.1620288767,-29.2679672249,-29.19700852,-29.2749631535,-29.1950096832,-29.19700852,-29.1950096832,-29.1640277135,-29.1630282951,-29.2679672249,-29.3049457049,-29.2749631535,-29.2749631535,-29.299948613,-29.2619707146,-29.2739637351,-29.1940102648,-29.2759625719,-29.1620288767,-29.2679672249,-29.3089433784,-29.2679672249,-29.19700852,-29.19700852,-29.2299893265,-29.19700852,-29.2000067751,-29.3109422152,-29.2359858367,-29.2649689697,-142.811152077,-142.811152077,-142.810152174,-142.880145387,-142.81215198,-142.81215198,-142.771155955,-142.81215198,-142.771155955,-142.773155761,-142.742158767,-142.880145387,-142.706162257,-142.81215198,-142.81215198,-142.84514878,-142.879145483,-142.844148877,-142.733159639,-142.811152077,-142.813151883,-142.740158961,-142.850148295,-142.740158961,-142.778155276,-142.778155276,-142.714161481,-142.778155276,-142.634169238,-142.814151786,-142.74315867,-142.847148586,258.51,258.51,258.537,258.502,258.523,258.493,258.521,258.523,258.521,258.533,258.531,258.502,258.473,258.493,258.493,258.486,258.504,258.497,258.518,258.493,258.537,258.491,258.483,258.491,258.521,258.521,258.503,258.521,258.509,258.48,258.503,258.5
FLQS309NGRWM,-29.4805641022,-29.4805641022,-29.4485558896,-29.4835648722,-29.4835648722,-29.4855653855,-29.4565579428,-29.4835648722,-29.4565579428,-29.4505564029,-29.4495561462,-29.4835648722,-29.5565836073,-29.4855653855,-29.4855653855,-29.5535828373,-29.5155730848,-29.4845651288,-29.4585584561,-29.4885661554,-29.4185481902,-29.5175735981,-29.5185738548,-29.5175735981,-29.4855653855,-29.4855653855,-29.4915669253,-29.4855653855,-29.4595587127,-29.5185738548,-29.5215746247,-29.5175735981,-142.767778495,-142.767778495,-142.76977803,-142.801770585,-142.770777797,-142.735785939,-142.729787335,-142.770777797,-142.729787335,-142.735785939,-142.702793617,-142.801770585,-142.65980362,-142.735785939,-142.735785939,-142.801770585,-142.800770818,-142.76977803,-142.690796408,-142.734786172,-142.771777564,-142.692795943,-142.773777099,-142.692795943,-142.703793384,-142.703793384,-142.664802457,-142.703793384,-142.584821068,-142.737785474,-142.665802224,-142.805769654,258.393,258.393,258.406,258.395,258.392,258.389,258.399,258.392,258.399,258.402,258.4,258.395,258.355,258.389,258.389,258.368,258.382,258.392,258.396,258.387,258.417,258.373,258.379,258.373,258.386,258.386,258.381,258.386,258.387,258.376,258.369,258.382
FLQS308YGRWQ,-29.430602261,-29.430602261,-29.3615961594,-29.3965992544,-29.3975993429,-29.4736060634,-29.3645964247,-29.3975993429,-29.3645964247,-29.3645964247,-29.3635963363,-29.3965992544,-29.472605975,-29.4736060634,-29.4736060634,-29.5006084509,-29.4326024378,-29.3965992544,-29.3665966016,-29.4005996081,-29.3305934182,-29.4346026147,-29.4326024378,-29.4346026147,-29.3985994313,-29.3985994313,-29.402599785,-29.3985994313,-29.3685967784,-29.4336025263,-29.4346026147,-29.4346026147,-142.820587756,-142.820587756,-142.820587756,-142.852591249,-142.822587974,-142.781583499,-142.781583499,-142.822587974,-142.781583499,-142.747579787,-142.752580333,-142.852591249,-142.707575421,-142.781583499,-142.781583499,-142.853591358,-142.85059103,-142.817587428,-142.746579678,-142.783583717,-142.819587647,-142.746579678,-142.82758852,-142.746579678,-142.75658077,-142.75658077,-142.722577059,-142.75658077,-142.608564615,-142.789584372,-142.719576731,-142.856591685,258.473,258.473,258.499,258.488,258.486,258.453,258.495,258.486,258.495,258.492,258.493,258.488,258.448,258.453,258.453,258.449,258.475,258.486,258.492,258.482,258.511,258.466,258.473,258.466,258.48,258.48,258.476,258.48,258.48,258.469,258.463,258.474
